,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,hu_szeged-ud-dev_Case=Tem,0.1767766952966369,1.1319231422671772,1.1319231422671772,0.1767766952966369,0.1960373689830408,0.5065161813558464,0.3263579561937081,1.1319231422671772,0.1767766952966369
1,hu_szeged-ud-test_Case=Tem,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
2,hu_szeged-ud-train_Case=Tem,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
3,fa_seraji-ud-dev_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
4,fa_seraji-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
5,fa_seraji-ud-train_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
6,gub_tudet-ud-test_Case=Tem,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
7,lzh_tuecl-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
8,apu_ufpa-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
9,egy_ujaen-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
10,nyq_aha-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
11,mdf_jr-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
12,mdf_jr-ud-train_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
13,myv_jr-ud-test_Case=Tem,1.5634719199411433,2.472066162365221,2.472066162365221,1.5634719199411433,1.3507927181837007,1.152024519629318,1.2147371373908658,2.472066162365221,1.5634719199411433
14,myv_jr-ud-train_Case=Tem,3.5355339059327378,4.301162633521313,4.301162633521313,3.5355339059327378,3.3628511640608023,3.175912428434767,3.2632482172423902,4.301162633521313,3.5355339059327378
15,kfm_aha-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
16,soj_aha-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
17,he_htb-ud-train_Case=Tem,7.3739406018763125,8.299096336348915,8.299096336348915,7.3739406018763125,7.142070062455417,6.864989906748086,6.997497080951436,8.299096336348915,7.3739406018763125
18,lzh_kyoto-ud-dev_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
19,lzh_kyoto-ud-train_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
20,lzh_kyoto-ud-test_Case=Tem,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
21,gu_gujtb-ud-test_Case=Tem,4.242640687119285,5.0,5.0,4.242640687119285,4.068758987413341,3.876965849415089,3.966991835314674,5.0,4.242640687119285
