,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
0,hu_szeged-ud-dev_Case=Ter,3.4066021592790867,9.067306622295071,1.469861839480328,1.469861839480328,1.469861839480328
1,hu_szeged-ud-test_Case=Ter,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
2,hu_szeged-ud-train_Case=Ter,3.643392039783196,9.348759573096078,1.1288514320120056,1.1288514320120056,1.1288514320120056
3,et_ewt-ud-train_Case=Ter,3.40073521462639,9.039634948381488,1.4713938969562161,1.4713938969562161,1.4713938969562161
4,et_ewt-ud-test_Case=Ter,3.553167600887974,9.239859306288164,1.2747548783981961,1.2747548783981961,1.2747548783981961
5,et_ewt-ud-dev_Case=Ter,3.588871688985272,9.261749294814669,1.2165525060596438,1.2165525060596438,1.2165525060596438
6,olo_kkpp-ud-test_Case=Ter,3.1622776601683795,8.631338250816034,2.23606797749979,2.23606797749979,2.23606797749979
7,vep_vwt-ud-test_Case=Ter,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
8,kpv_ikdp-ud-test_Case=Ter,3.1622776601683795,8.631338250816034,2.23606797749979,2.23606797749979,2.23606797749979
9,kpv_lattice-ud-test_Case=Ter,2.4327694808466287,7.15070996903276,3.431546328418375,3.431546328418375,3.431546328418375
10,et_edt-ud-dev_Case=Ter,3.6134176969563208,9.307338765433306,1.1658100334413286,1.1658100334413286,1.1658100334413286
11,et_edt-ud-train_Case=Ter,3.564677542958768,9.247048007827198,1.2325679372360732,1.2325679372360732,1.2325679372360732
12,et_edt-ud-test_Case=Ter,3.5536175232412406,9.225172478473493,1.2567485880964147,1.2567485880964147,1.2567485880964147
13,ab_abnc-ud-test_Case=Ter,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
14,gu_gujtb-ud-test_Case=Ter,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
