,Treebank,am_att-ud-test_Case=Mal
0,es_gsd-ud-train_Case=Com,4.7812132351527685
1,fi_ood-ud-test_Case=Com,2.7129319932501073
2,es_ancora-ud-train_Case=Com,9.239047569960878
3,es_ancora-ud-test_Case=Com,0.6
4,es_ancora-ud-dev_Case=Com,0.6
5,sms_giellagas-ud-test_Case=Com,0.6
6,et_ewt-ud-train_Case=Com,9.745818983252304
7,et_ewt-ud-test_Case=Com,7.521077819717593
8,et_ewt-ud-dev_Case=Com,11.297831284611096
9,ml_ufal-ud-test_Case=Com,11.03902169578446
10,apu_ufpa-ud-test_Case=Com,0.6
11,egy_ujaen-ud-test_Case=Com,0.6
12,mr_ufal-ud-train_Case=Com,0.6
13,olo_kkpp-ud-test_Case=Com,0.6
14,mdf_jr-ud-test_Case=Com,0.6
15,vep_vwt-ud-test_Case=Com,10.92520022699813
16,es_pud-ud-test_Case=Com,0.6
17,fi_tdt-ud-train_Case=Com,2.9679925188309917
18,fi_tdt-ud-test_Case=Com,1.16619037896906
19,fi_tdt-ud-dev_Case=Com,0.6
20,myv_jr-ud-test_Case=Com,0.6
21,myv_jr-ud-train_Case=Com,3.370459909270543
22,kpv_ikdp-ud-test_Case=Com,0.6
23,kpv_lattice-ud-test_Case=Com,19.244739540975868
24,fi_pud-ud-test_Case=Com,1.499629583893599
25,et_edt-ud-dev_Case=Com,5.365480357608718
26,et_edt-ud-train_Case=Com,5.224215982008953
27,et_edt-ud-test_Case=Com,4.882632369466188
28,sjo_xdt-ud-test_Case=Com,0.6
29,wbp_ufal-ud-test_Case=Com,0.6
30,koi_uh-ud-test_Case=Com,7.833262411026456
31,sme_giella-ud-train_Case=Com,15.891743139127312
32,sme_giella-ud-test_Case=Com,7.730693896275666
33,arr_tudet-ud-test_Case=Com,0.6
34,ta_mwtt-ud-test_Case=Com,0.6
35,ta_ttb-ud-train_Case=Com,0.6
36,ta_ttb-ud-dev_Case=Com,0.6
37,ta_ttb-ud-test_Case=Com,3.655133376499413
38,krl_kkpp-ud-test_Case=Com,2.315167380558045
39,eu_bdt-ud-train_Case=Com,39.82059070938607
40,eu_bdt-ud-test_Case=Com,30.577297315346744
41,eu_bdt-ud-dev_Case=Com,39.30152668790361
42,fi_ftb-ud-dev_Case=Com,1.6579773487261185
43,fi_ftb-ud-train_Case=Com,1.7226907655039794
44,fi_ftb-ud-test_Case=Com,1.7435595774162695
45,bxr_bdt-ud-test_Case=Com,2.049309498706236
46,bej_nsc-ud-test_Case=Com,0.6
