,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,sl_ssj-ud-test_Case=Ins,1.733830940589786,19.32847386080864
1,sl_ssj-ud-dev_Case=Ins,1.8081243416769226,19.26641513700605
2,sl_ssj-ud-train_Case=Ins,1.7676100088753417,19.312830132073373
3,xcl_caval-ud-train_Case=Ins,1.0,21.494185260204677
4,xcl_caval-ud-dev_Case=Ins,1.0,21.494185260204677
5,xcl_caval-ud-test_Case=Ins,1.0,21.494185260204677
6,hu_szeged-ud-dev_Case=Ins,1.0,21.494185260204677
7,hu_szeged-ud-test_Case=Ins,1.0,21.494185260204677
8,hu_szeged-ud-train_Case=Ins,1.0,21.494185260204677
9,xav_xdt-ud-test_Case=Ins,1.0,21.494185260204677
10,tr_pud-ud-test_Case=Ins,1.0,21.494185260204677
11,fi_ood-ud-test_Case=Ins,1.0,21.494185260204677
12,pl_pdb-ud-test_Case=Ins,1.0,21.494185260204677
13,pl_pdb-ud-train_Case=Ins,3334.9403792771677,3318.431306104337
14,pl_pdb-ud-dev_Case=Ins,1.0,21.494185260204677
15,sah_yktdt-ud-test_Case=Ins,1.0,21.494185260204677
16,uk_iu-ud-dev_Case=Ins,3.4875727692199114,18.0812136514194
17,uk_iu-ud-train_Case=Ins,3.78252776678633,17.89121317300253
18,uk_iu-ud-test_Case=Ins,3.8511088900844883,17.866440061186978
19,sa_vedic-ud-test_Case=Ins,1.0,21.494185260204677
20,sa_vedic-ud-train_Case=Ins,1.0,21.494185260204677
21,sa_vedic-ud-dev_Case=Ins,1.0,21.494185260204677
22,hr_set-ud-dev_Case=Ins,3.2569425926894975,18.2212167086398
23,hr_set-ud-train_Case=Ins,3.0301671414331426,18.31237424109117
24,hr_set-ud-test_Case=Ins,2.921489695483509,18.418206756795147
25,orv_rnc-ud-dev_Case=Ins,1.0,21.494185260204677
26,orv_rnc-ud-train_Case=Ins,1.0,21.494185260204677
27,orv_rnc-ud-test_Case=Ins,1.0,21.494185260204677
28,tr_atis-ud-dev_Case=Ins,1.0,21.494185260204677
29,tr_atis-ud-train_Case=Ins,1.0,21.494185260204677
30,tr_atis-ud-test_Case=Ins,1.0,21.494185260204677
31,hi_pud-ud-test_Case=Ins,0.0,20.71231517720798
32,tr_kenet-ud-dev_Case=Ins,1.0,21.494185260204677
33,tr_kenet-ud-test_Case=Ins,1.0,21.494185260204677
34,tr_kenet-ud-train_Case=Ins,1989.612022480765,1976.707616214396
35,sk_snk-ud-dev_Case=Ins,4.34022059265418,17.394711159756604
36,sk_snk-ud-test_Case=Ins,4.786804237660924,17.115574970604825
37,sk_snk-ud-train_Case=Ins,2.742283972220514,18.59776705860453
38,lt_hse-ud-train_Case=Ins,1.0,21.494185260204677
39,lt_hse-ud-test_Case=Ins,1.0,21.494185260204677
40,lt_hse-ud-dev_Case=Ins,1.0,21.494185260204677
41,hit_hittb-ud-test_Case=Ins,1.0,21.494185260204677
42,sa_ufal-ud-test_Case=Ins,1.0,21.494185260204677
43,be_hse-ud-train_Case=Ins,1.0,21.494185260204677
44,be_hse-ud-dev_Case=Ins,1.0,21.494185260204677
45,be_hse-ud-test_Case=Ins,623.810868773541,606.929155668106
46,cs_pud-ud-test_Case=Ins,3.513121921012346,17.853242059833047
47,orv_ruthenian-ud-test_Case=Ins,1.0,21.494185260204677
48,orv_ruthenian-ud-train_Case=Ins,1.0,21.494185260204677
49,orv_ruthenian-ud-dev_Case=Ins,1.0,21.494185260204677
50,ml_ufal-ud-test_Case=Ins,1.0,21.494185260204677
51,egy_ujaen-ud-test_Case=Ins,0.0,20.71231517720798
52,mr_ufal-ud-dev_Case=Ins,1.0,21.494185260204677
53,mr_ufal-ud-test_Case=Ins,1.0,21.494185260204677
54,mr_ufal-ud-train_Case=Ins,1.0,21.494185260204677
55,si_stb-ud-test_Case=Ins,1.0,21.494185260204677
56,lt_alksnis-ud-test_Case=Ins,8.08309865905069,15.776618817834555
57,lt_alksnis-ud-dev_Case=Ins,6.80163469569652,16.621665933153388
58,lt_alksnis-ud-train_Case=Ins,7.089949661700705,16.24138756536044
59,cu_proiel-ud-train_Case=Ins,1.0,21.494185260204677
60,cu_proiel-ud-test_Case=Ins,1.0,21.494185260204677
61,cu_proiel-ud-dev_Case=Ins,1.0,21.494185260204677
62,olo_kkpp-ud-test_Case=Ins,1.0,21.494185260204677
63,hy_bsut-ud-train_Case=Ins,426.29098043472607,411.2918671697752
64,hy_bsut-ud-test_Case=Ins,1.0,21.494185260204677
65,hy_bsut-ud-dev_Case=Ins,174.7741399635541,160.53348560347152
66,hsb_ufal-ud-test_Case=Ins,1.0,21.494185260204677
67,hsb_ufal-ud-train_Case=Ins,1.0,21.494185260204677
68,fi_tdt-ud-train_Case=Ins,1.0,21.494185260204677
69,fi_tdt-ud-test_Case=Ins,1.0,21.494185260204677
70,fi_tdt-ud-dev_Case=Ins,1.0,21.494185260204677
71,sr_set-ud-test_Case=Ins,2.923664076864685,18.49979860637554
72,sr_set-ud-train_Case=Ins,2.789351877553531,18.580021333614525
73,sr_set-ud-dev_Case=Ins,3.223012953743748,18.278753034602772
74,tr_framenet-ud-test_Case=Ins,1.0,21.494185260204677
75,tr_framenet-ud-train_Case=Ins,1.0,21.494185260204677
76,tr_framenet-ud-dev_Case=Ins,1.0,21.494185260204677
77,ky_ktmu-ud-train_Case=Ins,1.0,21.494185260204677
78,ky_ktmu-ud-test_Case=Ins,1.0,21.494185260204677
79,kpv_ikdp-ud-test_Case=Ins,1.0,21.494185260204677
80,kpv_lattice-ud-test_Case=Ins,100.91580649234291,87.55569655939013
81,abq_atb-ud-test_Case=Ins,1.0,21.494185260204677
82,tr_gb-ud-test_Case=Ins,64.47221623821122,51.29327441292864
83,ru_taiga-ud-train_Case=Ins,1.0,21.494185260204677
84,ru_taiga-ud-dev_Case=Ins,1.0,21.494185260204677
85,ru_taiga-ud-test_Case=Ins,1.0,21.494185260204677
86,fi_pud-ud-test_Case=Ins,1.0,21.494185260204677
87,cs_cltt-ud-dev_Case=Ins,4.9988454982200325,17.093271941813157
88,cs_cltt-ud-train_Case=Ins,4.504155299940977,17.269965277332552
89,cs_cltt-ud-test_Case=Ins,8.734632796289599,15.163876837252687
90,hy_armtdp-ud-train_Case=Ins,1.0,21.494185260204677
91,hy_armtdp-ud-dev_Case=Ins,1.0,21.494185260204677
92,hy_armtdp-ud-test_Case=Ins,110.37209792334292,96.54532614269839
93,ota_boun-ud-train_Case=Ins,1.0,21.494185260204677
94,ota_boun-ud-test_Case=Ins,1.0,21.494185260204677
95,ru_syntagrus-ud-train_Case=Ins,1.0,21.494185260204677
96,ru_syntagrus-ud-dev_Case=Ins,1.0,21.494185260204677
97,ru_syntagrus-ud-test_Case=Ins,1.0,21.494185260204677
98,sjo_xdt-ud-test_Case=Ins,0.0,20.71231517720798
99,orv_birchbark-ud-train_Case=Ins,1.0,21.494185260204677
100,orv_birchbark-ud-dev_Case=Ins,1.0,21.494185260204677
101,orv_birchbark-ud-test_Case=Ins,1.0,21.494185260204677
102,ru_poetry-ud-test_Case=Ins,1.0,21.494185260204677
103,ru_poetry-ud-dev_Case=Ins,1.0,21.494185260204677
104,ru_poetry-ud-train_Case=Ins,1.0,21.494185260204677
105,myu_tudet-ud-test_Case=Ins,1.0,21.494185260204677
106,wbp_ufal-ud-test_Case=Ins,1.0,21.494185260204677
107,koi_uh-ud-test_Case=Ins,1.0,21.494185260204677
108,cs_fictree-ud-dev_Case=Ins,3.1798994941175946,18.451902545218783
109,cs_fictree-ud-train_Case=Ins,3.010474232083845,18.551860460088964
110,cs_fictree-ud-test_Case=Ins,2.8162817462301497,18.630841056008705
111,hyw_armtdp-ud-test_Case=Ins,295.5807842198136,281.82796170713794
112,hyw_armtdp-ud-dev_Case=Ins,1.0,21.494185260204677
113,hyw_armtdp-ud-train_Case=Ins,1.0,21.494185260204677
114,sl_sst-ud-train_Case=Ins,1.6551277143600513,19.455966397836278
115,sl_sst-ud-test_Case=Ins,1.7301280863757666,19.472196078468993
116,sl_sst-ud-dev_Case=Ins,1.7520070053264063,19.296345257882866
117,ka_glc-ud-test_Case=Ins,6.101076994750006,16.810317571643438
118,arr_tudet-ud-test_Case=Ins,0.7071067811865476,20.334699407662754
119,kk_ktb-ud-test_Case=Ins,1.0,21.494185260204677
120,kk_ktb-ud-train_Case=Ins,1.0,21.494185260204677
121,cs_pdt-ud-test_Case=Ins,3.516671459029383,18.01865560912024
122,cs_pdt-ud-dev_Case=Ins,3.655106835187326,17.91985007756722
123,cs_pdt-ud-train_Case=Ins,3.5581028768091514,17.98054550226702
124,ta_mwtt-ud-test_Case=Ins,1.0,21.494185260204677
125,ota_dudu-ud-test_Case=Ins,1.0,21.494185260204677
126,ta_ttb-ud-train_Case=Ins,1.0,21.494185260204677
127,ta_ttb-ud-dev_Case=Ins,1.0,21.494185260204677
128,ta_ttb-ud-test_Case=Ins,1.0,21.494185260204677
129,ru_pud-ud-test_Case=Ins,1.0,21.494185260204677
130,qtd_sagt-ud-test_Case=Ins,1.0,21.494185260204677
131,qtd_sagt-ud-dev_Case=Ins,1.0,21.494185260204677
132,qtd_sagt-ud-train_Case=Ins,18.152134860671346,17.24818831066034
133,krl_kkpp-ud-test_Case=Ins,1.0,21.494185260204677
134,pl_pud-ud-test_Case=Ins,1.0,21.494185260204677
135,orv_torot-ud-test_Case=Ins,1.0,21.494185260204677
136,orv_torot-ud-dev_Case=Ins,1.0,21.494185260204677
137,orv_torot-ud-train_Case=Ins,1.0,21.494185260204677
138,cs_cac-ud-dev_Case=Ins,4.777908406525928,17.168013555531275
139,cs_cac-ud-train_Case=Ins,4.417371231299064,17.42634665277357
140,cs_cac-ud-test_Case=Ins,4.610503197366878,17.406974794000305
141,eu_bdt-ud-train_Case=Ins,24.506884664461005,18.44099114955277
142,eu_bdt-ud-test_Case=Ins,28.375825979167548,20.455744914326637
143,eu_bdt-ud-dev_Case=Ins,38.365588322700575,28.686553772576772
144,fi_ftb-ud-dev_Case=Ins,1.0,21.494185260204677
145,fi_ftb-ud-train_Case=Ins,1.0,21.494185260204677
146,fi_ftb-ud-test_Case=Ins,1.0,21.494185260204677
147,am_att-ud-test_Case=Ins,7.0710678118654755,17.86057109949175
148,pl_lfg-ud-test_Case=Ins,1.0,21.494185260204677
149,pl_lfg-ud-train_Case=Ins,1.0,21.494185260204677
150,pl_lfg-ud-dev_Case=Ins,1.0,21.494185260204677
151,tr_tourism-ud-train_Case=Ins,169.82638193166574,154.05843047363555
152,tr_tourism-ud-dev_Case=Ins,56.444663166680336,44.41846462902562
153,tr_tourism-ud-test_Case=Ins,1.0,21.494185260204677
154,ab_abnc-ud-test_Case=Ins,1.0,21.494185260204677
155,cs_poetry-ud-test_Case=Ins,3.6519106296794197,18.199379209965322
156,ru_gsd-ud-test_Case=Ins,1.0,21.494185260204677
157,ru_gsd-ud-dev_Case=Ins,467.91879637390076,451.0354753231723
158,ru_gsd-ud-train_Case=Ins,1583.302876900058,1566.1283472308392
159,tr_imst-ud-train_Case=Ins,169.23750569342877,153.19812879623126
160,tr_imst-ud-dev_Case=Ins,53.94029621308689,39.53760516549051
161,tr_imst-ud-test_Case=Ins,1.0,21.494185260204677
162,tr_boun-ud-dev_Case=Ins,1.0,21.494185260204677
163,tr_boun-ud-test_Case=Ins,1.0,21.494185260204677
164,tr_boun-ud-train_Case=Ins,738.420611846663,725.0186204505371
165,tr_penn-ud-dev_Case=Ins,1.0,21.494185260204677
166,tr_penn-ud-test_Case=Ins,1.0,21.494185260204677
167,tr_penn-ud-train_Case=Ins,66.54555665941274,51.655052458055295
