,Treebank,hu_szeged-ud-dev_Case=Ter,hu_szeged-ud-test_Case=Ter,hu_szeged-ud-train_Case=Ter,et_ewt-ud-train_Case=Ter,et_ewt-ud-test_Case=Ter,et_ewt-ud-dev_Case=Ter,olo_kkpp-ud-test_Case=Ter,vep_vwt-ud-test_Case=Ter,kpv_ikdp-ud-test_Case=Ter,kpv_lattice-ud-test_Case=Ter,et_edt-ud-dev_Case=Ter,et_edt-ud-train_Case=Ter,et_edt-ud-test_Case=Ter,ab_abnc-ud-test_Case=Ter,gu_gujtb-ud-test_Case=Ter
0,hu_szeged-ud-dev_Case=Ade,0.2730500451574653,0.4050462936504913,0.26187093937451117,0.38446391248074246,0.3644344934278313,0.3450543435460566,1.2405895775799505,0.4050462936504913,1.2405895775799505,2.2225149502492965,0.3095964351815485,0.29770123568375,0.32130298978270894,0.4050462936504913,0.4050462936504913
1,hu_szeged-ud-test_Case=Ade,0.2913514623770822,0.335299918733898,0.21676715921680664,0.2917504810540443,0.2891018534302482,0.2633421964403645,1.2235364400451436,0.335299918733898,1.2235364400451436,2.2108677571452775,0.20102750322547613,0.1664826473252198,0.2154986591016203,0.335299918733898,0.335299918733898
2,hu_szeged-ud-train_Case=Ade,0.25807932554082075,0.3082207001484488,0.1783411213252725,0.36742346141747667,0.3082207001484488,0.2738612787525831,1.2629330940315089,0.3082207001484488,1.2629330940315089,2.270732148404104,0.21710893552874577,0.2188165392085149,0.254285107942554,0.3082207001484488,0.3082207001484488
3,fi_ood-ud-test_Case=Ade,0.48334560453032605,0.8146657764756383,0.6996392422298197,0.3917696733630029,0.5623516537530275,0.6438528318590656,0.9444716957397761,0.8146657764756383,1.0621898401389993,1.8220744869047585,0.6599532407271133,0.5953575103358998,0.5879214190110633,0.8146657764756383,0.8146657764756383
4,et_ewt-ud-train_Case=Ade,0.5838341356590914,0.9298928155685491,0.8142653111660686,0.49362734830617,0.6710623814284634,0.7551541928532832,0.9006713167457701,0.9298928155685491,1.0626325886359522,1.746818883056044,0.774831825674068,0.7095583987351373,0.6991444116821964,0.9298928155685491,0.9298928155685491
5,et_ewt-ud-test_Case=Ade,0.5675136362896998,0.9091540382121331,0.7940644419218766,0.4750283931391237,0.6577398203378254,0.7368342429346407,0.9657233927259061,0.9091540382121331,1.0628223596762216,1.7624983045688483,0.7529465477576205,0.6902256442630318,0.6817157719575193,0.9091540382121331,0.9091540382121331
6,et_ewt-ud-dev_Case=Ade,0.858652403838296,1.2126901021904224,1.1003015860421694,0.7645300339682584,0.9315790391442046,1.0325564582656839,0.9681342627018652,1.2126901021904224,1.1173160079979143,1.5951614922774897,1.0605756725946407,0.9960634188191415,0.9806566239842133,1.2126901021904224,1.2126901021904224
7,olo_kkpp-ud-test_Case=Ade,0.6836354858507924,1.0526315789473684,0.932298719196773,0.6761980237423202,0.8714063520946552,0.8994920080668741,0.8288429341065064,1.0526315789473684,1.1014973440240183,1.700312395435422,0.9046720205622498,0.8384827056852203,0.8406579033066981,1.0526315789473684,1.0526315789473684
8,vep_vwt-ud-test_Case=Ade,0.40703686853364895,0.697614984548545,0.5844037797428913,0.3391164991562634,0.5115336417740936,0.5354126134736337,0.8679477710861023,0.697614984548545,1.104536101718726,1.9334858021042656,0.5434998655380822,0.4832249497377994,0.4799076188449412,0.697614984548545,0.697614984548545
9,fi_tdt-ud-train_Case=Ade,0.7846494059472591,1.1640891530224247,1.0456870465496457,0.7083507148193603,0.9127128423853005,0.9725188909474278,0.8706394817038837,1.1640891530224247,1.0765802918556129,1.5697828415968358,1.0031472065809903,0.9347251685436831,0.919438613146207,1.1640891530224247,1.1640891530224247
10,fi_tdt-ud-test_Case=Ade,0.8032853722190352,1.19408613676893,1.0732216528484873,0.7386053307554941,0.9451894722688335,1.004292852191518,0.8542301243451117,1.19408613676893,1.0875420816556083,1.5513094667379488,1.0322004845463326,0.9616877636022433,0.9478395443391636,1.19408613676893,1.19408613676893
11,fi_tdt-ud-dev_Case=Ade,0.8201125106400581,1.2004080938733854,1.0816871322865012,0.7342495822127457,0.9458070735663605,1.0010606619878697,0.9201597021990368,1.2004080938733854,1.0801360458530307,1.537344649526765,1.0363299036014424,0.9668379724401879,0.9488923044893274,1.2004080938733854,1.2004080938733854
12,fi_pud-ud-test_Case=Ade,1.027644560640527,1.4264862419387834,1.3068283723550727,0.9649903015174414,1.1763263133397799,1.229584451680228,0.9567967461096457,1.4264862419387834,1.1547166150736725,1.4044287489359615,1.264148659210033,1.1956032360269622,1.1782254513299024,1.4264862419387834,1.4264862419387834
