,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,hu_szeged-ud-dev_Case=Ill,0.2132680039433219,0.29998469504883835,0.29998469504883835,1.278845324000557,1.278845324000557,1.278845324000557,0.29998469504883835,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.3367724242492594,3.3505752421975514,1.278845324000557,1.278845324000557,7.126231306619605,1.278845324000557,1.278845324000557,1.278845324000557,4.056307086612145
1,hu_szeged-ud-test_Case=Ill,0.32703576767728404,0.4054775835476301,0.4054775835476301,1.3689738821885769,1.3689738821885769,1.3689738821885769,0.4054775835476301,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.2810599438434562,3.3000331092842887,1.3689738821885769,1.3689738821885769,7.046439902288678,1.3689738821885769,1.3689738821885769,1.3689738821885769,4.004420034498768
2,hu_szeged-ud-train_Case=Ill,0.13888888888888892,0.18215107011950007,0.18215107011950007,1.1689791895833785,1.1689791895833785,1.1689791895833785,0.18215107011950007,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.4193873656712463,3.4205037171464006,1.1689791895833785,1.1689791895833785,7.219176708301232,1.1689791895833785,1.1689791895833785,1.1689791895833785,4.12712721058434
3,fi_ood-ud-test_Case=Ill,0.7893909044320184,0.910981887855077,0.910981887855077,1.8756033695853715,1.8756033695853715,1.8756033695853715,0.910981887855077,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,0.9741658540059341,3.0182591008725543,1.8756033695853715,1.8756033695853715,6.609151836658014,1.8756033695853715,1.8756033695853715,1.8756033695853715,3.7102409625252104
4,sms_giellagas-ud-test_Case=Ill,5.066875300285371,5.1830683509736,5.1830683509736,6.117168714889247,6.117168714889247,6.117168714889247,5.1830683509736,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,4.033807746815855,3.862609621281932,6.117168714889247,6.117168714889247,4.0504153117342,6.117168714889247,6.117168714889247,6.117168714889247,3.9409217446595997
5,sms_giellagas-ud-train_Case=Ill,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
6,et_ewt-ud-train_Case=Ill,5.561610941972869,5.685122712147314,5.685122712147314,6.5912452584836325,6.5912452584836325,6.5912452584836325,5.685122712147314,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,4.566569858420969,4.4171128284094,6.5912452584836325,6.5912452584836325,4.271851776139473,6.5912452584836325,6.5912452584836325,6.5912452584836325,4.466423494950297
7,et_ewt-ud-test_Case=Ill,4.330779375585877,4.46031389029965,4.46031389029965,5.397629109155241,5.397629109155241,5.397629109155241,4.46031389029965,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,3.3134339354277826,3.434297599218798,5.397629109155241,5.397629109155241,4.29294770524869,5.397629109155241,5.397629109155241,5.397629109155241,3.6296556310482124
8,et_ewt-ud-dev_Case=Ill,10.697456285849189,10.826351026232702,10.826351026232702,11.756269669551216,11.756269669551216,11.756269669551216,10.826351026232702,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,9.6006687009902,8.928038784817742,11.756269669551216,11.756269669551216,6.030145464330662,11.756269669551216,11.756269669551216,11.756269669551216,8.672362800483493
9,egy_ujaen-ud-test_Case=Ill,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
10,si_stb-ud-test_Case=Ill,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
11,lt_alksnis-ud-test_Case=Ill,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
12,lt_alksnis-ud-dev_Case=Ill,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
