,Treebank,egy_ujaen-ud-test_Case=Sub
0,fi_ood-ud-test_Case=Par,10.871604698182235
1,sah_yktdt-ud-test_Case=Par,6.396874236687791
2,sms_giellagas-ud-test_Case=Par,0.894427190999916
3,et_ewt-ud-train_Case=Par,49.15525345380141
4,et_ewt-ud-test_Case=Par,44.063911025323726
5,et_ewt-ud-dev_Case=Par,31.644430789635006
6,olo_kkpp-ud-test_Case=Par,139.69609872863307
7,olo_kkpp-ud-train_Case=Par,0.894427190999916
8,vep_vwt-ud-test_Case=Par,0.894427190999916
9,fi_tdt-ud-train_Case=Par,18.683282128761142
10,fi_tdt-ud-test_Case=Par,18.646163144196716
11,fi_tdt-ud-dev_Case=Par,17.08499364803924
12,ru_taiga-ud-train_Case=Par,46.66690476129738
13,ru_taiga-ud-dev_Case=Par,0.894427190999916
14,ru_taiga-ud-test_Case=Par,0.894427190999916
15,fi_pud-ud-test_Case=Par,21.78408976933454
16,et_edt-ud-dev_Case=Par,91.545511210749
17,et_edt-ud-train_Case=Par,80.23066892493877
18,et_edt-ud-test_Case=Par,81.75384970843122
19,ru_syntagrus-ud-train_Case=Par,84.27039812413372
20,ru_syntagrus-ud-dev_Case=Par,0.894427190999916
21,ru_syntagrus-ud-test_Case=Par,0.894427190999916
22,ru_poetry-ud-dev_Case=Par,0.894427190999916
23,ru_poetry-ud-train_Case=Par,12.271919165313957
24,krl_kkpp-ud-test_Case=Par,35.16518339859456
25,eu_bdt-ud-train_Case=Par,29.056571976060766
26,eu_bdt-ud-test_Case=Par,17.69971751187007
27,eu_bdt-ud-dev_Case=Par,11.293869101859682
28,fi_ftb-ud-dev_Case=Par,9.411289262113469
29,fi_ftb-ud-train_Case=Par,11.309247425356123
30,fi_ftb-ud-test_Case=Par,11.573470533653271
31,ru_gsd-ud-dev_Case=Par,0.894427190999916
32,ru_gsd-ud-train_Case=Par,0.894427190999916
