,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
0,hu_szeged-ud-dev_Case=Ela,1.2932086470562425,1.0827689526491961,1.0827689526491961
1,hu_szeged-ud-test_Case=Ela,1.3466511752325105,1.146066921150376,1.146066921150376
2,hu_szeged-ud-train_Case=Ela,1.431874488307041,1.2450962012087863,1.2450962012087863
3,fi_ood-ud-test_Case=Ela,2.168164993373035,2.068522117325686,2.068522117325686
4,et_ewt-ud-train_Case=Ela,1.8692525003139158,1.731320857985841,1.731320857985841
5,et_ewt-ud-test_Case=Ela,1.8702724785111762,1.7364217584408124,1.7364217584408124
6,et_ewt-ud-dev_Case=Ela,1.8950221103472784,1.7642602345031582,1.7642602345031582
7,egy_ujaen-ud-test_Case=Ela,0.7071067811865476,0.0,0.0
8,olo_kkpp-ud-test_Case=Ela,1.5703459474134427,1.4021363680319483,1.4021363680319483
9,olo_kkpp-ud-train_Case=Ela,1.224744871391589,1.0,1.0
10,mdf_jr-ud-test_Case=Ela,20.740459654179958,20.728402414722332,20.728402414722332
11,mdf_jr-ud-train_Case=Ela,0.7071067811865476,0.0,0.0
12,vep_vwt-ud-test_Case=Ela,1.695582495781317,1.541103500742244,1.541103500742244
13,fi_tdt-ud-train_Case=Ela,2.4178352009932325,2.3139522010695543,2.3139522010695543
14,fi_tdt-ud-test_Case=Ela,2.257136577024915,2.1435170928508476,2.1435170928508476
15,fi_tdt-ud-dev_Case=Ela,2.389952127932459,2.2829522933712147,2.2829522933712147
16,myv_jr-ud-test_Case=Ela,1.9808289170874156,1.8503197558178164,1.8503197558178164
17,myv_jr-ud-train_Case=Ela,2.485960578931211,2.383275057562597,2.383275057562597
18,kpv_ikdp-ud-test_Case=Ela,4.183300132670378,4.123105625617661,4.123105625617661
19,kpv_lattice-ud-test_Case=Ela,3.4109243138693675,3.336825538583822,3.336825538583822
20,kpv_lattice-ud-train_Case=Ela,2.345207879911715,2.23606797749979,2.23606797749979
21,fi_pud-ud-test_Case=Ela,2.9146919405766636,2.8276189821937745,2.8276189821937745
22,et_edt-ud-dev_Case=Ela,2.0873819522746686,1.96396624581025,1.96396624581025
23,et_edt-ud-train_Case=Ela,1.9981461773455342,1.8700246112386445,1.8700246112386445
24,et_edt-ud-test_Case=Ela,2.1114309302000476,1.9906393640009086,1.9906393640009086
25,wbp_ufal-ud-test_Case=Ela,1.224744871391589,1.0,1.0
26,koi_uh-ud-train_Case=Ela,0.7071067811865476,0.0,0.0
27,koi_uh-ud-test_Case=Ela,3.872983346207417,3.8078865529319543,3.8078865529319543
28,krl_kkpp-ud-test_Case=Ela,1.7090348153270605,1.555892027102138,1.555892027102138
29,fi_ftb-ud-dev_Case=Ela,0.7071067811865476,0.0,0.0
30,fi_ftb-ud-train_Case=Ela,0.7071067811865476,0.0,0.0
31,fi_ftb-ud-test_Case=Ela,0.7071067811865476,0.0,0.0
