,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,sl_ssj-ud-test_Case=Ins,13.362679134589419,19.005701672033474,17.196971675336236,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,13.339593405777247,18.9815704142031,17.15217027707899,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,13.335014180516477,18.977837422534947,17.169741537545477,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
4,xcl_caval-ud-dev_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
5,xcl_caval-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
6,hu_szeged-ud-dev_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
7,hu_szeged-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
8,hu_szeged-ud-train_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
9,xav_xdt-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
10,tr_pud-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
11,fi_ood-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
12,pl_pdb-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
13,pl_pdb-ud-train_Case=Ins,3322.842457896553,3318.34496900689,3317.918875841703,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954
14,pl_pdb-ud-dev_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
15,sah_yktdt-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
16,uk_iu-ud-dev_Case=Ins,11.893310516987308,17.511605137894573,15.545519091384636,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617
17,uk_iu-ud-train_Case=Ins,11.66543507948006,17.277120301500286,15.28978409084914,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951
18,uk_iu-ud-test_Case=Ins,11.566858031973569,17.17940658337983,15.20701712303814,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417
19,sa_vedic-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
20,sa_vedic-ud-train_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
21,sa_vedic-ud-dev_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
22,hr_set-ud-dev_Case=Ins,12.14574277091106,17.77176195973097,15.806386439261344,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931
23,hr_set-ud-train_Case=Ins,12.354118785963287,17.982576738153174,16.04046280100004,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048
24,hr_set-ud-test_Case=Ins,12.422401314631916,18.053145277811527,16.106989229549274,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627
25,orv_rnc-ud-dev_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
26,orv_rnc-ud-train_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
27,orv_rnc-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
28,tr_atis-ud-dev_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
29,tr_atis-ud-train_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
30,tr_atis-ud-test_Case=Ins,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
