,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,el_gud-ud-train_Case=Voc,11.357816691600545,12.220201853215572,12.220201853215572,11.357816691600545,11.135019628699323,10.850556110229308,10.980899848207123,12.220201853215572,11.357816691600545
1,el_gud-ud-test_Case=Voc,13.509256086106296,14.33527118683145,14.33527118683145,13.509256086106296,13.299631443128554,13.033195982983766,13.161953662790843,14.33527118683145,13.509256086106296
2,fa_seraji-ud-dev_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
3,fa_seraji-ud-test_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
4,fa_seraji-ud-train_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
5,sga_dipsgg-ud-test_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
6,pl_pdb-ud-test_Case=Voc,5.454823740581938,6.202369527454974,6.202369527454974,5.454823740581938,5.279633281660129,5.08267501282211,5.17554286131691,6.202369527454974,5.454823740581938
7,pl_pdb-ud-train_Case=Voc,5.6768159798800495,6.473643321286683,6.473643321286683,5.6768159798800495,5.481934160279663,5.265384656805623,5.364086531617686,6.473643321286683,5.6768159798800495
8,pl_pdb-ud-dev_Case=Voc,3.5411862419251547,4.328972164382673,4.328972164382673,3.5411862419251547,3.359356469345436,3.1629412784407167,3.253137958094379,4.328972164382673,3.5411862419251547
9,uk_iu-ud-dev_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
10,uk_iu-ud-train_Case=Voc,41.012193308819754,41.86884283091664,41.86884283091664,41.012193308819754,40.78689339375493,40.52883442381592,40.64518596179026,41.86884283091664,41.012193308819754
11,uk_iu-ud-test_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
12,sa_vedic-ud-test_Case=Voc,346.2975599105486,347.1296587732025,347.1296587732025,346.2975599105486,346.07125957591387,345.8151847089839,345.95116362350444,347.1296587732025,346.2975599105486
13,sa_vedic-ud-train_Case=Voc,158.3946821905975,159.23164714190312,159.23164714190312,158.3946821905975,158.16958921140545,157.91310738919591,158.04547093926396,159.23164714190312,158.3946821905975
14,sa_vedic-ud-dev_Case=Voc,414.28009848410534,415.10841957252563,415.10841957252563,414.28009848410534,414.0578318701761,413.8036675872291,413.93403349210723,415.10841957252563,414.28009848410534
15,kmr_mg-ud-test_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
16,hr_set-ud-dev_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
17,hr_set-ud-train_Case=Voc,33.13608305156178,34.0147027033899,34.0147027033899,33.13608305156178,32.89206793485308,32.62629780778039,32.7445814213092,34.0147027033899,33.13608305156178
18,hr_set-ud-test_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
19,orv_rnc-ud-dev_Case=Voc,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
20,orv_rnc-ud-train_Case=Voc,58.95195784139262,59.679700624807644,59.679700624807644,58.95195784139262,58.7681687381912,58.55160222792191,58.65361734917141,59.679700624807644,58.95195784139262
21,orv_rnc-ud-test_Case=Voc,11.49456393257265,12.232129822725067,12.232129822725067,11.49456393257265,11.31358740696854,11.105067800972561,11.201770899294308,12.232129822725067,11.49456393257265
22,cpg_tuecl-ud-test_Case=Voc,24.576411454889016,25.39685019840059,25.39685019840059,24.576411454889016,24.361351247791895,24.113799133317322,24.22386938023868,25.39685019840059,24.576411454889016
