,Treebank,hu_szeged-ud-dev_Case=Ter,hu_szeged-ud-test_Case=Ter,hu_szeged-ud-train_Case=Ter,et_ewt-ud-train_Case=Ter,et_ewt-ud-test_Case=Ter,et_ewt-ud-dev_Case=Ter,olo_kkpp-ud-test_Case=Ter,vep_vwt-ud-test_Case=Ter,kpv_ikdp-ud-test_Case=Ter,kpv_lattice-ud-test_Case=Ter,et_edt-ud-dev_Case=Ter,et_edt-ud-train_Case=Ter,et_edt-ud-test_Case=Ter,ab_abnc-ud-test_Case=Ter,gu_gujtb-ud-test_Case=Ter
0,hu_szeged-ud-dev_Case=Ill,0.3037029571388466,0.29998469504883835,0.1963130078765142,0.32167633694195324,0.2804053867169962,0.2467790675333616,1.2427937366309019,0.29998469504883835,1.2427937366309019,2.2446962365775356,0.1825324264700445,0.17042270606602833,0.21356232271516573,0.29998469504883835,0.29998469504883835
1,hu_szeged-ud-test_Case=Ill,0.2911400500523622,0.4054775835476301,0.2896185709476544,0.3317487483773646,0.33465312776203915,0.32011964464658776,1.2061238126348335,0.4054775835476301,1.2061238126348335,2.1786174257414914,0.2844546574920705,0.2641836663732145,0.28797943136966686,0.4054775835476301,0.4054775835476301
2,hu_szeged-ud-train_Case=Ill,0.35896799953666897,0.18215107011950007,0.07349309197401645,0.3794895857319569,0.2735793833832251,0.21566721048646303,1.3037813003001484,0.18215107011950007,1.3037813003001484,2.339099747579338,0.1056176856106867,0.14898916069389329,0.20526890027708747,0.18215107011950007,0.18215107011950007
3,fi_ood-ud-test_Case=Ill,0.572075795720622,0.910981887855077,0.7963627035186641,0.5177721506608869,0.7175569663796736,0.7350428558934508,0.9538804956597028,0.910981887855077,1.0685915964483343,1.7669096277549288,0.7562306228940376,0.6943216788267502,0.6856989590649966,0.910981887855077,0.910981887855077
4,sms_giellagas-ud-test_Case=Ill,4.781652175855558,5.1830683509736,5.068017302921927,4.77217371596096,4.954266150139671,5.003307547987939,4.3688007225194445,5.1830683509736,4.394159985174486,2.9094852741236985,5.03307437822248,4.974848444289217,4.960738473016195,5.1830683509736,5.1830683509736
5,sms_giellagas-ud-train_Case=Ill,0.5211573066470477,0.0,0.15590239111558088,0.51478150704935,0.3535533905932738,0.282842712474619,1.4142135623730951,0.0,1.4142135623730951,2.4907993963089563,0.18311646218632124,0.25719503542143074,0.30267496697538676,0.0,0.0
6,et_ewt-ud-train_Case=Ill,5.2872542069444615,5.685122712147314,5.570261812804315,5.266503843162875,5.4398196616513195,5.50853729079069,4.897380633188779,5.685122712147314,4.919016817095007,3.896745569250846,5.5377026143038375,5.475522895066315,5.461121197521506,5.685122712147314,5.685122712147314
7,et_ewt-ud-test_Case=Ill,4.047139517190498,4.46031389029965,4.340741744090391,4.018382759270201,4.209441768215829,4.271580503747998,3.6843452606942257,4.46031389029965,3.6951860575619193,2.6546286107899326,4.304948640984504,4.239027232189266,4.222548350777991,4.46031389029965,4.46031389029965
8,et_ewt-ud-dev_Case=Ill,10.407736913196883,10.826351026232702,10.706648880341298,10.382003065609306,10.554166575280373,10.641683706010316,9.938079899999066,10.826351026232702,9.960415480451097,8.793106395388653,10.673108394804979,10.607349697873943,10.591228323718203,10.826351026232702,10.826351026232702
9,egy_ujaen-ud-test_Case=Ill,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
10,si_stb-ud-test_Case=Ill,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
11,lt_alksnis-ud-test_Case=Ill,0.5211573066470477,0.0,0.15590239111558088,0.51478150704935,0.3535533905932738,0.282842712474619,1.4142135623730951,0.0,1.4142135623730951,2.4907993963089563,0.18311646218632124,0.25719503542143074,0.30267496697538676,0.0,0.0
12,lt_alksnis-ud-dev_Case=Ill,0.5211573066470477,0.0,0.15590239111558088,0.51478150704935,0.3535533905932738,0.282842712474619,1.4142135623730951,0.0,1.4142135623730951,2.4907993963089563,0.18311646218632124,0.25719503542143074,0.30267496697538676,0.0,0.0
13,lt_alksnis-ud-train_Case=Ill,0.5211573066470477,0.0,0.15590239111558088,0.51478150704935,0.3535533905932738,0.282842712474619,1.4142135623730951,0.0,1.4142135623730951,2.4907993963089563,0.18311646218632124,0.25719503542143074,0.30267496697538676,0.0,0.0
14,olo_kkpp-ud-test_Case=Ill,0.5609533956618942,0.8821034570138243,0.7707650297580722,0.5269932575385802,0.6928416744096855,0.7208640443344371,0.924678098474716,0.8821034570138243,1.0782958283750912,1.801644916531852,0.7346591149779096,0.6779678535932113,0.6732074907188331,0.8821034570138243,0.8821034570138243
15,olo_kkpp-ud-train_Case=Ill,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
16,mdf_jr-ud-test_Case=Ill,7.429114605870641,7.812249995999872,7.703038722189806,7.41341689101591,7.597285699511372,7.62962974199928,7.020060541049486,7.812249995999872,7.020060541049486,5.5084003567093704,7.666425762003114,7.609469994056915,7.592177212009766,7.812249995999872,7.812249995999872
17,mdf_jr-ud-train_Case=Ill,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
18,vep_vwt-ud-test_Case=Ill,0.4370919613949099,0.6892024376045112,0.5839282680451617,0.360555127546399,0.5244044240850758,0.5244044240850759,1.08397416943394,0.6892024376045112,1.1291589790636214,1.9695384313724524,0.5427505415488237,0.48510209598288123,0.4770615740024018,0.6892024376045112,0.6892024376045112
