,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,hu_szeged-ud-dev_Case=Ess,1.2432356657669217,1.0920550926564216,1.0605988530821675,2.49284690951645,0.7811011763011548,1.6547190813232433
1,hu_szeged-ud-test_Case=Ess,0.6889928237007342,0.6136944136403176,0.5683186220699328,1.9322525714823102,0.7043436661176133,1.0647065323364933
2,hu_szeged-ud-train_Case=Ess,0.39115392959433015,0.4617081591020862,0.40685264539983934,1.5829800566512728,0.8870249459364998,0.6810352803144473
3,fi_ood-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
4,sms_giellagas-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
5,et_ewt-ud-train_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
6,et_ewt-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
7,et_ewt-ud-dev_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
8,egy_ujaen-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
9,olo_kkpp-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
10,olo_kkpp-ud-train_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
11,vep_vwt-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
12,fi_tdt-ud-train_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
13,fi_tdt-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
14,fi_tdt-ud-dev_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
15,fi_pud-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
16,et_edt-ud-dev_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
17,et_edt-ud-train_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
18,et_edt-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
19,sme_giella-ud-train_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
20,sme_giella-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
21,ka_glc-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
22,krl_kkpp-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
23,eu_bdt-ud-train_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
24,eu_bdt-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
25,eu_bdt-ud-dev_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
26,fi_ftb-ud-dev_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
27,fi_ftb-ud-train_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
28,fi_ftb-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
29,ab_abnc-ud-test_Case=Ess,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
