,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Ade,0.42184284856909554,0.3762479235823103
1,hu_szeged-ud-test_Case=Ade,0.35988894481072303,0.2950278293963863
2,hu_szeged-ud-train_Case=Ade,0.3880148908940938,0.3674234614174767
3,fi_ood-ud-test_Case=Ade,0.6116302199538785,0.35844591916627244
4,et_ewt-ud-train_Case=Ade,0.7130348242991172,0.4646709302386546
5,et_ewt-ud-test_Case=Ade,0.6950731772720664,0.4350727961211796
6,et_ewt-ud-dev_Case=Ade,0.9757554844488956,0.7261432025553114
7,olo_kkpp-ud-test_Case=Ade,0.8358687192681822,0.6713157378943223
8,vep_vwt-ud-test_Case=Ade,0.5354126134736337,0.3415650255319866
9,fi_tdt-ud-train_Case=Ade,0.9194017808422164,0.6929247213110148
10,fi_tdt-ud-test_Case=Ade,0.9488761510485226,0.7349497222864575
11,fi_tdt-ud-dev_Case=Ade,0.9513708929559064,0.724751892803633
12,fi_pud-ud-test_Case=Ade,1.1647264521015412,0.9476272087687444
13,et_edt-ud-dev_Case=Ade,0.6054485323685427,0.37119159894184023
14,et_edt-ud-train_Case=Ade,0.6293628898605048,0.39126091938042007
15,et_edt-ud-test_Case=Ade,0.525688309537812,0.2762489394776024
16,krl_kkpp-ud-test_Case=Ade,0.49777063758209855,0.3094539040794283
17,fi_ftb-ud-dev_Case=Ade,1.3743685418725535,1.5132745950421556
18,fi_ftb-ud-train_Case=Ade,1.3743685418725535,1.5132745950421556
19,fi_ftb-ud-test_Case=Ade,1.3743685418725535,1.5132745950421556
