,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,hu_szeged-ud-dev_Case=Abs,0.31491832864888675,33.582450651129335,8.620559702639781,10.667011013725547,0.25925533060340533,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895
1,hu_szeged-ud-test_Case=Abs,0.1087856586440842,33.74981919741183,8.785304415390748,10.833497279674706,0.23086936929890328,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692
2,hu_szeged-ud-train_Case=Abs,0.16317848796612638,33.71355143404293,8.750656486693716,10.798945246916006,0.23166891929147612,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654
3,ess_sli-ud-test_Case=Abs,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,hit_hittb-ud-test_Case=Abs,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,mr_ufal-ud-dev_Case=Abs,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,mr_ufal-ud-test_Case=Abs,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,mr_ufal-ud-train_Case=Abs,86.27861844049197,64.96537539335857,79.93840604071724,78.47218805105832,86.11588304430258,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113
8,wbp_ufal-ud-test_Case=Abs,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,nhi_itml-ud-test_Case=Abs,20.811914915959456,22.39598729490576,15.256120387056495,14.359380807037404,20.646778157922583,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754
10,azz_itml-ud-test_Case=Abs,6.669999167083074,28.725603865894925,5.365795539673493,6.850097500050594,6.499059379437945,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422
11,eu_bdt-ud-train_Case=Abs,39.805698165950666,23.66719126227681,33.16945940191147,31.706909913281233,39.63108912896681,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195
12,eu_bdt-ud-test_Case=Abs,39.7164186927589,23.667649863099328,33.08705884964538,31.6286439543667,39.541933450500416,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156
13,eu_bdt-ud-dev_Case=Abs,31.107078923747277,20.413612530846823,24.619505846288256,23.25713525960086,30.93255316945702,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671
14,gu_gujtb-ud-test_Case=Abs,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
