,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=All,0.3688774414745957,0.3251693974829916
1,hu_szeged-ud-test_Case=All,0.37833925195406437,0.37348332749718216
2,hu_szeged-ud-train_Case=All,0.36800310462110575,0.3516701566039692
3,fi_ood-ud-test_Case=All,0.4194230256313392,0.2629424743710874
4,ess_sli-ud-test_Case=All,40.41726803676314,40.29007321909455
5,hit_hittb-ud-test_Case=All,0.4714045207910316,0.5385164807134505
6,et_ewt-ud-train_Case=All,0.3698042746530241,0.22816446041417965
7,et_ewt-ud-test_Case=All,0.40090331841257215,0.24927974691674587
8,et_ewt-ud-dev_Case=All,0.3724355308949075,0.2218207588407611
9,ml_ufal-ud-test_Case=All,3.4960294939005054,3.3301651610693423
10,egy_ujaen-ud-test_Case=All,1.3743685418725535,1.5132745950421556
11,olo_kkpp-ud-test_Case=All,0.43493030589113096,0.4074715423820904
12,olo_kkpp-ud-train_Case=All,0.6236095644623235,0.43588989435406744
13,vep_vwt-ud-test_Case=All,0.38873012632302,0.3901566636906542
14,fi_tdt-ud-train_Case=All,0.5900857816572692,0.399225317808064
15,fi_tdt-ud-test_Case=All,0.6024154259409649,0.41220279976332336
16,fi_tdt-ud-dev_Case=All,0.37572814980605873,0.25205221090207036
17,tpn_tudet-ud-test_Case=All,0.7817359599705717,0.5174724898753341
18,fi_pud-ud-test_Case=All,0.5153279151738772,0.3439849167045228
19,et_edt-ud-dev_Case=All,0.400580268869396,0.27333418717172414
20,et_edt-ud-train_Case=All,0.4217192534903612,0.27789916516655755
21,et_edt-ud-test_Case=All,0.4666587901036607,0.3069916225773974
22,wbp_ufal-ud-test_Case=All,0.4714045207910316,0.5385164807134505
23,arr_tudet-ud-test_Case=All,0.6236095644623235,0.5385164807134505
24,gn_oldtudet-ud-test_Case=All,0.6236095644623235,0.43588989435406744
25,eu_bdt-ud-train_Case=All,0.4435967890563804,0.2973336617988504
26,eu_bdt-ud-test_Case=All,0.4829508318336129,0.32815537541418266
27,eu_bdt-ud-dev_Case=All,0.5257742868978332,0.3352380448410816
28,fi_ftb-ud-dev_Case=All,1.3743685418725535,1.5132745950421556
29,fi_ftb-ud-train_Case=All,1.3743685418725535,1.5132745950421556
30,fi_ftb-ud-test_Case=All,1.3743685418725535,1.5132745950421556
31,eme_tudet-ud-test_Case=All,0.4140923937635858,0.3068423848410582
32,aqz_tudet-ud-test_Case=All,1.4185717038670782,1.2135551282833077
33,gu_gujtb-ud-test_Case=All,0.4714045207910316,0.5385164807134505
