,Treebank,ess_sli-ud-test_Case=Equ,gub_tudet-ud-test_Case=Equ,egy_ujaen-ud-test_Case=Equ,ky_ktmu-ud-test_Case=Equ,tt_nmctt-ud-test_Case=Equ,tr_gb-ud-test_Case=Equ,ota_boun-ud-train_Case=Equ,ota_boun-ud-test_Case=Equ,qtd_sagt-ud-test_Case=Equ,qtd_sagt-ud-dev_Case=Equ,qtd_sagt-ud-train_Case=Equ,tr_imst-ud-train_Case=Equ,tr_imst-ud-dev_Case=Equ,tr_imst-ud-test_Case=Equ,tr_boun-ud-dev_Case=Equ,tr_boun-ud-test_Case=Equ,tr_boun-ud-train_Case=Equ
0,sl_ssj-ud-test_Case=Dat,2.2850533621933233,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063
1,sl_ssj-ud-dev_Case=Dat,2.75214562760686,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317
2,sl_ssj-ud-train_Case=Dat,2.1601796065306087,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244
3,xcl_caval-ud-train_Case=Dat,0.2535032568519937,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832
4,xcl_caval-ud-dev_Case=Dat,0.1774437795360273,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489
5,xcl_caval-ud-test_Case=Dat,0.24363276830424319,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647
6,hu_szeged-ud-dev_Case=Dat,2.374008923181827,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823
7,hu_szeged-ud-test_Case=Dat,5.356666645500764,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088
8,hu_szeged-ud-train_Case=Dat,2.209383975460221,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901
9,xav_xdt-ud-test_Case=Dat,0.3535533905932738,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698
