,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,sl_ssj-ud-test_Case=Ins,1.616224147851003,1.733830940589786,1.733830940589786,2.6649321774579495,2.6649321774579495,2.6649321774579495,1.733830940589786,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,1.099176934149668,2.7869221877881154,2.6649321774579495,2.6649321774579495,6.002756334063923,2.6649321774579495,2.6649321774579495,2.6649321774579495,3.4233154091952356
1,sl_ssj-ud-dev_Case=Ins,1.6894649168124334,1.8081243416769226,1.8081243416769226,2.7413368399473135,2.7413368399473135,2.7413368399473135,1.8081243416769226,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,1.1240398933081646,2.766817404030361,2.7413368399473135,2.7413368399473135,5.935103536236062,2.7413368399473135,2.7413368399473135,2.7413368399473135,3.395949282557301
2,sl_ssj-ud-train_Case=Ins,1.6507996813425698,1.7676100088753417,1.7676100088753417,2.697949439910849,2.697949439910849,2.697949439910849,1.7676100088753417,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,1.1205178337571553,2.781767433014277,2.697949439910849,2.697949439910849,5.981331929901309,2.697949439910849,2.697949439910849,2.697949439910849,3.4148187408644914
3,xcl_caval-ud-train_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
4,xcl_caval-ud-dev_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
5,xcl_caval-ud-test_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
6,hu_szeged-ud-dev_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
7,hu_szeged-ud-test_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
8,hu_szeged-ud-train_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
9,xav_xdt-ud-test_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
10,tr_pud-ud-test_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
11,fi_ood-ud-test_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
12,pl_pdb-ud-test_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
13,pl_pdb-ud-train_Case=Ins,3334.813380273326,3334.9403792771677,3334.9403792771677,3335.8910353906954,3335.8910353906954,3335.8910353906954,3334.9403792771677,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3333.649718318415,3332.5648030708526,3335.8910353906954,3335.8910353906954,3328.458182852836,3335.8910353906954,3335.8910353906954,3335.8910353906954,3332.089934760666
14,pl_pdb-ud-dev_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
15,sah_yktdt-ud-test_Case=Ins,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
16,uk_iu-ud-dev_Case=Ins,3.3646881206690415,3.4875727692199114,3.4875727692199114,4.424265218622617,4.424265218622617,4.424265218622617,3.4875727692199114,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,2.417654066946534,2.938667480394859,4.424265218622617,4.424265218622617,4.759685092185052,4.424265218622617,4.424265218622617,4.424265218622617,3.30609847225933
