,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,hu_szeged-ud-dev_Case=Abs,9.680605550226753,5.279556705658579,1.2824305436059895,48.0181328679207,42.940418972238874,30.511340528178145,138.56442246678517,1.2824305436059895,1.2824305436059895,17.518994771467327,17.4784654753185,15.907818652329142,45.50034056724781,1.2824305436059895,1.2824305436059895,20.64065153137974,90.42394866172486,79.11419717258572,80.64026458740865,83.16226794597029,1.2824305436059895,1.2824305436059895,1.2824305436059895,11.24556845683469,34.058482146176424,27.906571454979932,16.52285169391693,10.092801338461282,8.214459314941042,10.12355947767465,10.395656989629574,1.2824305436059895,1.2824305436059895
1,hu_szeged-ud-test_Case=Abs,9.890359125472184,5.485041519749215,1.0796668344321692,48.23038550218263,43.15232890559777,30.72378663330348,138.77656470471734,1.0796668344321692,1.0796668344321692,17.72882103100273,17.68825348197508,16.11736155732458,45.69140118240886,1.0796668344321692,1.0796668344321692,20.851061018474027,90.63528257862454,79.32568439677158,80.85134161412505,83.3328145940462,1.0796668344321692,1.0796668344321692,1.0796668344321692,11.422494157628845,34.26939890581772,28.117132364386837,16.733278326445653,10.30309886169429,8.423664429811307,10.332630427865318,10.605517820613342,1.0796668344321692,1.0796668344321692
2,hu_szeged-ud-train_Case=Abs,9.843861561651853,5.456866907823952,1.1213369028548654,48.19227039354256,43.11580094319788,30.686073205240785,138.72894050958237,1.1213369028548654,1.1213369028548654,17.68734134853294,17.644520513236166,16.075052093925947,45.65198298317236,1.1213369028548654,1.1213369028548654,20.810326140855064,90.59620276776867,79.28680345567827,80.81294578055753,83.29527927977587,1.1213369028548654,1.1213369028548654,1.1213369028548654,11.389422062213807,34.2208213508032,28.079410782835925,16.694831429208985,10.264980393805295,8.385370114960073,10.293026241223593,10.56655144101401,1.1213369028548654,1.1213369028548654
3,ess_sli-ud-test_Case=Abs,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
4,hit_hittb-ud-test_Case=Abs,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
5,mr_ufal-ud-dev_Case=Abs,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
6,mr_ufal-ud-test_Case=Abs,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
7,mr_ufal-ud-train_Case=Abs,78.27307705246619,82.72798800889575,87.14929718592113,56.84492118524253,59.269561213379944,64.97668812735841,87.24677644474895,87.14929718592113,87.14929718592113,72.45133300643349,72.56031560019568,73.47590247086862,57.82732917920384,87.14929718592113,87.14929718592113,70.34959282857453,56.94448823621501,54.42897473593925,55.21076259014291,58.94488951554664,87.14929718592113,87.14929718592113,87.14929718592113,77.9487010796203,62.586039543008404,65.84914103464068,73.33457574705126,78.17375579230254,79.53421599859611,78.04666491627337,77.92727061759334,87.14929718592113,87.14929718592113
8,wbp_ufal-ud-test_Case=Abs,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
9,nhi_itml-ud-test_Case=Abs,12.038952065579021,16.258680492525357,21.703103265616754,30.17900346674034,25.438361899839204,14.158830076521241,119.8847697778636,21.703103265616754,21.703103265616754,7.739953873627326,7.874126563359423,8.241977232426123,27.980592921646846,21.703103265616754,21.703103265616754,8.17127602306478,71.93765515519722,60.796196396450014,62.42838699016381,67.20096082499468,21.703103265616754,21.703103265616754,21.703103265616754,13.330092198656818,17.85158290868569,10.556167745405329,7.315601457936185,11.302299881607171,12.891676511790651,11.216003856451652,11.22191971743314,21.703103265616754,21.703103265616754
10,azz_itml-ud-test_Case=Abs,4.440158988783892,3.8738848881948114,7.607222967012422,42.38205308624037,37.37672939983867,24.975661168298444,132.73114011246778,7.607222967012422,7.607222967012422,11.901213626929541,11.860832032700596,10.301050069287282,39.81496886890339,7.607222967012422,7.607222967012422,15.054882913887102,84.70565307573492,73.4356227998459,74.98869963842479,77.83436830147008,7.607222967012422,7.607222967012422,7.607222967012422,6.9015756195050155,28.45671858193596,22.142115162939806,10.888409448466765,4.774175230467632,3.2558250330379455,4.743535077352811,5.141822043795687,7.607222967012422,7.607222967012422
11,eu_bdt-ud-train_Case=Abs,30.068611210510614,34.92814982609856,40.741182744764195,14.128939016102322,11.689901027326119,12.820010045770584,100.50891031015233,40.741182744764195,40.741182744764195,22.623158824689273,22.70173341199797,24.11762463580821,17.73520234164826,40.741182744764195,40.741182744764195,19.92434944886246,52.902253083519064,42.069016415850385,43.71772140773195,54.55357134619835,40.741182744764195,40.741182744764195,40.741182744764195,30.77225312977826,11.240670241860478,12.902528599173529,23.406179246445248,29.598202991057942,31.488921150281964,29.614320512347103,29.406856897284737,40.741182744764195,40.741182744764195
12,eu_bdt-ud-test_Case=Abs,29.9738678227817,34.82962711209438,40.65127036035156,14.053833195750126,11.5612666176217,12.656803822817924,100.56100035749151,40.65127036035156,40.65127036035156,22.515033054100368,22.594429818729086,24.011560821952287,17.820486467948996,40.65127036035156,40.65127036035156,19.808540847445933,52.934661144179664,42.08820133815784,43.737117033211504,54.65901754964879,40.65127036035156,40.65127036035156,40.65127036035156,30.697540108672943,11.118230554649095,12.749078518239797,23.28721909372582,29.498269932219458,31.391225200558615,29.515300049709975,29.30480487454491,40.65127036035156,40.65127036035156
13,eu_bdt-ud-dev_Case=Abs,21.37735103050534,26.25198813247051,32.04328476137671,19.80091782035825,15.543086517838512,7.935249539567012,108.74908460601637,32.04328476137671,32.04328476137671,14.046809075451925,14.131679583966449,15.491915418400323,20.859319948969077,32.04328476137671,32.04328476137671,11.561894216574558,60.89770286917385,49.844727152081084,51.46114472047341,59.818514750822175,32.04328476137671,32.04328476137671,32.04328476137671,22.32405435055431,9.098489523571445,5.669805172136084,14.774829155003665,20.910507647997903,22.79683896718451,20.928501715342435,20.724253827826864,32.04328476137671,32.04328476137671
14,gu_gujtb-ud-test_Case=Abs,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
