,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,fi_ood-ud-test_Case=Par,9.961042212637476,9.04479680385868,10.881208844195129,10.881208844195129,10.881208844195129,7.455135804265064,10.881208844195129,8.365043593349267,10.881208844195129,9.961042212637476
1,sah_yktdt-ud-test_Case=Par,5.542562584220407,4.890807704254994,6.334035048845246,6.334035048845246,6.334035048845246,9.3552124508212,6.334035048845246,8.36181798414675,6.334035048845246,5.542562584220407
2,sms_giellagas-ud-test_Case=Par,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
3,et_ewt-ud-train_Case=Par,48.29837284690319,47.38011900366369,49.174596926907114,49.174596926907114,49.174596926907114,40.15986120881816,49.174596926907114,42.89377200481829,49.174596926907114,48.29837284690319
4,et_ewt-ud-test_Case=Par,43.21959645815241,42.307605912005236,44.08588319352249,44.08588319352249,44.08588319352249,35.314181467823694,44.08588319352249,37.993584529153885,44.08588319352249,43.21959645815241
5,et_ewt-ud-dev_Case=Par,30.79074536285213,29.87925701887515,31.663385794952504,31.663385794952504,31.663385794952504,23.355299184553385,31.663385794952504,25.914667661384353,31.663385794952504,30.79074536285213
6,olo_kkpp-ud-test_Case=Par,138.84523758487362,137.9202668210876,139.7390425042336,139.7390425042336,139.7390425042336,129.88456413292536,139.7390425042336,132.81566172707193,139.7390425042336,138.84523758487362
7,olo_kkpp-ud-train_Case=Par,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
8,vep_vwt-ud-test_Case=Par,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,fi_tdt-ud-train_Case=Par,17.800626985468384,16.881637727113382,18.711198078741774,18.711198078741774,18.711198078741774,11.233683919761969,18.711198078741774,13.752673696882095,18.711198078741774,17.800626985468384
10,fi_tdt-ud-test_Case=Par,17.760050675603377,16.8516883427151,18.668674296799974,18.668674296799974,18.668674296799974,11.316333328424008,18.668674296799974,13.737517970870867,18.668674296799974,17.760050675603377
