,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,ess_sli-ud-test_Case=Equ,11.062323444918793,9.000443983578798
1,gub_tudet-ud-test_Case=Equ,11.973930014828047,9.907268912419791
2,egy_ujaen-ud-test_Case=Equ,11.973930014828047,9.907268912419791
3,ky_ktmu-ud-test_Case=Equ,11.973930014828047,9.907268912419791
4,tt_nmctt-ud-test_Case=Equ,11.973930014828047,9.907268912419791
5,tr_gb-ud-test_Case=Equ,11.973930014828047,9.907268912419791
6,ota_boun-ud-train_Case=Equ,11.973930014828047,9.907268912419791
7,ota_boun-ud-test_Case=Equ,11.973930014828047,9.907268912419791
8,qtd_sagt-ud-test_Case=Equ,11.973930014828047,9.907268912419791
9,qtd_sagt-ud-dev_Case=Equ,11.973930014828047,9.907268912419791
10,qtd_sagt-ud-train_Case=Equ,11.973930014828047,9.907268912419791
11,tr_imst-ud-train_Case=Equ,11.973930014828047,9.907268912419791
12,tr_imst-ud-dev_Case=Equ,11.973930014828047,9.907268912419791
13,tr_imst-ud-test_Case=Equ,11.973930014828047,9.907268912419791
14,tr_boun-ud-dev_Case=Equ,11.973930014828047,9.907268912419791
15,tr_boun-ud-test_Case=Equ,11.973930014828047,9.907268912419791
16,tr_boun-ud-train_Case=Equ,11.973930014828047,9.907268912419791
