,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,ess_sli-ud-test_Case=Equ,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
1,gub_tudet-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
2,egy_ujaen-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
3,ky_ktmu-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
4,tt_nmctt-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
5,tr_gb-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
6,ota_boun-ud-train_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
7,ota_boun-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
8,qtd_sagt-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
9,qtd_sagt-ud-dev_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
10,qtd_sagt-ud-train_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
11,tr_imst-ud-train_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,tr_imst-ud-dev_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
13,tr_imst-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
14,tr_boun-ud-dev_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
15,tr_boun-ud-test_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
16,tr_boun-ud-train_Case=Equ,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
