,Treebank,hu_szeged-ud-dev_Case=Ade,hu_szeged-ud-test_Case=Ade,hu_szeged-ud-train_Case=Ade,fi_ood-ud-test_Case=Ade,et_ewt-ud-train_Case=Ade,et_ewt-ud-test_Case=Ade,et_ewt-ud-dev_Case=Ade,olo_kkpp-ud-test_Case=Ade,vep_vwt-ud-test_Case=Ade,fi_tdt-ud-train_Case=Ade,fi_tdt-ud-test_Case=Ade,fi_tdt-ud-dev_Case=Ade,fi_pud-ud-test_Case=Ade,et_edt-ud-dev_Case=Ade,et_edt-ud-train_Case=Ade,et_edt-ud-test_Case=Ade,krl_kkpp-ud-test_Case=Ade,fi_ftb-ud-dev_Case=Ade,fi_ftb-ud-train_Case=Ade,fi_ftb-ud-test_Case=Ade
0,fi_ood-ud-test_Case=Abe,5.470644513116246,5.4656298627136035,5.521221684454346,5.028926528062276,4.944891815280062,4.977047870941354,4.7465647096831916,4.9307921882361185,5.183092170166805,4.728006913179121,4.716043444018153,4.712128414528973,4.499681652284597,5.062515967910345,5.042245527805787,5.15128364573188,5.211951867995862,6.6248689714505975,6.6248689714505975,6.6248689714505975
1,sms_giellagas-ud-test_Case=Abe,0.4050462936504913,0.335299918733898,0.3082207001484488,0.8146657764756383,0.9298928155685491,0.9091540382121331,1.2126901021904224,1.0526315789473684,0.697614984548545,1.1640891530224247,1.19408613676893,1.2004080938733854,1.4264862419387834,0.8046556425732687,0.8331528819533678,0.6989284488146839,0.6491430649325309,1.0,1.0,1.0
2,sms_giellagas-ud-train_Case=Abe,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
3,et_ewt-ud-train_Case=Abe,3.567808184833396,3.556833142376847,3.616194050439058,3.118017026330462,3.030849583494969,3.070300733471297,2.8523805107277216,3.0107856108973388,3.254586855640363,2.800810246991979,2.787231378120622,2.786406914300833,2.571027746636455,3.131923244396952,3.112993809966378,3.229049271305278,3.2979479096697575,4.723895928549249,4.723895928549249,4.723895928549249
4,et_ewt-ud-test_Case=Abe,9.537071309719073,9.535876407337492,9.587926435540343,9.097295927266138,9.007614153239286,9.048315622846717,8.816874953781374,8.966954826195586,9.219423939584175,8.770809791549043,8.757867501585089,8.757311425395386,8.53206053824581,9.101085779718357,9.08120455252627,9.201107323391165,9.268817079438096,10.661457061146319,10.661457061146319,10.661457061146319
5,et_ewt-ud-dev_Case=Abe,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
6,gub_tudet-ud-test_Case=Abe,1.2405895775799505,1.2235364400451436,1.2629330940315089,1.0621898401389993,1.0626325886359522,1.0628223596762216,1.117316007997914,1.1014973440240183,1.0739335795724674,1.076580291855613,1.0875420816556083,1.0801360458530307,1.1547166150736723,1.0668156837640699,1.0645838742530462,1.0887497309127108,1.1108045366985138,2.23606797749979,2.23606797749979,2.23606797749979
7,olo_kkpp-ud-test_Case=Abe,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
8,olo_kkpp-ud-train_Case=Abe,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
9,mdf_jr-ud-test_Case=Abe,0.5929270612815711,0.552026926707974,0.5873670062235365,0.5838199051859772,0.6546706536807105,0.6461193048551634,0.8714965133834478,0.8128129058673947,0.5354126134736338,0.7948755555729071,0.8262855313823508,0.8023943760357978,1.0136075729163967,0.5308914231036322,0.5425114771458172,0.4962997849712409,0.5723955963754438,1.5811388300841898,1.5811388300841898,1.5811388300841898
10,fi_tdt-ud-train_Case=Abe,10.866655483123079,10.862988541492482,10.919427131900688,10.42705619888853,10.340066483181419,10.371607779601208,10.136899348176529,10.304103731467064,10.57567964719053,10.115005263024154,10.100168088500244,10.097034543664972,9.875984522835672,10.454646854007738,10.434733676970827,10.548501289225152,10.606005795820225,12.021392967908872,12.021392967908872,12.021392967908872
11,fi_tdt-ud-test_Case=Abe,7.860601917156218,7.856704821417664,7.911700196544356,7.441523953637287,7.361191309725057,7.390158310420435,7.174302564288087,7.312759690679628,7.581996219114506,7.141756956379127,7.129069487476775,7.126678821190707,6.910770115946237,7.4637018766242935,7.446493668779816,7.557760976411103,7.607529935448825,9.0,9.0,9.0
12,fi_tdt-ud-dev_Case=Abe,2.216768481371025,2.1978113552922776,2.2572106680591424,1.839249964618059,1.7795590509048849,1.8127760547826608,1.6899119708244574,1.7629614973099184,1.965819026371564,1.5999457195477742,1.59432236435147,1.6086162558246766,1.44209539138145,1.8623383249179868,1.8531867701400642,1.9431934995163245,1.985502468415321,3.3166247903554,3.3166247903554,3.3166247903554
13,myv_jr-ud-test_Case=Abe,0.5187123480311608,0.47243546254720276,0.5244044240850759,0.37276791427352735,0.45115591412192785,0.451143837558628,0.6892472186342588,0.6717076266755291,0.42426406871192857,0.648697777109139,0.6834966487661636,0.6545289628926331,0.8952263192175133,0.41378823463820236,0.4236514576902698,0.3584703287058777,0.40482924641137286,1.6370705543744901,1.6370705543744901,1.6370705543744901
14,myv_jr-ud-train_Case=Abe,0.5809749458927657,0.5398054545413247,0.5830076836403388,0.4680165369891157,0.5335922248263366,0.5304863187093634,0.7397710962725716,0.7456129820341756,0.4661318607053436,0.6836996906993346,0.7178121360273174,0.689986690199935,0.9109706732010688,0.44113581260856194,0.44519298006895225,0.40134462395146747,0.509935954737135,1.6350747346085137,1.6350747346085137,1.6350747346085137
15,kpv_ikdp-ud-test_Case=Abe,0.4050462936504913,0.335299918733898,0.3082207001484488,0.8146657764756383,0.9298928155685491,0.9091540382121331,1.2126901021904224,1.0526315789473684,0.697614984548545,1.1640891530224247,1.19408613676893,1.2004080938733854,1.4264862419387834,0.8046556425732687,0.8331528819533678,0.6989284488146839,0.6491430649325309,1.0,1.0,1.0
16,kpv_lattice-ud-test_Case=Abe,1.454459139642255,1.4237120319899221,1.4946199814296908,1.0304152405489642,0.9573617361002887,0.9799997188957824,0.8521577550584004,0.9535212801193819,1.1294049564064945,0.7901534246787162,0.7603172630239508,0.7396021483665937,0.6953081186544818,1.01648147647357,0.9967092006626715,1.1067003654037177,1.1849158652152856,2.6246692913372702,2.6246692913372702,2.6246692913372702
17,fi_pud-ud-test_Case=Abe,1.2405895775799505,1.2235364400451436,1.2629330940315089,1.0050557299344354,1.0066225998605511,1.0339174568705527,1.0768036835187305,1.1014973440240183,1.104536101718726,0.9630815508452648,0.9974479813526171,1.003341356444067,1.0025029935975134,1.0310653243732912,1.0335180079411768,1.0640728248397755,1.1108045366985138,2.23606797749979,2.23606797749979,2.23606797749979
18,et_edt-ud-dev_Case=Abe,2.6138615832792693,2.600475633203237,2.661325669847201,2.153955344181086,2.0642324593747707,2.1092405080656915,1.9000324883512183,2.0360243525862023,2.2755273435751158,1.828907156447741,1.8127650876591694,1.8166074106016856,1.603829343542941,2.156761015891239,2.1378539723022705,2.258727460760726,2.325361246909078,3.7916412290559007,3.7916412290559007,3.7916412290559007
19,et_edt-ud-train_Case=Abe,3.6079819254508694,3.5957174281594817,3.6579077703242255,3.1372574078508753,3.0416705044314574,3.0866734198380326,2.8553595670809444,2.9966523602194783,3.2603892008542217,2.8019546743538775,2.780362880772868,2.788405263402389,2.5629264278789567,3.1443543860032523,3.124179820709685,3.2477589134714995,3.309185710391219,4.787656304765619,4.787656304765619,4.787656304765619
