,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,egy_ujaen-ud-test_Case=Lat,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
1,mdf_jr-ud-test_Case=Lat,33.81567683782183,34.677081768799404,34.677081768799404,33.81567683782183,33.596213973429364,33.338795848710184,33.45763731660813,34.677081768799404,33.81567683782183
2,myv_jr-ud-test_Case=Lat,8.85045640136127,9.717071966559976,9.717071966559976,8.85045640136127,8.635104625290142,8.385161755113762,8.501853120183004,9.717071966559976,8.85045640136127
3,myv_jr-ud-train_Case=Lat,10.89923797472796,11.769480071652476,11.769480071652476,10.89923797472796,10.681962407888435,10.428012492631318,10.547368875284125,11.769480071652476,10.89923797472796
4,sjo_xdt-ud-test_Case=Lat,0.2651650429449553,1.202211503854459,1.202211503854459,0.2651650429449553,0.23169727281146207,0.47558037967399813,0.35144443663475816,1.202211503854459,0.2651650429449553
5,eu_bdt-ud-train_Case=Lat,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
6,eu_bdt-ud-test_Case=Lat,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
7,eu_bdt-ud-dev_Case=Lat,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
8,fi_ftb-ud-dev_Case=Lat,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
9,fi_ftb-ud-train_Case=Lat,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
10,fi_ftb-ud-test_Case=Lat,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
11,ab_abnc-ud-test_Case=Lat,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
