,Treebank,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
0,hu_szeged-ud-dev_Case=Ter,1.3778929803347328,0.8331229364028419,0.5164234402528459,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328
1,hu_szeged-ud-test_Case=Ter,1.6547190813232433,1.0647065323364933,0.6810352803144473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,hu_szeged-ud-train_Case=Ter,1.5642648762836182,0.978726496808764,0.5964575990060508,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056
3,et_ewt-ud-train_Case=Ter,1.3656500283747666,0.8090735442467515,0.498133299554863,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161
4,et_ewt-ud-test_Case=Ter,1.4980145590239164,0.9157510578754469,0.5729789274941144,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961
5,et_ewt-ud-dev_Case=Ter,1.5178305319796157,0.9368030742904295,0.573308819584009,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438
6,olo_kkpp-ud-test_Case=Ter,1.503963018795596,1.2383860464330176,1.1923893014910394,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
7,vep_vwt-ud-test_Case=Ter,1.6547190813232433,1.0647065323364933,0.6810352803144473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,kpv_ikdp-ud-test_Case=Ter,1.5039630187955961,1.2383860464330176,1.1923893014910394,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
9,kpv_lattice-ud-test_Case=Ter,1.806074406525036,1.9154921571443804,2.067397683728227,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375
