,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
0,hu_szeged-ud-dev_Case=Ela,3.677463793998846,9.387856414766926,1.0827689526491961,1.0827689526491961,1.0827689526491961
1,hu_szeged-ud-test_Case=Ela,3.629133814686083,9.332694341585896,1.146066921150376,1.146066921150376,1.146066921150376
2,hu_szeged-ud-train_Case=Ela,3.5560515527059846,9.248051417809863,1.2450962012087863,1.2450962012087863,1.2450962012087863
3,fi_ood-ud-test_Case=Ela,3.0303424503893956,8.528591183906101,2.068522117325686,2.068522117325686,2.068522117325686
4,et_ewt-ud-train_Case=Ela,3.2157279512936374,8.8130124863757,1.731320857985841,1.731320857985841,1.731320857985841
5,et_ewt-ud-test_Case=Ela,3.218693540769854,8.812099157276286,1.7364217584408124,1.7364217584408124,1.7364217584408124
6,et_ewt-ud-dev_Case=Ela,3.2036154278342677,8.78535751396421,1.7642602345031582,1.7642602345031582,1.7642602345031582
7,egy_ujaen-ud-test_Case=Ela,4.58257569495584,10.36822067666386,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Ela,3.4522988495984492,9.11771095512599,1.4021363680319483,1.4021363680319483,1.4021363680319483
9,olo_kkpp-ud-train_Case=Ela,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
10,mdf_jr-ud-test_Case=Ela,17.048949136725895,10.870449239413553,20.728402414722332,20.728402414722332,20.728402414722332
11,mdf_jr-ud-train_Case=Ela,4.58257569495584,10.36822067666386,0.0,0.0,0.0
12,vep_vwt-ud-test_Case=Ela,3.3726843908080104,9.020809276334358,1.541103500742244,1.541103500742244,1.541103500742244
13,fi_tdt-ud-train_Case=Ela,2.919835836944572,8.333314581641963,2.3139522010695543,2.3139522010695543,2.3139522010695543
14,fi_tdt-ud-test_Case=Ela,3.0001525840103116,8.468977020711755,2.1435170928508476,2.1435170928508476,2.1435170928508476
15,fi_tdt-ud-dev_Case=Ela,2.9296607137671744,8.358571488457525,2.2829522933712147,2.2829522933712147,2.2829522933712147
16,myv_jr-ud-test_Case=Ela,3.098411494137762,8.676775224517973,1.8503197558178164,1.8503197558178164,1.8503197558178164
17,myv_jr-ud-train_Case=Ela,2.650067384588011,8.090205718733522,2.383275057562597,2.383275057562597,2.383275057562597
18,kpv_ikdp-ud-test_Case=Ela,2.449489742783178,6.708203932499369,4.123105625617661,4.123105625617661,4.123105625617661
19,kpv_lattice-ud-test_Case=Ela,2.5520154884568385,7.269843250797188,3.336825538583822,3.336825538583822,3.336825538583822
20,kpv_lattice-ud-train_Case=Ela,3.1622776601683795,8.215838362577491,2.23606797749979,2.23606797749979,2.23606797749979
21,fi_pud-ud-test_Case=Ela,2.7490945076025546,7.933877330827558,2.8276189821937745,2.8276189821937745,2.8276189821937745
22,et_edt-ud-dev_Case=Ela,3.0973757125520924,8.622021839532929,1.96396624581025,1.96396624581025,1.96396624581025
23,et_edt-ud-train_Case=Ela,3.146618376708379,8.697413096039124,1.8700246112386445,1.8700246112386445,1.8700246112386445
24,et_edt-ud-test_Case=Ela,3.07979992857206,8.598189419507234,1.9906393640009086,1.9906393640009086,1.9906393640009086
25,wbp_ufal-ud-test_Case=Ela,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
26,koi_uh-ud-train_Case=Ela,4.58257569495584,10.36822067666386,0.0,0.0,0.0
27,koi_uh-ud-test_Case=Ela,2.7386127875258306,6.928203230275509,3.8078865529319543,3.8078865529319543,3.8078865529319543
28,krl_kkpp-ud-test_Case=Ela,3.355711548986295,8.997821958674221,1.555892027102138,1.555892027102138,1.555892027102138
29,fi_ftb-ud-dev_Case=Ela,4.58257569495584,10.36822067666386,0.0,0.0,0.0
30,fi_ftb-ud-train_Case=Ela,4.58257569495584,10.36822067666386,0.0,0.0,0.0
31,fi_ftb-ud-test_Case=Ela,4.58257569495584,10.36822067666386,0.0,0.0,0.0
