,Treebank,hu_szeged-ud-dev_Case=All,hu_szeged-ud-test_Case=All,hu_szeged-ud-train_Case=All,fi_ood-ud-test_Case=All,ess_sli-ud-test_Case=All,hit_hittb-ud-test_Case=All,et_ewt-ud-train_Case=All,et_ewt-ud-test_Case=All,et_ewt-ud-dev_Case=All,ml_ufal-ud-test_Case=All,egy_ujaen-ud-test_Case=All,olo_kkpp-ud-test_Case=All,olo_kkpp-ud-train_Case=All,vep_vwt-ud-test_Case=All,fi_tdt-ud-train_Case=All,fi_tdt-ud-test_Case=All,fi_tdt-ud-dev_Case=All,tpn_tudet-ud-test_Case=All,fi_pud-ud-test_Case=All,et_edt-ud-dev_Case=All,et_edt-ud-train_Case=All,et_edt-ud-test_Case=All,wbp_ufal-ud-test_Case=All,arr_tudet-ud-test_Case=All,gn_oldtudet-ud-test_Case=All,eu_bdt-ud-train_Case=All,eu_bdt-ud-test_Case=All,eu_bdt-ud-dev_Case=All,fi_ftb-ud-dev_Case=All,fi_ftb-ud-train_Case=All,fi_ftb-ud-test_Case=All,eme_tudet-ud-test_Case=All,aqz_tudet-ud-test_Case=All,gu_gujtb-ud-test_Case=All
0,hu_szeged-ud-dev_Case=Ine,78.57092505143964,78.62700956193783,78.61325156118308,78.42604904799923,63.87292070979689,78.79562170577753,78.4958457576482,78.44376313802525,78.49996277645846,76.52940611294459,79.57229417328622,78.58515147951204,78.41077732046789,78.6403981565596,78.24494597294606,78.23091134186936,78.49878844687326,78.15280616274192,78.31947706531933,78.45997976396586,78.42784956721219,78.37944151722431,78.79562170577753,78.41077732046789,78.41077732046789,78.4008967214019,78.37871611921102,78.30530079307822,79.57229417328622,79.57229417328622,79.57229417328622,78.5685240778936,77.59739002229138,78.79562170577753
1,hu_szeged-ud-test_Case=Ine,52.470674762002325,52.523391290481825,52.51188436329843,52.33027336299803,44.62062303464621,52.684596104237784,52.39685255794789,52.34778107241681,52.401122612507024,50.53381706012981,53.4353191562784,52.48200531175139,52.31475254011371,52.535236852146305,52.15734572993475,52.14505411367167,52.40008446514613,52.06352956831789,52.227512005719795,52.362708109569795,52.3319641110029,52.28547513911488,52.684596104237784,52.31475254011371,52.31475254011371,52.305647058867464,52.2842938454763,52.21421728465161,53.4353191562784,53.4353191562784,53.4353191562784,52.465938860220824,51.53615535371237,52.684596104237784
2,hu_szeged-ud-train_Case=Ine,31.69160446176669,31.74506533644233,31.73267649870748,31.549145389213667,34.26885715393963,31.908369502707743,31.61634797739695,31.56660903026507,31.62027558748875,29.7858469058759,32.67200382276872,31.703560859296,31.534639969492915,31.75734676513603,31.374520697812816,31.361844793521332,31.61953531996344,31.28450203716119,31.446135301826505,31.58215452544241,31.551099619408276,31.50401891959388,31.908369502707743,31.53547446265059,31.53547446265059,31.525224037168364,31.503849664269165,31.432262123062706,32.67200382276872,32.67200382276872,32.67200382276872,31.68681238186331,30.75217636223471,31.908369502707743
3,fi_ood-ud-test_Case=Ine,509.46571040135734,509.5272944362355,509.51531353290125,509.2808975151722,482.97204888067796,509.7234544338724,509.3600833211177,509.30521087896363,509.36550477714553,506.9575919147478,510.61629429543274,509.46778258060965,509.2096817618455,509.53291901069116,509.0645994682725,509.0530981949687,509.3683708996929,508.9341258399209,509.158059178605,509.3215391770354,509.2836461301176,509.22455957067046,509.7234544338724,509.2774293054818,509.2774293054818,509.2516061902078,509.220371525786,509.13458356936286,510.61629429543274,510.61629429543274,510.61629429543274,509.429119389205,508.2964406770308,509.7234544338724
4,et_ewt-ud-train_Case=Ine,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
5,et_ewt-ud-test_Case=Ine,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
6,et_ewt-ud-dev_Case=Ine,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
7,si_stb-ud-test_Case=Ine,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
8,olo_kkpp-ud-test_Case=Ine,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
9,olo_kkpp-ud-train_Case=Ine,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
