,Treebank,hu_szeged-ud-dev_Case=Ill,hu_szeged-ud-test_Case=Ill,hu_szeged-ud-train_Case=Ill,fi_ood-ud-test_Case=Ill,sms_giellagas-ud-test_Case=Ill,sms_giellagas-ud-train_Case=Ill,et_ewt-ud-train_Case=Ill,et_ewt-ud-test_Case=Ill,et_ewt-ud-dev_Case=Ill,egy_ujaen-ud-test_Case=Ill,si_stb-ud-test_Case=Ill,lt_alksnis-ud-test_Case=Ill,lt_alksnis-ud-dev_Case=Ill,lt_alksnis-ud-train_Case=Ill,olo_kkpp-ud-test_Case=Ill,olo_kkpp-ud-train_Case=Ill,mdf_jr-ud-test_Case=Ill,mdf_jr-ud-train_Case=Ill,vep_vwt-ud-test_Case=Ill,fi_tdt-ud-train_Case=Ill,fi_tdt-ud-test_Case=Ill,fi_tdt-ud-dev_Case=Ill,myv_jr-ud-test_Case=Ill,myv_jr-ud-train_Case=Ill,kpv_ikdp-ud-test_Case=Ill,kpv_lattice-ud-test_Case=Ill,kpv_lattice-ud-train_Case=Ill,fi_pud-ud-test_Case=Ill,et_edt-ud-dev_Case=Ill,et_edt-ud-train_Case=Ill,et_edt-ud-test_Case=Ill,koi_uh-ud-train_Case=Ill,koi_uh-ud-test_Case=Ill,sme_giella-ud-train_Case=Ill,sme_giella-ud-test_Case=Ill,krl_kkpp-ud-test_Case=Ill,fi_ftb-ud-dev_Case=Ill,fi_ftb-ud-train_Case=Ill,fi_ftb-ud-test_Case=Ill
0,hu_szeged-ud-dev_Case=Tra,0.3718686217052994,0.32393867368378926,0.4230985058813282,0.5501254402406783,4.733116518247638,0.5863019699779287,5.239041524256244,3.997267816896936,10.356064454591538,1.5309310892394863,1.5309310892394863,0.5863019699779287,0.5863019699779287,0.5863019699779287,0.5430777402478053,1.5309310892394863,7.3824115301167,1.5309310892394863,0.4401704215414753,0.612211475990279,0.6143968211809223,0.5614038851461217,0.4492427711772169,0.3769990689070128,0.9834039522664801,8.112057981417388,1.5309310892394863,0.6378560512969098,3.066591336696798,2.999305483404046,4.015092440149632,1.5309310892394863,29.922295199399393,0.4716322491886811,0.4148907466687271,0.3373599389303088,1.5309310892394863,1.5309310892394863,1.5309310892394863
1,hu_szeged-ud-test_Case=Tra,0.1599902430450217,0.2574758069988962,0.0734930919740164,0.7682586370053599,5.03122963150543,0.2041241452319316,5.538499010076792,4.3084490635649075,10.673247391330495,1.1726039399558574,1.1726039399558574,0.2041241452319316,0.2041241452319316,0.2041241452319316,0.7419854488543808,1.1726039399558574,7.666893112597827,1.1726039399558574,0.5627314338711378,0.8476325023639305,0.8524400501144855,0.7926940944446959,0.6006673854073847,0.4071230649024124,1.2263314759431436,8.40159120011665,1.1726039399558574,0.8717830963104798,3.352876383845887,3.287011085065521,4.311492118849173,1.1726039399558574,30.21657933431027,0.14789330652015048,0.1634975201932753,0.2664350846284844,1.1726039399558574,1.1726039399558574,1.1726039399558574
2,hu_szeged-ud-train_Case=Tra,0.19297487430240587,0.3106275746202581,0.10552046200256406,0.8060570699398399,5.073453544105585,0.14966629547095772,5.5792609721661215,4.350632137977192,10.715982294834658,1.1235657524150513,1.1235657524150513,0.14966629547095772,0.14966629547095772,0.14966629547095772,0.7788840446623526,1.1235657524150513,7.7073763369904285,1.1235657524150513,0.594474557908074,0.8865382169107983,0.8912260791161005,0.8310976338319056,0.63702192765041,0.43798931035462907,1.2648056504195944,8.442401002906552,1.1235657524150513,0.9106669334859553,3.3930094869724146,3.327282739233733,4.352230055910789,1.1235657524150513,30.257931191672704,0.1283848196945867,0.1623663883567906,0.2900489528712841,1.1235657524150513,1.1235657524150513,1.1235657524150513
3,fi_ood-ud-test_Case=Tra,2.262854401063089,2.1953814144556856,2.357124392187159,1.658857896866884,3.295486913248261,2.5089613467008616,3.470131386310013,2.2764864347311327,8.518796727359195,3.451894652855358,3.451894652855358,2.5089613467008616,2.5089613467008616,2.5089613467008616,1.6921715269134814,3.451894652855358,5.952999748425683,3.451894652855358,1.8948817098730504,1.5984499656133444,1.5911677291808592,1.648411519759437,1.9066994370408232,2.0802452419782673,1.5670279813747472,6.6482132907810305,3.451894652855358,1.5876526885865203,1.4535530640048306,1.3961778708783632,2.2936487832757773,3.451894652855358,28.319940412548075,2.3656845293700597,2.3163945560086265,2.178637688463997,3.451894652855358,3.451894652855358,3.451894652855358
4,et_ewt-ud-train_Case=Tra,2.9784761943016664,2.9171364858052566,3.0665194967808476,2.3357912263430616,3.217702279842434,3.20894794890405,2.540944618649691,1.544123818657992,7.762501518917194,4.0984566532751705,4.0984566532751705,3.20894794890405,3.20894794890405,3.20894794890405,2.3742350155765353,4.0984566532751705,5.780974690080121,4.0984566532751705,2.530144788952052,2.329572877405572,2.3215777983323336,2.3634970276706886,2.6502563327311024,2.8108014003814263,2.309754529467267,6.4469103500222875,4.0984566532751705,2.329252082567465,0.4649384910431857,0.4206869279694949,1.3409169316649898,4.0984566532751705,27.990001859264545,3.0774207267970866,3.0272706575533026,2.881892692757209,4.0984566532751705,4.0984566532751705,4.0984566532751705
5,et_ewt-ud-test_Case=Tra,2.967981595373056,2.903851150558113,3.0567226177730853,2.320452594839627,3.159447952263772,3.2007652146297256,2.5702088108669385,1.5461974423120242,7.766585727813279,4.100771455544949,4.100771455544949,3.2007652146297256,3.2007652146297256,3.2007652146297256,2.3571108376625918,4.100771455544949,5.728943254765798,4.100771455544949,2.522450217950954,2.30250721107899,2.295601622535736,2.3415800742466244,2.6314802560752883,2.795470358769367,2.2833022988108915,6.4031242374328485,4.100771455544949,2.298098692632596,0.47050173441355947,0.4266927429168783,1.3628327838461787,4.100771455544949,27.95586901251503,3.0637144379419894,3.017842474342542,2.8731583758397483,4.100771455544949,4.100771455544949,4.100771455544949
6,et_ewt-ud-dev_Case=Tra,4.2634346819155695,4.202935175194671,4.348253782472927,3.628164205214532,3.3117210241769013,4.485218779502289,1.5740491609294767,1.388015669940365,6.7469629084243765,5.3378073681990434,5.3378073681990434,4.485218779502289,4.485218779502289,4.485218779502289,3.666520275677289,5.3378073681990434,5.513477804435237,5.3378073681990434,3.813422019656361,3.6269440712086176,3.618739880213605,3.659652214482677,3.942056030523013,4.10009905695338,3.5827858108832946,6.099135832899877,5.3378073681990434,3.624860213534624,1.2279157418817457,1.2796522482644543,0.9182592137678871,5.3378073681990434,27.257883034087588,4.359525983936082,4.311875003585722,4.167511488427217,5.3378073681990434,5.3378073681990434,5.3378073681990434
7,gub_tudet-ud-test_Case=Tra,1.278845324000557,1.3689738821885769,1.1689791895833785,1.8756033695853715,6.117168714889247,1.0,6.5912452584836325,5.397629109155241,11.756269669551216,0.0,0.0,1.0,1.0,1.0,1.842143079204315,0.0,8.705242673240075,0.0,1.635542723379613,1.960920608682236,1.9640267731056948,1.9045597042899167,1.7104654390763518,1.5026261478525773,2.3108440016582685,9.44519638196462,0.0,1.983108213213122,4.410228268319544,4.347833450101511,5.3714540403661655,0.0,31.25699921617557,1.152010514482039,1.2072765064707807,1.3562839573037448,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Tra,0.8017895690244312,0.7592926334091195,0.8762835670584606,0.5565291858419265,4.4018938181415725,1.0101525445522108,4.95705367466572,3.714136260729445,10.047907415807229,1.932535608352669,1.932535608352669,1.0101525445522108,1.0101525445522108,1.0101525445522108,0.5612469943122744,1.932535608352669,7.057028989827469,1.932535608352669,0.6620160920419148,0.5520701035708832,0.5587508583932171,0.5411588433036378,0.5867083135938996,0.6703131062550036,0.8038174226648684,7.753044168425136,1.932535608352669,0.5602773083965986,2.7977963469654057,2.7325338646437185,3.7405464077252515,1.932535608352669,29.561419976388283,0.8731577716873772,0.836591049835637,0.7392038099284586,1.932535608352669,1.932535608352669,1.932535608352669
9,mdf_jr-ud-test_Case=Tra,2.8371237407441092,2.7762850799140164,2.9253178575842376,2.2057057827371263,3.1479098493687974,3.0669610365963242,2.7185634195899353,1.688386804023296,7.9270643220193495,3.9567979478361033,3.9567979478361033,3.0669610365963242,3.0669610365963242,3.0669610365963242,2.2450224363344278,3.9567979478361033,5.703617273274917,3.9567979478361033,2.3887758371182506,2.1976220363680095,2.1902854209068496,2.2316948220361925,2.490962231336876,2.653468655098559,2.110588385577191,6.3591991056505,3.9567979478361033,2.196643506606674,0.6742237495068626,0.6250786509588199,1.519859640573139,3.9567979478361033,27.971525700254535,2.935689069334167,2.886475665874885,2.7448042948968054,3.9567979478361033,3.9567979478361033,3.9567979478361033
