,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,hu_szeged-ud-dev_Case=Ter,0.4437744372156278,0.35681201607403124,0.3381559571798623,1.469861839480328
1,hu_szeged-ud-test_Case=Ter,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
2,hu_szeged-ud-train_Case=Ter,0.0761300774980097,0.06660877115712116,0.07779086185307867,1.1288514320120056
3,et_ewt-ud-train_Case=Ter,0.4536405515962058,0.3737530709234257,0.3508976039947257,1.4713938969562161
4,et_ewt-ud-test_Case=Ter,0.3102007941015071,0.27074428735580447,0.2701993171704191,1.2747548783981961
5,et_ewt-ud-dev_Case=Ter,0.24180758770725083,0.21851067154774595,0.22149560397061638,1.2165525060596438
6,olo_kkpp-ud-test_Case=Ter,1.3647449873464612,1.3085073014793196,1.2901964429042432,2.23606797749979
7,vep_vwt-ud-test_Case=Ter,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
8,kpv_ikdp-ud-test_Case=Ter,1.3647449873464612,1.3085073014793196,1.290196442904243,2.23606797749979
9,kpv_lattice-ud-test_Case=Ter,2.42450092102249,2.3430078294983243,2.3156073178417955,3.431546328418375
10,et_edt-ud-dev_Case=Ter,0.13060689080386775,0.09804022458774075,0.11721632780781127,1.1658100334413286
11,et_edt-ud-train_Case=Ter,0.19923722948601721,0.13682763656150895,0.1333160429184275,1.2325679372360732
12,et_edt-ud-test_Case=Ter,0.2510247182900537,0.19893680248214515,0.1945311798960846,1.2567485880964147
13,ab_abnc-ud-test_Case=Ter,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
14,gu_gujtb-ud-test_Case=Ter,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
