,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,egy_ujaen-ud-test_Case=Lat,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
1,mdf_jr-ud-test_Case=Lat,33.705062676102536,33.81567683782183,33.81567683782183,34.677081768799404,34.677081768799404,34.677081768799404,33.81567683782183,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,34.677081768799404,32.648804640360794,31.756889016400834,34.677081768799404,34.677081768799404,28.282061452447202,34.677081768799404,34.677081768799404,34.677081768799404,31.376742979474464
2,myv_jr-ud-test_Case=Lat,8.742425883619404,8.85045640136127,8.85045640136127,9.717071966559976,9.717071966559976,9.717071966559976,8.85045640136127,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,9.717071966559976,7.7802698355787685,7.287201505730713,9.717071966559976,9.717071966559976,5.54536140011192,9.717071966559976,9.717071966559976,9.717071966559976,7.145477677501304
3,myv_jr-ud-train_Case=Lat,10.790656828635985,10.89923797472796,10.89923797472796,11.769480071652476,11.769480071652476,11.769480071652476,10.89923797472796,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,11.769480071652476,9.80236286426295,9.191039473942554,11.769480071652476,11.769480071652476,6.818106060185181,11.769480071652476,11.769480071652476,11.769480071652476,8.978394636455555
4,sjo_xdt-ud-test_Case=Lat,0.23385358667337133,0.2651650429449553,0.2651650429449553,1.202211503854459,1.202211503854459,1.202211503854459,0.2651650429449553,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.202211503854459,1.4194213414079855,3.4106909124105633,1.202211503854459,1.202211503854459,7.205141393477299,1.202211503854459,1.202211503854459,1.202211503854459,4.116468450018778
5,eu_bdt-ud-train_Case=Lat,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
6,eu_bdt-ud-test_Case=Lat,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
7,eu_bdt-ud-dev_Case=Lat,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
8,fi_ftb-ud-dev_Case=Lat,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
9,fi_ftb-ud-train_Case=Lat,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
10,fi_ftb-ud-test_Case=Lat,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
11,ab_abnc-ud-test_Case=Lat,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
