,Treebank,hu_szeged-ud-dev_Case=Ade,hu_szeged-ud-test_Case=Ade,hu_szeged-ud-train_Case=Ade,fi_ood-ud-test_Case=Ade,et_ewt-ud-train_Case=Ade,et_ewt-ud-test_Case=Ade,et_ewt-ud-dev_Case=Ade,olo_kkpp-ud-test_Case=Ade,vep_vwt-ud-test_Case=Ade,fi_tdt-ud-train_Case=Ade,fi_tdt-ud-test_Case=Ade,fi_tdt-ud-dev_Case=Ade,fi_pud-ud-test_Case=Ade,et_edt-ud-dev_Case=Ade,et_edt-ud-train_Case=Ade,et_edt-ud-test_Case=Ade,krl_kkpp-ud-test_Case=Ade,fi_ftb-ud-dev_Case=Ade,fi_ftb-ud-train_Case=Ade,fi_ftb-ud-test_Case=Ade
0,hu_szeged-ud-dev_Case=Ill,0.25428208326503293,0.15893607397417983,0.18296356399128494,0.5743743844022061,0.6890543722120414,0.6691585659688964,0.9745941157424208,0.8137191719485659,0.472358053170323,0.9150038629377582,0.9434067767987432,0.9501290969521831,1.1731682482985513,0.5659694063051404,0.5948061827983692,0.4689076343840227,0.4219528441428156,1.278845324000557,1.278845324000557,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,0.23298287999878575,0.2203412468683904,0.21565909429739744,0.5319843117518597,0.6425746672416626,0.6235564114999105,0.9200537423218396,0.7746736961624265,0.446615980681934,0.8598154557971879,0.889843874323721,0.8929059656638089,1.1127774372305137,0.5250650033620534,0.5516709147199482,0.4360167748691405,0.403003340848971,1.3689738821885769,1.3689738821885769,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,0.2486460248606688,0.1885797253309659,0.15041095967423201,0.6599134499338694,0.7756357913786778,0.7539856008554251,1.0601217027734873,0.9036873628828374,0.5514571046523971,1.0069989338318348,1.0373606376354987,1.0429049178494063,1.2675169524375836,0.6502593447776656,0.6790843004559809,0.5472273446073002,0.5005723479579385,1.1689791895833785,1.1689791895833785,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,0.6829718149382156,0.6333113501842434,0.7091459652285981,0.3306302449212984,0.34899592849236843,0.35644792860036295,0.542888115704184,0.44511994710754016,0.3847354069140678,0.4424813952625274,0.4618906382383778,0.4635381233908756,0.6568390713141322,0.314318633117733,0.31798284472059,0.36340607667250147,0.3938904908093112,1.8756033695853715,1.8756033695853715,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,4.903279404618208,4.9000828156833425,4.956844625563253,4.48135677257923,4.393023125700838,4.4104082982196084,4.186869539788632,4.332153322458512,4.602227050804913,4.192152167649223,4.172939948626156,4.158956979153182,3.9777852240713654,4.493498564047874,4.4707625903213115,4.5854832723236525,4.625656208661135,6.117168714889247,6.117168714889247,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,0.4050462936504913,0.335299918733898,0.3082207001484488,0.8146657764756383,0.9298928155685491,0.9091540382121331,1.2126901021904224,1.0526315789473684,0.697614984548545,1.1640891530224247,1.19408613676893,1.2004080938733854,1.4264862419387834,0.8046556425732687,0.8331528819533678,0.6989284488146839,0.6491430649325309,1.0,1.0,1.0
6,et_ewt-ud-train_Case=Ill,5.414883741874236,5.405298625531726,5.466685174842777,4.975129404611907,4.88704543145472,4.909269015514105,4.676820871631432,4.834538401018805,5.1067860068755415,4.685839954320372,4.659890984785388,4.652080468834412,4.470206390212864,4.998363031102929,4.976159610356995,5.089078796663227,5.133777213256143,6.5912452584836325,6.5912452584836325,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,4.181323056162965,4.1688288196819325,4.2343122227818775,3.718093874506683,3.626351208211352,3.6490418632488835,3.4084397791944427,3.578342983023724,3.8581169845750747,3.414137471709225,3.388967922609594,3.378191763626916,3.1815246061182925,3.7410721328417345,3.7175525911564837,3.837140989924986,3.8901525315532295,5.397629109155241,5.397629109155241,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,10.541533998579613,10.534724592358003,10.59739951795769,10.067509459734277,9.968099307565666,9.993823339867212,9.728613772060536,9.922613600327288,10.214018447188462,9.751927217925733,9.72505971113786,9.711361319337735,9.513940016253052,10.095037285809818,10.069550864956994,10.190755738401954,10.246578666709732,11.756269669551216,11.756269669551216,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
