,Treebank,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
0,sl_ssj-ud-test_Case=Ins,77.20392710942951,51.118656232588926,30.336281534421513,508.0487924872187,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,165.91911165291933,71.61199444700527,110.24840157863947,2.6649321774579495,2.6649321774579495,2.6649321774579495,259.216442504073,2.6649321774579495,79.25416858674492,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,77.1708603169358,51.08963586269072,30.307414880478635,507.99226149094795,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,165.86340390096748,71.5561588896335,110.19254951495462,2.7413368399473135,2.7413368399473135,2.7413368399473135,259.1500310860112,2.7413368399473135,79.20056208364535,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,77.17506370723235,51.0902047005656,30.307792634685455,508.0173813942578,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,165.8873650085584,71.58003743686605,110.21679092986548,2.697949439910849,2.697949439910849,2.697949439910849,259.18909886947927,2.697949439910849,79.2220955749967,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,xcl_caval-ud-dev_Case=Ins,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,xcl_caval-ud-test_Case=Ins,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,hu_szeged-ud-dev_Case=Ins,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,hu_szeged-ud-test_Case=Ins,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,hu_szeged-ud-train_Case=Ins,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,xav_xdt-ud-test_Case=Ins,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
