,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
0,xcl_caval-ud-train_Case=Abl,3.1007794916220512,1.9351894565771866,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,3.3447164569501533,1.5405111778306224,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,3.184147856914784,1.7956245877591162,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,3.5809100333108996,1.2204848763230673,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,3.5986682568889976,1.1853095282186634,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,3.503480614650745,1.3230899037571242,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,3.2670958589825108,1.5705228683121009,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,3.080522581829685,1.9451830310337004,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,3.251373336211726,1.4638501094227998,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,2.6769041150098616,4.835176356148253,4.835176356148253
10,sa_vedic-ud-train_Case=Abl,3.508461454134551,6.156303355579317,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,5.816287570429129,8.84095777816305,8.84095777816305
12,la_circse-ud-test_Case=Abl,2.5504645999854154,3.0524509968820435,3.0524509968820435
13,tr_atis-ud-dev_Case=Abl,16.803668684248688,19.847563609924517,19.847563609924517
14,tr_atis-ud-train_Case=Abl,15.042544202849282,18.015411712519857,18.015411712519857
15,tr_atis-ud-test_Case=Abl,21.649432248136826,24.740949523681046,24.740949523681046
16,hi_pud-ud-test_Case=Abl,4.58257569495584,0.0,0.0
17,la_perseus-ud-test_Case=Abl,2.8433317826709157,2.1645814420642675,2.1645814420642675
18,la_perseus-ud-train_Case=Abl,2.707223392528595,2.37784999625236,2.37784999625236
19,tr_kenet-ud-dev_Case=Abl,3.20233957812465,1.6370949844766072,1.6370949844766072
20,tr_kenet-ud-test_Case=Abl,3.041649938607412,1.9732560939189738,1.9732560939189738
21,tr_kenet-ud-train_Case=Abl,3.213986441277098,1.661973692717177,1.661973692717177
22,ess_sli-ud-test_Case=Abl,114.61239025515522,117.45211790342479,117.45211790342479
23,ky_tuecl-ud-test_Case=Abl,3.7416573867739413,1.0,1.0
24,hit_hittb-ud-test_Case=Abl,3.6810726504632,1.0796668344321692,1.0796668344321692
25,sa_ufal-ud-test_Case=Abl,2.8356333201827444,2.543499116394979,2.543499116394979
26,et_ewt-ud-train_Case=Abl,3.5249376143678326,1.2835136958394355,1.2835136958394355
27,et_ewt-ud-test_Case=Abl,3.5048571538136977,1.3211972336398206,1.3211972336398206
28,et_ewt-ud-dev_Case=Abl,3.5860842154082215,1.2083045973594573,1.2083045973594573
29,gub_tudet-ud-test_Case=Abl,3.7416573867739413,1.0,1.0
30,ml_ufal-ud-test_Case=Abl,4.58257569495584,0.0,0.0
31,egy_ujaen-ud-test_Case=Abl,4.58257569495584,0.0,0.0
32,sq_tsa-ud-test_Case=Abl,2.981423969999719,2.560381915956203,2.560381915956203
33,mr_ufal-ud-train_Case=Abl,3.7416573867739413,1.0,1.0
34,si_stb-ud-test_Case=Abl,3.162277660168379,1.7320508075688774,1.7320508075688774
35,olo_kkpp-ud-test_Case=Abl,4.58257569495584,0.0,0.0
36,olo_kkpp-ud-train_Case=Abl,3.7416573867739413,1.0,1.0
37,hy_bsut-ud-train_Case=Abl,3.2891012393093706,1.6337841938927158,1.6337841938927158
38,hy_bsut-ud-test_Case=Abl,3.3365131678198074,1.555949842652198,1.555949842652198
39,hy_bsut-ud-dev_Case=Abl,3.3363262227126205,1.5685931368795876,1.5685931368795876
40,mdf_jr-ud-test_Case=Abl,2.7606705299886714,5.008277172510163,5.008277172510163
41,mdf_jr-ud-train_Case=Abl,4.58257569495584,0.0,0.0
42,vep_vwt-ud-test_Case=Abl,3.391164991562634,1.5811388300841898,1.5811388300841898
43,la_llct-ud-dev_Case=Abl,2.3663132697560534,4.155343916539191,4.155343916539191
44,la_llct-ud-test_Case=Abl,2.374719693921085,4.275279936582964,4.275279936582964
45,la_llct-ud-train_Case=Abl,2.357476381677444,3.915000890586476,3.915000890586476
46,fi_tdt-ud-train_Case=Abl,3.120417349534328,1.8930626924303462,1.8930626924303462
47,fi_tdt-ud-test_Case=Abl,3.2530142307704817,1.6816667996186203,1.6816667996186203
48,fi_tdt-ud-dev_Case=Abl,2.95423424934449,2.26439837484485,2.26439837484485
49,myv_jr-ud-test_Case=Abl,3.2402047625372057,1.6672809540006404,1.6672809540006404
50,myv_jr-ud-train_Case=Abl,3.005091012284063,2.0580816789521883,2.0580816789521883
51,tr_framenet-ud-test_Case=Abl,3.518757849686978,1.2391541302759241,1.2391541302759241
52,tr_framenet-ud-train_Case=Abl,2.8322502139179417,2.31313394395121,2.31313394395121
53,tr_framenet-ud-dev_Case=Abl,2.7129319932501073,2.6758176320519302,2.6758176320519302
54,ky_ktmu-ud-train_Case=Abl,2.979932885150268,2.06881608655772,2.06881608655772
55,ky_ktmu-ud-test_Case=Abl,2.878346973430854,2.307747305488443,2.307747305488443
56,la_proiel-ud-test_Case=Abl,2.684476537673095,2.615626502506727,2.615626502506727
57,la_proiel-ud-dev_Case=Abl,2.689718569985587,2.59310032953965,2.59310032953965
58,la_proiel-ud-train_Case=Abl,2.7150005053893977,2.539096521469755,2.539096521469755
59,kpv_ikdp-ud-test_Case=Abl,3.4641016151377544,5.5677643628300215,5.5677643628300215
60,kpv_lattice-ud-test_Case=Abl,2.8458329944145997,2.9038076323048845,2.9038076323048845
61,tt_nmctt-ud-test_Case=Abl,3.428736310505754,1.457619202539603,1.457619202539603
62,tr_gb-ud-test_Case=Abl,2.740614326936403,2.4870435246815115,2.4870435246815115
63,fi_pud-ud-test_Case=Abl,3.2134361476463167,1.7539019000502851,1.7539019000502851
64,hy_armtdp-ud-train_Case=Abl,3.3807394999328,1.4836590668344454,1.4836590668344454
65,hy_armtdp-ud-dev_Case=Abl,3.511840763235421,1.3111027643181319,1.3111027643181319
66,hy_armtdp-ud-test_Case=Abl,3.2470835933359363,1.6961383184884282,1.6961383184884282
67,ota_boun-ud-train_Case=Abl,3.0796236186672328,1.7963682182420742,1.7963682182420742
68,ota_boun-ud-test_Case=Abl,3.3084712957035647,1.5290975041636563,1.5290975041636563
69,et_edt-ud-dev_Case=Abl,3.436199727636866,1.4090957242119833,1.4090957242119833
70,et_edt-ud-train_Case=Abl,3.4265985325726964,1.4197364464940068,1.4197364464940068
71,et_edt-ud-test_Case=Abl,3.418508501974484,1.4312649016347547,1.4312649016347547
72,sjo_xdt-ud-test_Case=Abl,12.27273400673216,14.724808997063425,14.724808997063425
73,la_udante-ud-train_Case=Abl,2.731574557983889,2.498443095671545,2.498443095671545
74,la_udante-ud-test_Case=Abl,2.59227543923378,2.9101945505838316,2.9101945505838316
75,la_udante-ud-dev_Case=Abl,2.751468198454753,2.4494512826049313,2.4494512826049313
76,hyw_armtdp-ud-test_Case=Abl,3.5114353866832393,1.3047112700161232,1.3047112700161232
77,hyw_armtdp-ud-dev_Case=Abl,3.3447904752787,1.5427691637114966,1.5427691637114966
78,hyw_armtdp-ud-train_Case=Abl,3.3244355876778817,1.568983123616363,1.568983123616363
79,arr_tudet-ud-test_Case=Abl,4.58257569495584,0.0,0.0
80,aln_gps-ud-test_Case=Abl,3.2788374149061474,1.5302561498969776,1.5302561498969776
81,kk_ktb-ud-test_Case=Abl,3.190902323620842,1.8525273652199823,1.8525273652199823
82,kk_ktb-ud-train_Case=Abl,3.2198364770241845,1.7554579610635008,1.7554579610635008
83,gn_oldtudet-ud-test_Case=Abl,3.7416573867739413,1.0,1.0
84,ta_mwtt-ud-test_Case=Abl,3.7416573867739413,1.0,1.0
85,ota_dudu-ud-test_Case=Abl,3.2942149067496875,1.5869840952317444,1.5869840952317444
86,ug_udt-ud-test_Case=Abl,3.357529370269487,1.5350364183157206,1.5350364183157206
87,ug_udt-ud-dev_Case=Abl,3.21037207950868,1.7281460843600258,1.7281460843600258
88,ug_udt-ud-train_Case=Abl,3.2825463441432094,1.6695676627379603,1.6695676627379603
89,xum_ikuvina-ud-test_Case=Abl,2.9553488547147277,2.5041310307005324,2.5041310307005324
90,la_ittb-ud-dev_Case=Abl,2.7541112664293634,2.4854867652813493,2.4854867652813493
91,la_ittb-ud-test_Case=Abl,2.7177722986583936,2.5623293212180593,2.5623293212180593
92,la_ittb-ud-train_Case=Abl,2.7734346869909348,2.443536577527555,2.443536577527555
93,qtd_sagt-ud-test_Case=Abl,3.468746490602402,1.3690534975757436,1.3690534975757436
94,qtd_sagt-ud-dev_Case=Abl,3.5010892130225386,1.3159986632464675,1.3159986632464675
95,qtd_sagt-ud-train_Case=Abl,3.4294216632847023,1.423460244283413,1.423460244283413
96,krl_kkpp-ud-test_Case=Abl,3.588871688985272,1.2165525060596438,1.2165525060596438
97,eu_bdt-ud-train_Case=Abl,3.1740837230211927,1.779667587408437,1.779667587408437
98,eu_bdt-ud-test_Case=Abl,3.105897615827025,1.8991050523865183,1.8991050523865183
