,Treebank,arr_tudet-ud-test_Case=Sim
0,fi_ood-ud-test_Case=Par,10.881208844195129
1,sah_yktdt-ud-test_Case=Par,6.334035048845246
2,sms_giellagas-ud-test_Case=Par,0.0
3,et_ewt-ud-train_Case=Par,49.174596926907114
4,et_ewt-ud-test_Case=Par,44.08588319352249
5,et_ewt-ud-dev_Case=Par,31.663385794952504
6,olo_kkpp-ud-test_Case=Par,139.7390425042336
7,olo_kkpp-ud-train_Case=Par,0.0
8,vep_vwt-ud-test_Case=Par,0.0
9,fi_tdt-ud-train_Case=Par,18.711198078741774
10,fi_tdt-ud-test_Case=Par,18.668674296799974
11,fi_tdt-ud-dev_Case=Par,17.107076434426677
12,ru_taiga-ud-train_Case=Par,46.65833258915282
13,ru_taiga-ud-dev_Case=Par,0.0
14,ru_taiga-ud-test_Case=Par,0.0
15,fi_pud-ud-test_Case=Par,21.823579013918195
16,et_edt-ud-dev_Case=Par,91.58649739557852
17,et_edt-ud-train_Case=Par,80.27025559877289
18,et_edt-ud-test_Case=Par,81.79242650183359
19,ru_syntagrus-ud-train_Case=Par,84.27039812413372
20,ru_syntagrus-ud-dev_Case=Par,0.0
21,ru_syntagrus-ud-test_Case=Par,0.0
22,ru_poetry-ud-dev_Case=Par,0.0
23,ru_poetry-ud-train_Case=Par,12.36931687685298
24,krl_kkpp-ud-test_Case=Par,35.21696420620656
25,eu_bdt-ud-train_Case=Par,29.085810543974876
26,eu_bdt-ud-test_Case=Par,17.713271860387625
27,eu_bdt-ud-dev_Case=Par,11.285692885477854
28,fi_ftb-ud-dev_Case=Par,9.401034930993175
29,fi_ftb-ud-train_Case=Par,11.310617670681031
30,fi_ftb-ud-test_Case=Par,11.574769776600762
31,ru_gsd-ud-dev_Case=Par,0.0
32,ru_gsd-ud-train_Case=Par,0.0
