,Treebank,egy_ujaen-ud-test_Case=Sub
0,hu_szeged-ud-dev_Case=Tem,1.442653804625351
1,hu_szeged-ud-test_Case=Tem,1.3416407864998738
2,hu_szeged-ud-train_Case=Tem,1.3416407864998738
3,fa_seraji-ud-dev_Case=Tem,0.894427190999916
4,fa_seraji-ud-test_Case=Tem,0.894427190999916
5,fa_seraji-ud-train_Case=Tem,0.894427190999916
6,gub_tudet-ud-test_Case=Tem,1.3416407864998738
7,lzh_tuecl-ud-test_Case=Tem,0.894427190999916
8,apu_ufpa-ud-test_Case=Tem,0.894427190999916
9,egy_ujaen-ud-test_Case=Tem,0.894427190999916
10,nyq_aha-ud-test_Case=Tem,0.894427190999916
11,mdf_jr-ud-test_Case=Tem,0.894427190999916
12,mdf_jr-ud-train_Case=Tem,0.894427190999916
13,myv_jr-ud-test_Case=Tem,2.5254262566501082
14,myv_jr-ud-train_Case=Tem,4.39317652729776
15,kfm_aha-ud-test_Case=Tem,0.894427190999916
16,soj_aha-ud-test_Case=Tem,0.894427190999916
17,he_htb-ud-train_Case=Tem,8.20213386869539
18,lzh_kyoto-ud-dev_Case=Tem,0.894427190999916
19,lzh_kyoto-ud-train_Case=Tem,0.894427190999916
20,lzh_kyoto-ud-test_Case=Tem,0.894427190999916
21,gu_gujtb-ud-test_Case=Tem,5.079370039680118
