,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,xcl_caval-ud-train_Case=Abl,0.9157912748543466,0.8328903497951472,0.8019611157109662,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,0.5072220219511376,0.4276812676328327,0.39928354131901667,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,0.7735491946747992,0.6913804859875727,0.6612618236335677,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,0.21153029112203237,0.15528249843748534,0.17232604994773373,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,0.1309892263091878,0.0777105179466117,0.08581714298969016,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,0.28156588712156855,0.2068446433320975,0.19214689454958983,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,0.5264765448183991,0.44540172369271797,0.42180825249062337,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,0.9119692426796291,0.823727152315517,0.7958567356084189,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,0.4806858653957138,0.42244668219141285,0.4082047926969223,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,3.816823312307834,3.7289239774962986,3.6985713819736428,4.835176356148253
10,sa_vedic-ud-train_Case=Abl,5.15353263888903,5.069061256491335,5.03925112432223,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,7.862092783049279,7.776966457094172,7.747566440976601,8.84095777816305
12,la_circse-ud-test_Case=Abl,2.0273022840701302,1.9421224442815168,1.9120262603297442,3.0524509968820435
13,tr_atis-ud-dev_Case=Abl,18.961841793150217,18.89047940607538,18.86562335006682,19.847563609924517
14,tr_atis-ud-train_Case=Abl,17.138782859560283,17.06817484120561,17.043623363671358,18.015411712519857
15,tr_atis-ud-test_Case=Abl,23.85800002837449,23.786663546078106,23.76180379830774,24.740949523681046
16,hi_pud-ud-test_Case=Abl,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
17,la_perseus-ud-test_Case=Abl,1.1433659571723924,1.0633151091789754,1.0345075028118724,2.1645814420642675
18,la_perseus-ud-train_Case=Abl,1.348636869682448,1.2615326900336024,1.2300666900879937,2.37784999625236
19,tr_kenet-ud-dev_Case=Abl,0.6056067588653081,0.527161148594551,0.5032308864233221,1.6370949844766072
20,tr_kenet-ud-test_Case=Abl,0.9557198611576929,0.87731046971499,0.8520565862468474,1.9732560939189738
21,tr_kenet-ud-train_Case=Abl,0.634087720015212,0.5550156798331913,0.530998711948919,1.661973692717177
22,ess_sli-ud-test_Case=Abl,116.67833365013935,116.61560059644307,116.59364288985428,117.45211790342479
23,ky_tuecl-ud-test_Case=Abl,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
24,hit_hittb-ud-test_Case=Abl,0.08383100277452789,0.13746807783304993,0.16465343649929354,1.0796668344321692
