,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,xcl_caval-ud-train_Case=Abl,4.964506505192279,0.981033658215459,1.9351894565771866,3.008612240762697,8.973048862334814,1.9351894565771866,1.0862301064948006,1.9351894565771866,1.9351894565771866,0.4967300716101273,10.343624905080175,7.353551965124898,1.791536965148632,0.5982767419363554,0.43852115825864074,0.981033658215459,0.8164109628725513,1.0461043671304993,2.0432276719767026,3.0358164795388984,2.616891710735731,0.7545720046551951,1.9351894565771866,1.9351894565771866,0.981033658215459,1.0461043671304993,1.9351894565771866,1.9351894565771866,1.9351894565771866,0.981033658215459
1,xcl_caval-ud-dev_Case=Abl,5.278159035375515,0.5715444524392794,1.5405111778306224,3.3444878357537924,9.319122432186163,1.5405111778306224,1.1314377725739666,1.5405111778306224,1.5405111778306224,0.3591498886390815,10.672423786065789,7.67212791747142,2.0405568758159367,0.4059588599819404,0.3211268940649617,0.5715444524392794,1.1690657555076527,1.1211135621575767,2.3810952395325367,3.3800351043652843,2.9412226995062545,0.8497128328579121,1.5405111778306224,1.5405111778306224,0.5715444524392794,1.1211135621575767,1.5405111778306224,1.5405111778306224,1.5405111778306224,0.5715444524392794
2,xcl_caval-ud-test_Case=Abl,5.071207464997127,0.8383913995250516,1.7956245877591162,3.1162821720254152,9.083142074159547,1.7956245877591162,1.0869832645584079,1.7956245877591162,1.7956245877591162,0.4002063168698515,10.455521442224967,7.460001212299869,1.8648938076272197,0.5130711638159516,0.34985893240622395,0.8383913995250516,0.9302114282198091,1.0469300511304316,2.14738380682665,3.1443144075489045,2.720198767623199,0.7608998060625004,1.7956245877591162,1.7956245877591162,0.8383913995250516,1.0469300511304316,1.7956245877591162,1.7956245877591162,1.7956245877591162,0.8383913995250516
3,hu_szeged-ud-dev_Case=Abl,5.554340144827687,0.27003086243366076,1.2204848763230673,3.647027258347441,9.621482041071774,1.2204848763230673,1.286953767623375,1.2204848763230673,1.2204848763230673,0.60380736442456,10.952707681461947,7.944468725681619,2.282937921967121,0.5503786575319458,0.6045111028503841,0.27003086243366076,1.5195485440675391,1.286953767623375,2.6926540443341653,3.689032867652793,3.2395665862375274,1.0557382882766606,1.2204848763230673,1.2204848763230673,0.27003086243366076,1.286953767623375,1.2204848763230673,1.2204848763230673,1.2204848763230673,0.27003086243366076
4,hu_szeged-ud-test_Case=Abl,5.577815825639697,0.20327890704543547,1.1853095282186634,3.671202415970261,9.644222067318161,1.1853095282186634,1.295255168070455,1.1853095282186634,1.1853095282186634,0.5995866344669508,10.977348536869373,7.968429441778038,2.3052222423829027,0.5505819610809717,0.6034420859994255,0.20327890704543547,1.544265734089807,1.2952551680704552,2.7161482808422095,3.714523650538952,3.258967285597547,1.0852123987557565,1.1853095282186634,1.1853095282186634,0.20327890704543547,1.2952551680704552,1.1853095282186634,1.1853095282186634,1.1853095282186634,0.20327890704543547
5,hu_szeged-ud-train_Case=Abl,5.468939298634992,0.36265586218399565,1.3230899037571242,3.5634832254989917,9.53713353685337,1.3230899037571242,1.2298258638233293,1.3230899037571242,1.3230899037571242,0.5674464422768087,10.866002546376862,7.859667703995734,2.2085178333914723,0.48999051312024994,0.5553287518900285,0.36265586218399565,1.4408205019435494,1.2298258638233293,2.6080094474337616,3.603379108296438,3.1581293797338836,0.9943149056105286,1.3230899037571242,1.3230899037571242,0.36265586218399565,1.2298258638233293,1.3230899037571242,1.3230899037571242,1.3230899037571242,0.36265586218399565
6,tr_pud-ud-test_Case=Abl,5.2071358282710785,0.5927349379101761,1.5705228683121009,3.2906316503364077,9.266221206292595,1.5705228683121009,1.038963572844458,1.5705228683121009,1.5705228683121009,0.49299064468182785,10.601188276487786,7.597974393938898,1.9536561863945796,0.39349334272239705,0.44712336300819067,0.5927349379101761,1.2069852763225495,1.0165443209171776,2.334380450904051,3.3304162112934996,2.888771071076665,0.8195188858807544,1.5705228683121009,1.5705228683121009,0.5927349379101761,1.0165443209171776,1.5705228683121009,1.5705228683121009,1.5705228683121009,0.5927349379101761
7,fi_ood-ud-test_Case=Abl,4.8654522824821065,0.9799018381739814,1.9451830310337004,3.0178358353843837,8.982521795605908,1.9451830310337004,1.066151115317168,1.9451830310337004,1.9451830310337004,0.6783860349806351,10.273637423673776,7.265241704459767,1.7710669667440702,0.45267371782519983,0.5898836448805509,0.9799018381739814,0.8834415942014753,1.038197799689576,2.059606656743764,3.0336860218800297,2.650732744552906,0.4742504557822676,1.9451830310337004,1.9451830310337004,0.9799018381739814,1.038197799689576,1.9451830310337004,1.9451830310337004,1.9451830310337004,0.9799018381739814
8,sah_yktdt-ud-test_Case=Abl,5.35708994682866,0.5345224838248488,1.4638501094227998,3.465410552125762,9.441549509633319,1.4638501094227998,0.9258200997725515,1.4638501094227998,1.4638501094227998,0.5976143046671968,10.757703035647275,7.764387566686395,2.138089935299395,0.4407785320154718,0.5345224838248487,0.5345224838248488,1.3569339855976197,1.1952286093343936,2.5157353124399817,3.50318458594624,3.07350428199288,0.9636241116594315,1.4638501094227998,1.4638501094227998,0.5345224838248488,1.1952286093343936,1.4638501094227998,1.4638501094227998,1.4638501094227998,0.5345224838248488
9,sa_vedic-ud-test_Case=Abl,3.309211294739821,3.88590296719629,4.835176356148253,2.2078158908006174,7.042161965558125,4.835176356148253,3.1287004427763394,4.835176356148253,4.835176356148253,3.4584530657751955,8.181141158179841,5.430808824974025,2.4798028547313558,3.330915184874209,3.3800540117561213,3.88590296719629,2.5809420580274174,3.12870044277634,2.0692716744040243,2.0492052132346155,2.3751264128509675,2.965967495091667,4.835176356148253,4.835176356148253,3.88590296719629,3.12870044277634,4.835176356148253,4.835176356148253,4.835176356148253,3.88590296719629
