,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,hu_szeged-ud-dev_Case=Tem,0.4750730937913075,0.7126096406869612,0.694789774237514,1.1319231422671772,1.334634781503914,0.1767766952966369
1,hu_szeged-ud-test_Case=Tem,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
2,hu_szeged-ud-train_Case=Tem,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
3,fa_seraji-ud-dev_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
4,fa_seraji-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
5,fa_seraji-ud-train_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
6,gub_tudet-ud-test_Case=Tem,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
7,lzh_tuecl-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
8,apu_ufpa-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
9,egy_ujaen-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
10,nyq_aha-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
11,mdf_jr-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
12,mdf_jr-ud-train_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
13,myv_jr-ud-test_Case=Tem,1.1960583412006105,1.0133655422512757,1.0366729067983185,2.472066162365221,1.0833333333333333,1.5634719199411433
14,myv_jr-ud-train_Case=Tem,3.2123892112327304,3.053771575172795,3.0446725961064827,4.301162633521313,2.883140648667699,3.5355339059327378
15,kfm_aha-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
16,soj_aha-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
17,he_htb-ud-train_Case=Tem,6.924192692613663,6.693630367745144,6.740575183033489,8.299096336348915,6.289872812704562,7.3739406018763125
18,lzh_kyoto-ud-dev_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
19,lzh_kyoto-ud-train_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
20,lzh_kyoto-ud-test_Case=Tem,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
21,gu_gujtb-ud-test_Case=Tem,3.914006188605793,3.748958188617206,3.741101130562323,5.0,3.5443617196894563,4.242640687119285
