,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,sl_ssj-ud-test_Case=Dat,9.147043856575422,7.102314589059028
1,sl_ssj-ud-dev_Case=Dat,8.739716178966505,6.691130464838107
2,sl_ssj-ud-train_Case=Dat,9.23009537350528,7.183850600843654
3,xcl_caval-ud-train_Case=Dat,10.841163196668065,8.780571868601509
4,xcl_caval-ud-dev_Case=Dat,10.910404258207151,8.849111497371537
5,xcl_caval-ud-test_Case=Dat,10.85542709983587,8.797045573403492
6,hu_szeged-ud-dev_Case=Dat,9.589253125775963,7.581542123310476
7,hu_szeged-ud-test_Case=Dat,8.145832789637577,6.423455844759727
8,hu_szeged-ud-train_Case=Dat,9.651385117892538,7.638086152157775
9,xav_xdt-ud-test_Case=Dat,10.756393447619885,8.697016809837203
10,tr_pud-ud-test_Case=Dat,7.10281552856409,5.297733324357709
11,es_gsd-ud-test_Case=Dat,11.973930014828047,9.907268912419791
12,es_gsd-ud-dev_Case=Dat,11.973930014828047,9.907268912419791
13,es_gsd-ud-train_Case=Dat,11.973930014828047,9.907268912419791
14,de_hdt-ud-test_Case=Dat,11.973930014828047,9.907268912419791
15,de_hdt-ud-train_Case=Dat,11.973930014828047,9.907268912419791
16,de_hdt-ud-dev_Case=Dat,11.973930014828047,9.907268912419791
17,sga_dipsgg-ud-test_Case=Dat,11.973930014828047,9.907268912419791
18,pt_porttinari-ud-train_Case=Dat,10.106770453467403,8.048109048127024
19,pt_porttinari-ud-test_Case=Dat,10.165342280192506,8.108397620188853
20,pt_porttinari-ud-dev_Case=Dat,10.281455798345549,8.21017774871714
21,pl_pdb-ud-test_Case=Dat,10.572895313579401,8.514560993644729
22,pl_pdb-ud-train_Case=Dat,10.508336974320228,8.449453917665068
23,pl_pdb-ud-dev_Case=Dat,10.515276714955663,8.456815741345245
24,sah_yktdt-ud-test_Case=Dat,23.024443532906503,23.962995330012717
25,uk_iu-ud-dev_Case=Dat,6.354831932387268,5.03504458548051
26,uk_iu-ud-train_Case=Dat,8.678468684822818,6.703854489303949
27,uk_iu-ud-test_Case=Dat,7.260872598436461,5.381777216530598
28,sa_vedic-ud-test_Case=Dat,9.007132085482109,6.979782845596538
