,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
0,hu_szeged-ud-dev_Case=Ine,76.52287239773479,79.57229417328622,79.57229417328622
1,hu_szeged-ud-test_Case=Ine,50.53381706012981,53.4353191562784,53.4353191562784
2,hu_szeged-ud-train_Case=Ine,29.7858469058759,32.67200382276872,32.67200382276872
3,fi_ood-ud-test_Case=Ine,507.05226555060375,510.61629429543274,510.61629429543274
4,et_ewt-ud-train_Case=Ine,4.58257569495584,0.0,0.0
5,et_ewt-ud-test_Case=Ine,4.58257569495584,0.0,0.0
6,et_ewt-ud-dev_Case=Ine,4.58257569495584,0.0,0.0
7,si_stb-ud-test_Case=Ine,4.58257569495584,0.0,0.0
8,olo_kkpp-ud-test_Case=Ine,4.58257569495584,0.0,0.0
9,olo_kkpp-ud-train_Case=Ine,4.58257569495584,0.0,0.0
10,mdf_jr-ud-test_Case=Ine,4.58257569495584,0.0,0.0
11,mdf_jr-ud-train_Case=Ine,4.58257569495584,0.0,0.0
12,vep_vwt-ud-test_Case=Ine,4.58257569495584,0.0,0.0
13,fi_tdt-ud-train_Case=Ine,164.99172345711733,168.5023815651686,168.5023815651686
14,fi_tdt-ud-test_Case=Ine,70.71237515456542,74.19460896857669,74.19460896857669
15,fi_tdt-ud-dev_Case=Ine,109.33079265340676,112.83714912307127,112.83714912307127
16,myv_jr-ud-test_Case=Ine,4.58257569495584,0.0,0.0
17,myv_jr-ud-train_Case=Ine,4.58257569495584,0.0,0.0
18,kpv_ikdp-ud-test_Case=Ine,4.58257569495584,0.0,0.0
19,kpv_lattice-ud-test_Case=Ine,257.9573608176359,261.627597932634,261.627597932634
20,kpv_lattice-ud-train_Case=Ine,4.58257569495584,0.0,0.0
21,fi_pud-ud-test_Case=Ine,78.39590784822215,81.8102583258783,81.8102583258783
22,et_edt-ud-dev_Case=Ine,4.58257569495584,0.0,0.0
23,et_edt-ud-train_Case=Ine,4.58257569495584,0.0,0.0
24,et_edt-ud-test_Case=Ine,4.58257569495584,0.0,0.0
25,koi_uh-ud-train_Case=Ine,4.58257569495584,0.0,0.0
26,koi_uh-ud-test_Case=Ine,4.58257569495584,0.0,0.0
27,arr_tudet-ud-test_Case=Ine,4.58257569495584,0.0,0.0
28,krl_kkpp-ud-test_Case=Ine,4.58257569495584,0.0,0.0
29,eu_bdt-ud-train_Case=Ine,4.58257569495584,0.0,0.0
30,eu_bdt-ud-test_Case=Ine,4.58257569495584,0.0,0.0
31,eu_bdt-ud-dev_Case=Ine,4.58257569495584,0.0,0.0
32,fi_ftb-ud-dev_Case=Ine,4.58257569495584,0.0,0.0
33,fi_ftb-ud-train_Case=Ine,4.58257569495584,0.0,0.0
34,fi_ftb-ud-test_Case=Ine,4.58257569495584,0.0,0.0
35,ab_abnc-ud-test_Case=Ine,4.58257569495584,0.0,0.0
