,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,hu_szeged-ud-dev_Case=Ill,10.814334898740285,8.755722745407732
1,hu_szeged-ud-test_Case=Ill,10.744423571193161,8.685559570927259
2,hu_szeged-ud-train_Case=Ill,10.910869255070129,8.850635569794479
3,fi_ood-ud-test_Case=Ill,10.274088183386397,8.216475147114217
4,sms_giellagas-ud-test_Case=Ill,7.2583498107564814,5.489679882747986
5,sms_giellagas-ud-train_Case=Ill,11.062323444918793,9.000443983578798
6,et_ewt-ud-train_Case=Ill,7.102663770836528,5.451527804228215
7,et_ewt-ud-test_Case=Ill,7.522592638180004,5.648297780212064
8,et_ewt-ud-dev_Case=Ill,5.718040543256142,5.708705649134852
9,egy_ujaen-ud-test_Case=Ill,11.973930014828047,9.907268912419791
10,si_stb-ud-test_Case=Ill,11.973930014828047,9.907268912419791
11,lt_alksnis-ud-test_Case=Ill,11.062323444918793,9.000443983578798
12,lt_alksnis-ud-dev_Case=Ill,11.062323444918793,9.000443983578798
13,lt_alksnis-ud-train_Case=Ill,11.062323444918793,9.000443983578798
14,olo_kkpp-ud-test_Case=Ill,10.321711190180197,8.26654641281008
15,olo_kkpp-ud-train_Case=Ill,11.973930014828047,9.907268912419791
16,mdf_jr-ud-test_Case=Ill,6.607287643201255,5.338796264250473
17,mdf_jr-ud-train_Case=Ill,11.973930014828047,9.907268912419791
18,vep_vwt-ud-test_Case=Ill,10.48570455429677,8.424057438453117
19,fi_tdt-ud-train_Case=Ill,10.169788060505416,8.099575267441319
20,fi_tdt-ud-test_Case=Ill,10.167890940659717,8.10014328240677
21,fi_tdt-ud-dev_Case=Ill,10.225280173953475,8.159109656445786
22,myv_jr-ud-test_Case=Ill,10.444499857062391,8.38841686230318
23,myv_jr-ud-train_Case=Ill,10.622481381123855,8.565096062468868
24,kpv_ikdp-ud-test_Case=Ill,9.960672668048076,7.92197729494582
25,kpv_lattice-ud-test_Case=Ill,6.572204923084825,5.587928091856156
26,kpv_lattice-ud-train_Case=Ill,11.973930014828047,9.907268912419791
27,fi_pud-ud-test_Case=Ill,10.147822742864967,8.073805650432544
28,et_edt-ud-dev_Case=Ill,8.381747121409488,6.433193727863139
29,et_edt-ud-train_Case=Ill,8.410051734396788,6.455695558022611
30,et_edt-ud-test_Case=Ill,7.710799839862049,5.850036202074352
31,koi_uh-ud-train_Case=Ill,11.973930014828047,9.907268912419791
32,koi_uh-ud-test_Case=Ill,22.346699980086544,23.743473154721592
33,sme_giella-ud-train_Case=Ill,10.909787860042771,8.842373937341245
34,sme_giella-ud-test_Case=Ill,10.860777297469323,8.798720936929074
35,krl_kkpp-ud-test_Case=Ill,10.732508019799555,8.674148236473295
36,fi_ftb-ud-dev_Case=Ill,11.973930014828047,9.907268912419791
37,fi_ftb-ud-train_Case=Ill,11.973930014828047,9.907268912419791
38,fi_ftb-ud-test_Case=Ill,11.973930014828047,9.907268912419791
