,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,xcl_caval-ud-train_Case=Abl,0.7566471071231579,0.8897421010145475,0.7676999881458341
1,xcl_caval-ud-dev_Case=Abl,0.36783832919199405,0.4825437722735297,0.37673726856577916
2,xcl_caval-ud-test_Case=Abl,0.6168370798290952,0.7480995400522247,0.627462458556876
3,hu_szeged-ud-dev_Case=Abl,0.15835769793043586,0.2107219713564543,0.1919482633484063
4,hu_szeged-ud-test_Case=Abl,0.17104741638258686,0.13073387674736156,0.16631716491993664
5,hu_szeged-ud-train_Case=Abl,0.18459846586687315,0.29489118038330114,0.20014127978007948
6,tr_pud-ud-test_Case=Abl,0.37893486681078725,0.511169612897294,0.3896302284547358
7,fi_ood-ud-test_Case=Abl,0.7360199757879222,0.8902368417864271,0.7515731539747521
8,sah_yktdt-ud-test_Case=Abl,0.39730130192964536,0.47172267195149137,0.40229856549889553
9,sa_vedic-ud-test_Case=Abl,3.6361064344188305,3.7964563500798603,3.648897634626053
10,sa_vedic-ud-train_Case=Abl,4.980834566739374,5.135056422793663,4.993460742256283
11,sa_vedic-ud-dev_Case=Abl,7.68606228929661,7.841729220649059,7.698460739848154
12,la_circse-ud-test_Case=Abl,1.8562960117962441,2.007179324075804,1.8689714117453917
13,tr_atis-ud-dev_Case=Abl,18.817011169057103,18.949866740744273,18.828284362959604
14,tr_atis-ud-train_Case=Abl,16.99545641498762,17.126858368678935,17.006582483022402
15,tr_atis-ud-test_Case=Abl,23.713121139941297,23.846030526382254,23.724397343683734
16,hi_pud-ud-test_Case=Abl,1.259531560972737,1.08869426309121,1.2452843148017878
17,la_perseus-ud-test_Case=Abl,0.9890483244058332,1.1243086769369228,1.0005958926143355
18,la_perseus-ud-train_Case=Abl,1.1752545013806117,1.3236981630101354,1.1880234186748506
19,tr_kenet-ud-dev_Case=Abl,0.46075341929783215,0.5905089257015887,0.47061532048093907
20,tr_kenet-ud-test_Case=Abl,0.8042549545644416,0.9412012533111241,0.8152595141893254
21,tr_kenet-ud-train_Case=Abl,0.48575482937328285,0.6183379575259119,0.4957906478380902
22,ess_sli-ud-test_Case=Abl,116.55078901385905,116.66791609736944,116.56076459999652
23,ky_tuecl-ud-test_Case=Abl,0.2939723678960656,0.10649955403405117,0.28019779169211134
24,hit_hittb-ud-test_Case=Abl,0.24452511967384566,0.09898761596621232,0.23242275205103466
25,sa_ufal-ud-test_Case=Abl,1.380222394179579,1.5249427553209667,1.391685110382397
26,et_ewt-ud-train_Case=Abl,0.1547598697464902,0.21491667209276538,0.15413538221116754
27,et_ewt-ud-test_Case=Abl,0.25050172461115977,0.2851648661845112,0.2517720635076297
28,et_ewt-ud-dev_Case=Abl,0.2154524381073924,0.1912055080634437,0.20991988477676757
29,gub_tudet-ud-test_Case=Abl,0.2939723678960656,0.10649955403405117,0.28019779169211134
30,ml_ufal-ud-test_Case=Abl,1.259531560972737,1.08869426309121,1.2452843148017878
31,egy_ujaen-ud-test_Case=Abl,1.259531560972737,1.08869426309121,1.2452843148017878
32,sq_tsa-ud-test_Case=Abl,1.5194215923530383,1.6246111776917425,1.5289768022204897
33,mr_ufal-ud-train_Case=Abl,0.2939723678960656,0.10649955403405117,0.28019779169211134
34,si_stb-ud-test_Case=Abl,0.6478835438717001,0.7497111395001487,0.6560203154788635
35,olo_kkpp-ud-test_Case=Abl,1.259531560972737,1.08869426309121,1.2452843148017878
36,olo_kkpp-ud-train_Case=Abl,0.2939723678960656,0.10649955403405117,0.28019779169211134
37,hy_bsut-ud-train_Case=Abl,0.44997672821868134,0.5922885387887985,0.46124165486906454
38,hy_bsut-ud-test_Case=Abl,0.3524743308502449,0.5034664834446114,0.36224354118559154
39,hy_bsut-ud-dev_Case=Abl,0.3815717397943407,0.5301261597021181,0.3932956979737811
40,mdf_jr-ud-test_Case=Abl,3.8266981804333335,3.985827960683209,3.8432181044184683
41,mdf_jr-ud-train_Case=Abl,1.259531560972737,1.08869426309121,1.2452843148017878
42,vep_vwt-ud-test_Case=Abl,0.5800170282728083,0.6514488723378999,0.5851492898039138
43,la_llct-ud-dev_Case=Abl,2.945615895835705,3.103299064832997,2.9584348380507506
44,la_llct-ud-test_Case=Abl,3.0650414280462117,3.223451389369806,3.077890910266491
45,la_llct-ud-train_Case=Abl,2.705476432103007,2.8610127357682793,2.7182884338797795
46,fi_tdt-ud-train_Case=Abl,0.7108771941464949,0.8484056916269792,0.7230928834456628
47,fi_tdt-ud-test_Case=Abl,0.510398635120326,0.6354919455653402,0.5243196668244179
48,fi_tdt-ud-dev_Case=Abl,1.125476579438327,1.2544420128906333,1.1373261636263958
49,myv_jr-ud-test_Case=Abl,0.4516064703593634,0.6038958206784991,0.4637651939032616
50,myv_jr-ud-train_Case=Abl,0.916474886797967,1.0476905589004282,0.9280191521279836
51,tr_framenet-ud-test_Case=Abl,0.21213117343574114,0.21253910884036828,0.20856879089690517
52,tr_framenet-ud-train_Case=Abl,1.172238413749386,1.3040719177052509,1.1833111070731008
53,tr_framenet-ud-dev_Case=Abl,1.5800062509643498,1.7060107238209439,1.5906531580252818
54,ky_ktmu-ud-train_Case=Abl,0.9308167129389222,1.0570851959663379,0.9414290096692971
55,ky_ktmu-ud-test_Case=Abl,1.1840241963080558,1.3112860154678434,1.1947598331228726
56,la_proiel-ud-test_Case=Abl,1.3961963503851094,1.5510825647997066,1.4091330944728078
57,la_proiel-ud-dev_Case=Abl,1.375918166367507,1.5289096160874625,1.3887044148322891
