,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,fi_ood-ud-test_Case=Abe,0.0,5.734883511361751,6.6248689714505975,2.3464161894771274,4.760952285695234,6.6248689714505975,4.988876515698588,6.6248689714505975,6.6248689714505975,5.328122454381927,5.458174297937605,2.560381915956203,3.496029493900505,5.154501808020722,5.245449382943748,5.734883511361751,4.459696053419884,4.496912521077347,3.174940458273233,2.401690558549671,2.7411473672330877,4.766783215358364,6.6248689714505975,6.6248689714505975,5.734883511361751,4.496912521077347,6.6248689714505975,6.6248689714505975,6.6248689714505975,5.734883511361751
1,sms_giellagas-ud-test_Case=Abe,5.734883511361751,0.0,1.0,3.8273392947447844,9.797958971132713,1.0,1.4142135623730951,1.0,1.0,0.7071067811865476,11.136152337719203,8.12403840463596,2.449489742783178,0.692820323027551,0.7284313590846835,0.0,1.699673171197595,1.4142135623730951,2.874966451763469,3.8746047519032274,3.409545424246464,1.224744871391589,1.0,1.0,0.0,1.4142135623730951,1.0,1.0,1.0,0.0
2,sms_giellagas-ud-train_Case=Abe,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
3,et_ewt-ud-train_Case=Abe,2.3464161894771274,3.8273392947447844,4.723895928549249,0.0,6.022256528590021,4.723895928549249,3.159408079123499,4.723895928549249,4.723895928549249,3.35317225509451,7.500510186728933,4.616837959444124,1.577908716741037,3.31589999001239,3.2881288574537275,3.8273392947447844,2.5350155531821263,2.559939058231545,1.0150666442480778,0.4428916296719943,0.6544371488992737,3.0088682227474517,4.723895928549249,4.723895928549249,3.8273392947447844,2.559939058231545,4.723895928549249,4.723895928549249,4.723895928549249,3.8273392947447844
4,et_ewt-ud-test_Case=Abe,4.760952285695234,9.797958971132713,10.661457061146319,6.022256528590021,0.0,10.661457061146319,9.018499505645789,10.661457061146319,10.661457061146319,9.300537618869138,3.376799931559135,3.3166247903554003,7.4833147735478835,9.292290711480495,9.250850301054331,9.797958971132713,8.445906306213285,8.485281374238571,6.95798679554033,5.995994990230147,6.432340165134304,8.95358401237553,10.661457061146319,10.661457061146319,9.797958971132713,8.485281374238571,10.661457061146319,10.661457061146319,10.661457061146319,9.797958971132713
5,et_ewt-ud-dev_Case=Abe,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
6,gub_tudet-ud-test_Case=Abe,4.988876515698588,1.4142135623730951,2.23606797749979,3.159408079123499,9.018499505645789,2.23606797749979,0.0,2.23606797749979,2.23606797749979,1.224744871391589,10.320556617202818,7.3484692283495345,2.0,1.131370849898476,1.178030178747903,1.4142135623730951,1.3743685418725535,1.4142135623730951,2.270312971300283,3.1785957708365755,2.806243040080456,1.224744871391589,2.23606797749979,2.23606797749979,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,1.4142135623730951
7,olo_kkpp-ud-test_Case=Abe,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
8,olo_kkpp-ud-train_Case=Abe,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
9,mdf_jr-ud-test_Case=Abe,5.328122454381927,0.7071067811865476,1.5811388300841898,3.35317225509451,9.300537618869138,1.5811388300841898,1.224744871391589,1.5811388300841898,1.5811388300841898,0.0,10.712790901015891,7.713624310270756,2.1213203435596424,0.6164414002968976,0.17496355305594127,0.7071067811865476,1.1055415967851332,1.224744871391589,2.3895347964007296,3.394356035032563,2.9261749776799064,1.0,1.5811388300841898,1.5811388300841898,0.7071067811865476,1.224744871391589,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.7071067811865476
