,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,el_gud-ud-train_Case=Voc,11.259102531159511,11.259624018838263,11.245498413494229,11.155284401037349,11.1331436209388,11.094229070802179
1,el_gud-ud-test_Case=Voc,13.417573502539549,13.420173279574996,13.405849101174338,13.324999368227576,13.303898449939746,13.267786964210892
2,fa_seraji-ud-dev_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
3,fa_seraji-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
4,fa_seraji-ud-train_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
5,sga_dipsgg-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
6,pl_pdb-ud-test_Case=Voc,5.3831663827126235,5.387706912160997,5.377243653316284,5.32035904880143,5.300694784012218,5.272322171169822
7,pl_pdb-ud-train_Case=Voc,5.597936373674662,5.603138496317838,5.592617743706582,5.529287175021354,5.506351075405156,5.4747773479733715
8,pl_pdb-ud-dev_Case=Voc,3.466516009122988,3.4714031593744075,3.4610709824675676,3.402210565895926,3.3813565951393687,3.3522252565911623
9,uk_iu-ud-dev_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
10,uk_iu-ud-train_Case=Voc,40.921106540686715,40.92732896651418,40.91312083904286,40.842850846949,40.81600540379612,40.7797857729101
11,uk_iu-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,sa_vedic-ud-test_Case=Voc,346.2104110262117,346.21675206006165,346.20381779638154,346.135289251625,346.1099232809042,346.07304198267724
13,sa_vedic-ud-train_Case=Voc,158.30738012181553,158.31347700918533,158.3009524658286,158.23128634053396,158.20587634287338,158.16913130430322
14,sa_vedic-ud-dev_Case=Voc,414.19368208447605,414.19955611242574,414.1869882487473,414.11824902990185,414.09317496159804,414.0568822498852
15,kmr_mg-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
16,hr_set-ud-dev_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
17,hr_set-ud-train_Case=Voc,33.04148319959903,33.048506631614174,33.038279332231696,32.95925895739175,32.92922365594786,32.890631346739816
18,hr_set-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
19,orv_rnc-ud-dev_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
20,orv_rnc-ud-train_Case=Voc,58.87763132646594,58.882152645507844,58.87087355464006,58.81133992183276,58.790532345290096,58.76024679458143
21,orv_rnc-ud-test_Case=Voc,11.421215236739487,11.42545926197146,11.414786273908607,11.356082430277851,11.335541899029492,11.30592923171507
22,cpg_tuecl-ud-test_Case=Voc,24.48911768024029,24.49402407195233,24.481628284425653,24.41109015281742,24.385869729972455,24.35101658587424
23,la_circse-ud-test_Case=Voc,52.11882757494609,52.12369508838187,52.11314376514259,52.038158056156746,52.0088816282795,51.97139658330894
24,grc_perseus-ud-dev_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
25,grc_perseus-ud-train_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
26,grc_perseus-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
27,qpm_philotis-ud-train_Case=Voc,88.37127381831614,88.37551237667661,88.36298314409409,88.29673125897928,88.27423660233076,88.24094231510345
28,qpm_philotis-ud-dev_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
29,qpm_philotis-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
30,la_perseus-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
31,la_perseus-ud-train_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
32,sk_snk-ud-train_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
33,lt_hse-ud-train_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
34,ess_sli-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
35,hit_hittb-ud-test_Case=Voc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
