,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,xcl_caval-ud-train_Case=Abl,0.981033658215459,19.81325118657268
1,xcl_caval-ud-dev_Case=Abl,0.5715444524392794,20.194430795497492
2,xcl_caval-ud-test_Case=Abl,0.8383913995250516,19.940346788692704
3,hu_szeged-ud-dev_Case=Abl,0.27003086243366076,20.548469123838235
4,hu_szeged-ud-test_Case=Abl,0.20327890704543547,20.572387817068485
5,hu_szeged-ud-train_Case=Abl,0.36265586218399565,20.47270180690317
6,tr_pud-ud-test_Case=Abl,0.5927349379101761,20.248142616227298
7,fi_ood-ud-test_Case=Abl,0.9799018381739814,19.947465605511017
8,sah_yktdt-ud-test_Case=Abl,0.5345224838248488,20.385569125521823
9,sa_vedic-ud-test_Case=Abl,3.88590296719629,18.042806456349428
10,sa_vedic-ud-train_Case=Abl,5.221412445784578,17.30020213994161
11,sa_vedic-ud-dev_Case=Abl,7.928398585605507,16.08628593060941
12,la_circse-ud-test_Case=Abl,2.095276678888364,19.209044410336926
13,tr_atis-ud-dev_Case=Abl,19.021061517433772,4.498697728232027
14,tr_atis-ud-train_Case=Abl,17.197306965449716,4.959960989539281
15,tr_atis-ud-test_Case=Abl,23.917174791350252,5.540570066939563
16,hi_pud-ud-test_Case=Abl,1.0,21.494185260204677
17,la_perseus-ud-test_Case=Abl,1.209019689170821,19.79181938513271
18,la_perseus-ud-train_Case=Abl,1.4163998524064745,19.626830273093077
19,tr_kenet-ud-dev_Case=Abl,0.6703064653046633,20.14300892948066
20,tr_kenet-ud-test_Case=Abl,1.0203470160886428,19.831900209712078
21,tr_kenet-ud-train_Case=Abl,0.6985630677993511,20.06487858700631
22,ess_sli-ud-test_Case=Abl,116.73045875006231,106.61613386350116
23,ky_tuecl-ud-test_Case=Abl,0.0,20.71231517720798
24,hit_hittb-ud-test_Case=Abl,0.1087856586440842,20.653094098899277
25,sa_ufal-ud-test_Case=Abl,1.616244071283537,19.2327314540518
26,et_ewt-ud-train_Case=Abl,0.30307070437746336,20.444033812301292
27,et_ewt-ud-test_Case=Abl,0.36080121229411,20.37851868190225
28,et_ewt-ud-dev_Case=Abl,0.24494897427831777,20.558696456730907
29,gub_tudet-ud-test_Case=Abl,0.0,20.71231517720798
30,ml_ufal-ud-test_Case=Abl,1.0,21.494185260204677
31,egy_ujaen-ud-test_Case=Abl,1.0,21.494185260204677
32,sq_tsa-ud-test_Case=Abl,1.699673171197595,19.058389811897072
33,mr_ufal-ud-train_Case=Abl,0.0,20.71231517720798
34,si_stb-ud-test_Case=Abl,0.816496580927726,20.207259421636902
35,olo_kkpp-ud-test_Case=Abl,1.0,21.494185260204677
36,olo_kkpp-ud-train_Case=Abl,0.0,20.71231517720798
37,hy_bsut-ud-train_Case=Abl,0.6756366144362388,20.237133967480315
38,hy_bsut-ud-test_Case=Abl,0.590605591233093,20.28071936226607
39,hy_bsut-ud-dev_Case=Abl,0.6149239691939756,20.283038749153295
40,mdf_jr-ud-test_Case=Abl,4.0674781742776265,17.615720520814797
41,mdf_jr-ud-train_Case=Abl,1.0,21.494185260204677
42,vep_vwt-ud-test_Case=Abl,0.7071067811865476,20.334699407662754
43,la_llct-ud-dev_Case=Abl,3.2012830687745946,18.21349208141706
44,la_llct-ud-test_Case=Abl,3.320446069683141,18.070094457294207
45,la_llct-ud-train_Case=Abl,2.95881040312914,18.41151209212161
46,fi_tdt-ud-train_Case=Abl,0.9338179035135449,19.86752872903722
47,fi_tdt-ud-test_Case=Abl,0.7186986956322287,20.06077168510695
48,fi_tdt-ud-dev_Case=Abl,1.333229162597338,19.44550076495846
49,myv_jr-ud-test_Case=Abl,0.6902571934115808,20.196062719626294
50,myv_jr-ud-train_Case=Abl,1.1230944852859372,19.946204772152104
51,tr_framenet-ud-test_Case=Abl,0.2719641466102106,20.461899938970134
52,tr_framenet-ud-train_Case=Abl,1.3795724778374816,19.608887866972502
53,tr_framenet-ud-dev_Case=Abl,1.7776388834631178,19.466894975830122
54,ky_ktmu-ud-train_Case=Abl,1.131370849898476,19.69466932954194
55,ky_ktmu-ud-test_Case=Abl,1.3847506492806019,19.37543109917945
56,la_proiel-ud-test_Case=Abl,1.646717170376281,19.434083648676967
