,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,el_gud-ud-train_Case=Voc,10.936051491384914,10.724088604114051,10.759398443844143,12.220201853215572,10.330980915027704,11.357816691600545
1,el_gud-ud-test_Case=Voc,13.106402167558333,12.908834991327968,12.943264492917187,14.33527118683145,12.532457859494283,13.509256086106296
2,fa_seraji-ud-dev_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
3,fa_seraji-ud-test_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
4,fa_seraji-ud-train_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
5,sga_dipsgg-ud-test_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
6,pl_pdb-ud-test_Case=Voc,5.120293314656682,4.964783505360736,4.99213848188864,6.202369527454974,4.7090067846584365,5.454823740581938
7,pl_pdb-ud-train_Case=Voc,5.310816794331814,5.137287477255574,5.167567018701197,6.473643321286683,4.841122487827462,5.6768159798800495
8,pl_pdb-ud-dev_Case=Voc,3.203036753526947,3.052816322676489,3.0806941391141236,4.328972164382673,2.8464890654980564,3.5411862419251547
9,uk_iu-ud-dev_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
10,uk_iu-ud-train_Case=Voc,40.583590006032956,40.370323516580015,40.4087466448915,41.86884283091664,39.9570081462564,41.012193308819754
11,uk_iu-ud-test_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
12,sa_vedic-ud-test_Case=Voc,345.88122158400625,345.67188877243115,345.7065169152429,347.1296587732025,345.2594133401724,346.2975599105486
13,sa_vedic-ud-train_Case=Voc,157.9768666759153,157.7666435140528,157.80101333235237,159.23164714190312,157.3527413637317,158.3946821905975
14,sa_vedic-ud-dev_Case=Voc,413.86560150743514,413.656727276172,413.6908176547586,415.10841957252563,413.24516028623975,414.28009848410534
15,kmr_mg-ud-test_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
16,hr_set-ud-dev_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
17,hr_set-ud-train_Case=Voc,32.70045021776374,32.48160537134826,32.51742508937767,34.0147027033899,32.055615732660634,33.13608305156178
18,hr_set-ud-test_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
19,orv_rnc-ud-dev_Case=Voc,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
20,orv_rnc-ud-train_Case=Voc,58.59121568593329,58.41125004606942,58.44100167158988,59.679700624807644,58.05798107639178,58.95195784139262
21,orv_rnc-ud-test_Case=Voc,11.144256118936088,10.972622179770886,11.001460266331707,12.232129822725067,10.656570742973557,11.49456393257265
