,Treebank,arr_tudet-ud-test_Case=Sim
0,sl_ssj-ud-test_Case=Dat,3.237354116223063
1,sl_ssj-ud-dev_Case=Dat,3.702382866329317
2,sl_ssj-ud-train_Case=Dat,3.1179361720571244
3,xcl_caval-ud-train_Case=Dat,1.239102502759832
4,xcl_caval-ud-dev_Case=Dat,1.1651494545412489
5,xcl_caval-ud-test_Case=Dat,1.2227021265001647
6,hu_szeged-ud-dev_Case=Dat,3.1993621813334823
7,hu_szeged-ud-test_Case=Dat,6.174337938564088
8,hu_szeged-ud-train_Case=Dat,3.045362818101901
9,xav_xdt-ud-test_Case=Dat,1.3133925536563698
10,tr_pud-ud-test_Case=Dat,6.339143832598542
11,es_gsd-ud-test_Case=Dat,0.0
12,es_gsd-ud-dev_Case=Dat,0.0
13,es_gsd-ud-train_Case=Dat,0.0
14,de_hdt-ud-test_Case=Dat,0.0
15,de_hdt-ud-train_Case=Dat,0.0
16,de_hdt-ud-dev_Case=Dat,0.0
17,sga_dipsgg-ud-test_Case=Dat,0.0
18,pt_porttinari-ud-train_Case=Dat,2.1565242585859323
19,pt_porttinari-ud-test_Case=Dat,2.0946968998021687
20,pt_porttinari-ud-dev_Case=Dat,1.914854215512676
21,pl_pdb-ud-test_Case=Dat,1.541535826120694
22,pl_pdb-ud-train_Case=Dat,1.6189288728823157
23,pl_pdb-ud-dev_Case=Dat,1.6141540233157499
24,sah_yktdt-ud-test_Case=Dat,30.062435031114827
25,uk_iu-ud-dev_Case=Dat,8.489732360655166
26,uk_iu-ud-train_Case=Dat,4.162123839315832
27,uk_iu-ud-test_Case=Dat,5.847542709481503
28,sa_vedic-ud-test_Case=Dat,3.344574254420582
29,sa_vedic-ud-train_Case=Dat,3.268627846799917
30,sa_vedic-ud-dev_Case=Dat,2.7268048798195497
31,es_ancora-ud-train_Case=Dat,0.0
32,es_ancora-ud-test_Case=Dat,0.0
33,es_ancora-ud-dev_Case=Dat,0.0
34,hr_set-ud-dev_Case=Dat,5.553167082786309
35,hr_set-ud-train_Case=Dat,4.7576712783229205
36,hr_set-ud-test_Case=Dat,5.783442463408472
