,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,hu_szeged-ud-dev_Case=Abs,14.700312022325205,20.34495896707341,18.611069309054926,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895
1,hu_szeged-ud-test_Case=Abs,14.84316430641455,20.48668206449825,18.776322745894312,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692
2,hu_szeged-ud-train_Case=Abs,14.815132995706566,20.458863330043446,18.71927462813531,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654
3,ess_sli-ud-test_Case=Abs,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
4,hit_hittb-ud-test_Case=Abs,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
5,mr_ufal-ud-dev_Case=Abs,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
6,mr_ufal-ud-test_Case=Abs,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
7,mr_ufal-ud-train_Case=Abs,77.56287771866127,74.93997598078077,73.4234295031225,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113
8,wbp_ufal-ud-test_Case=Abs,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
9,nhi_itml-ud-test_Case=Abs,15.791074209545025,17.353264893648568,13.700049562855288,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754
10,azz_itml-ud-test_Case=Abs,11.414833012287682,16.678281667038704,13.819011519102203,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422
11,eu_bdt-ud-train_Case=Abs,31.442639709162908,29.779803091561888,26.94155936610404,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195
12,eu_bdt-ud-test_Case=Abs,31.367871530086,29.712698686404753,26.897208922943346,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156
13,eu_bdt-ud-dev_Case=Abs,23.458713279578223,22.676130201323424,19.33251177012845,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671
14,gu_gujtb-ud-test_Case=Abs,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
