,Treebank,am_att-ud-test_Case=Mal
0,hu_szeged-ud-dev_Case=Ela,1.2378968474073424
1,hu_szeged-ud-test_Case=Ela,1.2936264483053452
2,hu_szeged-ud-train_Case=Ela,1.3821232037211988
3,fi_ood-ud-test_Case=Ela,2.15378358937604
4,et_ewt-ud-train_Case=Ela,1.8323405560366852
5,et_ewt-ud-test_Case=Ela,1.837160995445604
6,et_ewt-ud-dev_Case=Ela,1.8634951502617705
7,egy_ujaen-ud-test_Case=Ela,0.6
8,olo_kkpp-ud-test_Case=Ela,1.5251184854160753
9,olo_kkpp-ud-train_Case=Ela,1.16619037896906
10,mdf_jr-ud-test_Case=Ela,20.737084333788747
11,mdf_jr-ud-train_Case=Ela,0.6
12,vep_vwt-ud-test_Case=Ela,1.6537835408541228
13,fi_tdt-ud-train_Case=Ela,2.390475849874797
14,fi_tdt-ud-test_Case=Ela,2.2259077984821722
15,fi_tdt-ud-dev_Case=Ela,2.360481131847677
16,myv_jr-ud-test_Case=Ela,1.945169195409413
17,myv_jr-ud-train_Case=Ela,2.4576411454889016
18,kpv_ikdp-ud-test_Case=Ela,4.166533331199932
19,kpv_lattice-ud-test_Case=Ela,3.3855534617714693
20,kpv_lattice-ud-train_Case=Ela,2.315167380558045
21,fi_pud-ud-test_Case=Ela,2.8905759129389
22,et_edt-ud-dev_Case=Ela,2.053573328294368
23,et_edt-ud-train_Case=Ela,1.9639226172734616
24,et_edt-ud-test_Case=Ela,2.079097178467121
25,wbp_ufal-ud-test_Case=Ela,1.16619037896906
26,koi_uh-ud-train_Case=Ela,0.6
27,koi_uh-ud-test_Case=Ela,3.8548670534792766
28,krl_kkpp-ud-test_Case=Ela,1.6675730868540664
29,fi_ftb-ud-dev_Case=Ela,0.6
30,fi_ftb-ud-train_Case=Ela,0.6
31,fi_ftb-ud-test_Case=Ela,0.6
