,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,hu_szeged-ud-dev_Case=Ter,0.5211573066470477,33.43309146546684,8.476715679034749,10.52147123763532,0.4186296353639315,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328
1,hu_szeged-ud-test_Case=Ter,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,hu_szeged-ud-train_Case=Ter,0.15590239111558088,33.707432002782745,8.743761714298778,10.791739126723135,0.21850184336878156,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056
3,et_ewt-ud-train_Case=Ter,0.51478150704935,33.42551420696471,8.470544490582771,10.516403951261843,0.4081206929328627,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161
4,et_ewt-ud-test_Case=Ter,0.3535533905932738,33.602455267435445,8.639293761310288,10.688150927449232,0.31868871959954903,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961
5,et_ewt-ud-dev_Case=Ter,0.282842712474619,33.641938113016025,8.682879516278852,10.729768584843642,0.27443123000125186,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438
6,olo_kkpp-ud-test_Case=Ter,1.4142135623730951,32.96209944769902,8.077107738633156,10.102777623133122,1.3020416659999787,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
7,vep_vwt-ud-test_Case=Ter,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,kpv_ikdp-ud-test_Case=Ter,1.4142135623730951,32.977264895682296,8.06584473193412,10.102777623133122,1.3020416659999787,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
9,kpv_lattice-ud-test_Case=Ter,2.4907993963089563,31.477721308498655,6.906771410281429,8.835293154578414,2.327498931366071,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375
10,et_edt-ud-dev_Case=Ter,0.18311646218632124,33.67316986634947,8.712002862261384,10.759442796271314,0.20687587364341792,1.1658100334413286,1.1658100334413286,1.1658100334413286,1.1658100334413286,1.1658100334413286,1.1658100334413286,1.1658100334413286
11,et_edt-ud-train_Case=Ter,0.25719503542143074,33.618550325456845,8.657560978869814,10.70478399233943,0.2269588727826066,1.2325679372360732,1.2325679372360732,1.2325679372360732,1.2325679372360732,1.2325679372360732,1.2325679372360732,1.2325679372360732
12,et_edt-ud-test_Case=Ter,0.30267496697538676,33.603228684001365,8.644033095995175,10.691100724982768,0.265445325819471,1.2567485880964147,1.2567485880964147,1.2567485880964147,1.2567485880964147,1.2567485880964147,1.2567485880964147,1.2567485880964147
13,ab_abnc-ud-test_Case=Ter,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,gu_gujtb-ud-test_Case=Ter,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
