,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,hu_szeged-ud-dev_Case=Tra,0.36271013492223875,0.5072140258834825,0.3516385805881156
1,hu_szeged-ud-test_Case=Tra,0.20030840419244383,0.15499456258121339,0.17948399976833448
2,hu_szeged-ud-train_Case=Tra,0.2209519248307643,0.11345743603687025,0.2103429005278503
3,fi_ood-ud-test_Case=Tra,2.281880209478515,2.4286689960345416,2.29417623233333
4,et_ewt-ud-train_Case=Tra,2.9892062480613864,3.1302957057738494,3.0006389205835537
5,et_ewt-ud-test_Case=Tra,2.984744321487361,3.12300088442687,2.996359568946076
6,et_ewt-ud-dev_Case=Tra,4.274699018355663,4.409506440216841,4.2857406947305074
7,gub_tudet-ud-test_Case=Tra,1.259531560972737,1.08869426309121,1.2452843148017878
8,olo_kkpp-ud-test_Case=Tra,0.8187307126545268,0.9395115727298902,0.8307760269797649
9,mdf_jr-ud-test_Case=Tra,2.8454940554766734,2.989871449652014,2.8581092666738463
10,vep_vwt-ud-test_Case=Tra,2.6620330112690977,2.768305631257671,2.6709673075544544
11,fi_tdt-ud-train_Case=Tra,3.125073202977077,3.2755263523824762,3.1375214247021868
12,fi_tdt-ud-test_Case=Tra,4.416936982866561,4.57648284767753,4.429689589093526
13,fi_tdt-ud-dev_Case=Tra,3.5196366254641465,3.6725921988913064,3.532065766693327
14,myv_jr-ud-test_Case=Tra,4.635334715608126,4.779040252381348,4.647268643385214
15,myv_jr-ud-train_Case=Tra,11.020878054239587,11.172522329290182,11.03336655192493
16,kpv_ikdp-ud-test_Case=Tra,1.259531560972737,1.08869426309121,1.2452843148017878
17,kpv_lattice-ud-test_Case=Tra,1.259531560972737,1.08869426309121,1.2452843148017878
18,tpn_tudet-ud-test_Case=Tra,0.2817604046208575,0.3752503753744427,0.2882843769120511
19,fi_pud-ud-test_Case=Tra,8.217409183707499,8.371056281122998,8.229978809602704
20,et_edt-ud-dev_Case=Tra,3.5541012291988987,3.700460062947205,3.565971233647305
21,et_edt-ud-train_Case=Tra,3.210008350854612,3.355302393232258,3.221928204445785
22,et_edt-ud-test_Case=Tra,2.51417980725366,2.6556746722728306,2.525797561221787
23,krl_kkpp-ud-test_Case=Tra,0.3042903097250923,0.35526137798744417,0.3065010623710265
24,fi_ftb-ud-dev_Case=Tra,1.259531560972737,1.08869426309121,1.2452843148017878
25,fi_ftb-ud-train_Case=Tra,1.259531560972737,1.08869426309121,1.2452843148017878
26,fi_ftb-ud-test_Case=Tra,1.259531560972737,1.08869426309121,1.2452843148017878
27,eme_tudet-ud-test_Case=Tra,1.3625049552520605,1.4850101678061711,1.3728153239166025
28,aqz_tudet-ud-test_Case=Tra,1.259531560972737,1.08869426309121,1.2452843148017878
