,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,sl_ssj-ud-test_Case=Ins,1.633022319572626,1.6365420675191622,1.6259438816625411,1.5381103218000203,1.509228224216149,1.4698158940695716
1,sl_ssj-ud-dev_Case=Ins,1.7059673271608466,1.7097298947097117,1.6995993267478728,1.610767183995542,1.5803465251476463,1.5399529748762377
2,sl_ssj-ud-train_Case=Ins,1.6668678446266045,1.6706560140743318,1.6602429304131217,1.5725482196503864,1.5433421440396229,1.503927835092867
3,xcl_caval-ud-train_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
4,xcl_caval-ud-dev_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
5,xcl_caval-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
6,hu_szeged-ud-dev_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
7,hu_szeged-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
8,hu_szeged-ud-train_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
9,xav_xdt-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
10,tr_pud-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
11,fi_ood-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,pl_pdb-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
13,pl_pdb-ud-train_Case=Ins,3334.8356171102932,3334.840837171999,3334.8272410877958,3334.740944373994,3334.7098692349523,3334.667676208157
14,pl_pdb-ud-dev_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
15,sah_yktdt-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
16,uk_iu-ud-dev_Case=Ins,3.385424464608866,3.39008577380609,3.3773869154020417,3.2923657420712336,3.2625832041867366,3.2222328565272442
17,uk_iu-ud-train_Case=Ins,3.6803720539988447,3.685168688527159,3.6730712711525437,3.587541256059914,3.557131790892931,3.516673894669975
18,uk_iu-ud-test_Case=Ins,3.749640373905192,3.754429732795689,3.74236918406949,3.657544612163331,3.6273760218755804,3.5871946968820985
19,sa_vedic-ud-test_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
20,sa_vedic-ud-train_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
21,sa_vedic-ud-dev_Case=Ins,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
22,hr_set-ud-dev_Case=Ins,3.154254281057359,3.158841053124655,3.147877801811558,3.060237795864731,3.0293131518980894,2.9881746521766974
23,hr_set-ud-train_Case=Ins,2.9264473324988454,2.9310313693403356,2.919732794551803,2.8300263143827196,2.7995996575036135,2.757989658655719
24,hr_set-ud-test_Case=Ins,2.8181799645560828,2.822392334794002,2.811077500628125,2.7228866235350027,2.6922883049873576,2.650830980302721
