,Treebank,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
0,hu_szeged-ud-dev_Case=Ade,1.4548001417311427,0.8931195328733998,0.5497647687258047,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434
1,hu_szeged-ud-test_Case=Ade,1.4433024652507627,0.8681695359751264,0.4997967796226765,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357
2,hu_szeged-ud-train_Case=Ade,1.4855654687373296,0.910274683818022,0.5461729134187319,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089
3,fi_ood-ud-test_Case=Ade,1.2213780401095997,0.7418565855354976,0.5664210973450458,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837
4,et_ewt-ud-train_Case=Ade,1.2009959034129438,0.7665134359908331,0.6449628521892361,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966
5,et_ewt-ud-test_Case=Ade,1.2054810001907146,0.7632727609588011,0.6311422812187788,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335
6,et_ewt-ud-dev_Case=Ade,1.2017330225535083,0.8893165637821461,0.876059106608744,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297
7,olo_kkpp-ud-test_Case=Ade,1.2145785939150784,0.8519646514457154,0.7500362446799578,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644
8,vep_vwt-ud-test_Case=Ade,1.2821113539039908,0.772183052563747,0.5306299620964072,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857
9,fi_tdt-ud-train_Case=Ade,1.164380198481354,0.8403187259870831,0.8143076582444473,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674
