,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,hu_szeged-ud-dev_Case=Tra,14.537666594058347,20.182758731154667,18.394122702646083,1.5309310892394863,1.5309310892394863,1.5309310892394863,1.5309310892394863,1.5309310892394863,1.5309310892394863
1,hu_szeged-ud-test_Case=Tra,14.777516706131651,20.421598043901138,18.700490189653674,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574
2,hu_szeged-ud-train_Case=Tra,14.811563050535888,20.455375821529167,18.739861258824728,1.1235657524150513,1.1235657524150513,1.1235657524150513,1.1235657524150513,1.1235657524150513,1.1235657524150513
3,fi_ood-ud-test_Case=Tra,13.321685360056454,18.943247112814902,16.932474129396663,3.451894652855358,3.451894652855358,3.451894652855358,3.451894652855358,3.451894652855358,3.451894652855358
4,et_ewt-ud-train_Case=Tra,13.107148695989357,18.689116116726595,16.575935347758247,4.0984566532751705,4.0984566532751705,4.0984566532751705,4.0984566532751705,4.0984566532751705,4.0984566532751705
5,et_ewt-ud-test_Case=Tra,13.075136086231357,18.657492886674955,16.574353190199293,4.100771455544949,4.100771455544949,4.100771455544949,4.100771455544949,4.100771455544949,4.100771455544949
6,et_ewt-ud-dev_Case=Tra,12.68826968108733,18.19319069047538,15.944973737827228,5.3378073681990434,5.3378073681990434,5.3378073681990434,5.3378073681990434,5.3378073681990434,5.3378073681990434
7,gub_tudet-ud-test_Case=Tra,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Tra,14.288571142914272,19.93253928753132,18.1271022707628,1.932535608352669,1.932535608352669,1.932535608352669,1.932535608352669,1.932535608352669,1.932535608352669
9,mdf_jr-ud-test_Case=Tra,13.17786970644345,18.765826653787464,16.670520387798337,3.9567979478361033,3.9567979478361033,3.9567979478361033,3.9567979478361033,3.9567979478361033,3.9567979478361033
10,vep_vwt-ud-test_Case=Tra,13.638181696985855,19.235384061671343,17.291616465790582,3.605551275463989,3.605551275463989,3.605551275463989,3.605551275463989,3.605551275463989,3.605551275463989
11,fi_tdt-ud-train_Case=Tra,12.86415687638519,18.460331238565185,16.303188785408846,4.293306195252593,4.293306195252593,4.293306195252593,4.293306195252593,4.293306195252593,4.293306195252593
12,fi_tdt-ud-test_Case=Tra,12.17087414752091,17.699831176275072,15.254740266281688,5.606948352043668,5.606948352043668,5.606948352043668,5.606948352043668,5.606948352043668,5.606948352043668
13,fi_tdt-ud-dev_Case=Tra,12.66567013623835,18.243333028808085,16.00559902034285,4.688197948039311,4.688197948039311,4.688197948039311,4.688197948039311,4.688197948039311,4.688197948039311
14,myv_jr-ud-test_Case=Tra,12.312058189413504,17.810759121830483,15.49620054739092,5.756060406646084,5.756060406646084,5.756060406646084,5.756060406646084,5.756060406646084,5.756060406646084
15,myv_jr-ud-train_Case=Tra,11.146299834474219,15.512575543732252,12.2245654319489,12.167168939404103,12.167168939404103,12.167168939404103,12.167168939404103,12.167168939404103,12.167168939404103
16,kpv_ikdp-ud-test_Case=Tra,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
17,kpv_lattice-ud-test_Case=Tra,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
18,tpn_tudet-ud-test_Case=Tra,14.594278645158372,20.235070680667153,18.48235970690205,1.4281039179389805,1.4281039179389805,1.4281039179389805,1.4281039179389805,1.4281039179389805,1.4281039179389805
19,fi_pud-ud-test_Case=Tra,11.11101010055096,16.175177391186892,13.197795959243278,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866
20,et_edt-ud-dev_Case=Tra,12.770853955151223,18.318996147024833,16.11391780751776,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945
21,et_edt-ud-train_Case=Tra,12.915874045424326,18.48691120158729,16.337297501150267,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627
22,et_edt-ud-test_Case=Tra,13.298145697306415,18.90321339171733,16.85740096605486,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614
23,krl_kkpp-ud-test_Case=Tra,14.657404482814803,20.302040279394898,18.560877480321512,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448
24,fi_ftb-ud-dev_Case=Tra,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
25,fi_ftb-ud-train_Case=Tra,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
26,fi_ftb-ud-test_Case=Tra,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
27,eme_tudet-ud-test_Case=Tra,13.993569951945787,19.59897956527329,17.75021126634835,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059
28,aqz_tudet-ud-test_Case=Tra,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
