,Treebank,es_gsd-ud-train_Case=Com,fi_ood-ud-test_Case=Com,es_ancora-ud-train_Case=Com,es_ancora-ud-test_Case=Com,es_ancora-ud-dev_Case=Com,sms_giellagas-ud-test_Case=Com,et_ewt-ud-train_Case=Com,et_ewt-ud-test_Case=Com,et_ewt-ud-dev_Case=Com,ml_ufal-ud-test_Case=Com,apu_ufpa-ud-test_Case=Com,egy_ujaen-ud-test_Case=Com,mr_ufal-ud-train_Case=Com,olo_kkpp-ud-test_Case=Com,mdf_jr-ud-test_Case=Com,vep_vwt-ud-test_Case=Com,es_pud-ud-test_Case=Com,fi_tdt-ud-train_Case=Com,fi_tdt-ud-test_Case=Com,fi_tdt-ud-dev_Case=Com,myv_jr-ud-test_Case=Com,myv_jr-ud-train_Case=Com,kpv_ikdp-ud-test_Case=Com,kpv_lattice-ud-test_Case=Com,fi_pud-ud-test_Case=Com,et_edt-ud-dev_Case=Com,et_edt-ud-train_Case=Com,et_edt-ud-test_Case=Com,sjo_xdt-ud-test_Case=Com,wbp_ufal-ud-test_Case=Com,koi_uh-ud-test_Case=Com,sme_giella-ud-train_Case=Com,sme_giella-ud-test_Case=Com,arr_tudet-ud-test_Case=Com,ta_mwtt-ud-test_Case=Com,ta_ttb-ud-train_Case=Com,ta_ttb-ud-dev_Case=Com,ta_ttb-ud-test_Case=Com,krl_kkpp-ud-test_Case=Com,eu_bdt-ud-train_Case=Com,eu_bdt-ud-test_Case=Com,eu_bdt-ud-dev_Case=Com,fi_ftb-ud-dev_Case=Com,fi_ftb-ud-train_Case=Com,fi_ftb-ud-test_Case=Com,bxr_bdt-ud-test_Case=Com,bej_nsc-ud-test_Case=Com
0,hu_szeged-ud-dev_Case=Ess,2.309401076758503,0.9511897312113419,6.82955760960087,2.49284690951645,2.49284690951645,2.49284690951645,7.278971185322473,5.0462052403587085,8.845819589109292,8.621678104251709,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,8.46983442802132,2.49284690951645,0.6801360408136048,1.6547190813232433,2.49284690951645,2.49284690951645,1.2630273533214136,2.49284690951645,16.8141097211326,1.4611367611967865,2.870718697105029,2.7286079392675897,2.383795252898192,2.49284690951645,2.49284690951645,5.422615780669132,13.456499580217026,5.269924937182447,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,1.185226520443204,1.503963018795596,37.37553418421676,28.129801177500607,36.85718899960197,1.3685817012571349,1.3002899109665633,1.312576528381162,0.9892575298923141,2.49284690951645
1,hu_szeged-ud-test_Case=Ess,2.87986110776197,1.0166612021711068,7.365704311197946,1.9322525714823102,1.9322525714823102,1.9322525714823102,7.862451475836054,5.631424228645469,9.43109223931387,9.210515729317224,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,9.051718068963483,1.9322525714823102,1.0541114838612486,1.0647065323364933,1.9322525714823102,1.9322525714823102,1.591728620085723,1.9322525714823102,17.404987790860414,0.9069117315863153,3.4509698032059157,3.3108808012831763,2.96748326362174,1.9322525714823102,1.9322525714823102,6.011123023196248,14.045323064992132,5.857359190739664,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.770197729068705,1.2383860464330176,37.96230206109447,28.715466989837452,37.43839740159827,0.8499934640271588,0.7751485730409237,0.8084553172563095,0.5885238572721689,1.9322525714823102
2,hu_szeged-ud-train_Case=Ess,3.263875715048764,1.1994160950226425,7.72488790123497,1.5829800566512728,1.5829800566512728,1.5829800566512728,8.240310909075113,6.010722567838948,9.813810766792677,9.593280770611756,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,9.425155539946948,1.5829800566512728,1.3668836372430795,0.6810352803144473,1.5829800566512728,1.5829800566512728,1.8723850725093028,1.5829800566512728,17.786358968477895,0.5819727997775931,3.826200747548113,3.6877433532126807,3.3447675329232336,1.5829800566512728,1.5829800566512728,6.394057954089864,14.426758162173499,6.237648074192501,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,2.15217942558787,1.1923893014910394,38.34104007897821,29.093433302733708,37.814390048859956,0.5611442023860236,0.5147050948653323,0.5554412078572485,0.5471317830672547,1.5829800566512728
3,fi_ood-ud-test_Case=Ess,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
4,sms_giellagas-ud-test_Case=Ess,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
5,et_ewt-ud-train_Case=Ess,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
6,et_ewt-ud-test_Case=Ess,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
7,et_ewt-ud-dev_Case=Ess,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
8,egy_ujaen-ud-test_Case=Ess,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
9,olo_kkpp-ud-test_Case=Ess,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
