,Treebank,am_att-ud-test_Case=Mal
0,hu_szeged-ud-dev_Case=Ine,79.57455623501774
1,hu_szeged-ud-test_Case=Ine,53.438687608635504
2,hu_szeged-ud-train_Case=Ine,32.67751266230363
3,fi_ood-ud-test_Case=Ine,510.61664681050104
4,et_ewt-ud-train_Case=Ine,0.6
5,et_ewt-ud-test_Case=Ine,0.6
6,et_ewt-ud-dev_Case=Ine,0.6
7,si_stb-ud-test_Case=Ine,0.6
8,olo_kkpp-ud-test_Case=Ine,0.6
9,olo_kkpp-ud-train_Case=Ine,0.6
10,mdf_jr-ud-test_Case=Ine,0.6
11,mdf_jr-ud-train_Case=Ine,0.6
12,vep_vwt-ud-test_Case=Ine,0.6
13,fi_tdt-ud-train_Case=Ine,168.50344979594237
14,fi_tdt-ud-test_Case=Ine,74.19703498119046
15,fi_tdt-ud-dev_Case=Ine,112.83874433111271
16,myv_jr-ud-test_Case=Ine,0.6
17,myv_jr-ud-train_Case=Ine,0.6
18,kpv_ikdp-ud-test_Case=Ine,0.6
19,kpv_lattice-ud-test_Case=Ine,261.62599259247924
20,kpv_lattice-ud-train_Case=Ine,0.6
21,fi_pud-ud-test_Case=Ine,81.81245850936726
22,et_edt-ud-dev_Case=Ine,0.6
23,et_edt-ud-train_Case=Ine,0.6
24,et_edt-ud-test_Case=Ine,0.6
25,koi_uh-ud-train_Case=Ine,0.6
26,koi_uh-ud-test_Case=Ine,0.6
27,arr_tudet-ud-test_Case=Ine,0.6
28,krl_kkpp-ud-test_Case=Ine,0.6
29,eu_bdt-ud-train_Case=Ine,0.6
30,eu_bdt-ud-test_Case=Ine,0.6
31,eu_bdt-ud-dev_Case=Ine,0.6
32,fi_ftb-ud-dev_Case=Ine,0.6
33,fi_ftb-ud-train_Case=Ine,0.6
34,fi_ftb-ud-test_Case=Ine,0.6
35,ab_abnc-ud-test_Case=Ine,0.6
