,Treebank,hu_szeged-ud-dev_Case=Ter,hu_szeged-ud-test_Case=Ter,hu_szeged-ud-train_Case=Ter,et_ewt-ud-train_Case=Ter,et_ewt-ud-test_Case=Ter,et_ewt-ud-dev_Case=Ter,olo_kkpp-ud-test_Case=Ter,vep_vwt-ud-test_Case=Ter,kpv_ikdp-ud-test_Case=Ter,kpv_lattice-ud-test_Case=Ter,et_edt-ud-dev_Case=Ter,et_edt-ud-train_Case=Ter,et_edt-ud-test_Case=Ter,ab_abnc-ud-test_Case=Ter,gu_gujtb-ud-test_Case=Ter
0,sl_ssj-ud-test_Case=Ins,1.3651495356467922,1.733830940589786,1.6219600466596187,1.3085557137184927,1.5349430325981424,1.5296268326924949,1.1372119724393428,1.733830940589786,1.3821996782817436,1.414116348611404,1.5756152071239529,1.5120561646288597,1.4896418654504393,1.733830940589786,1.733830940589786
1,sl_ssj-ud-dev_Case=Ins,1.4337149145758181,1.8081243416769226,1.6954037997837947,1.3801911715600574,1.6061197503637343,1.6029625926892666,1.1050194663124793,1.8081243416769226,1.4225679596690224,1.383880266109007,1.6489396424474951,1.5849451841180033,1.5625571141825623,1.8081243416769226,1.8081243416769226
2,sl_ssj-ud-train_Case=Ins,1.3977783395592163,1.7676100088753417,1.6560067463963046,1.3447563656622195,1.5682750829719956,1.564968772450951,1.1364017329603713,1.7676100088753417,1.4035523170289406,1.4099568913910119,1.610222862559467,1.5471807824605532,1.5251829155287735,1.7676100088753417,1.7676100088753417
3,xcl_caval-ud-train_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
4,xcl_caval-ud-dev_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
5,xcl_caval-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
6,hu_szeged-ud-dev_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
7,hu_szeged-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
8,hu_szeged-ud-train_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
9,xav_xdt-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
10,tr_pud-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
11,fi_ood-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
12,pl_pdb-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
13,pl_pdb-ud-train_Case=Ins,3334.5106217284356,3334.9403792771677,3334.8188268088707,3334.4822934002823,3334.6915587002454,3334.731925257762,3333.8281299431146,3334.9403792771677,3333.9899020043044,3332.745259690035,3334.777435625884,3334.7109194356303,3334.6885927041717,3334.9403792771677,3334.9403792771677
14,pl_pdb-ud-dev_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
15,sah_yktdt-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
16,uk_iu-ud-dev_Case=Ins,3.082736107674606,3.4875727692199114,3.3707754167856354,3.046120278667783,3.2583632308095907,3.2862331329602723,2.5799834312521757,3.4875727692199114,2.7842781679449082,1.8750929143916377,3.3287737926080707,3.264123561805318,3.2432069095483618,3.4875727692199114,3.4875727692199114
17,uk_iu-ud-train_Case=Ins,3.380591966694812,3.78252776678633,3.666190470878023,3.3433031243339646,3.554726576610999,3.5819398434325,2.823084348206974,3.78252776678633,3.0634032355262435,2.115834287837242,3.6245094446045614,3.5601668865998026,3.5393477847371857,3.78252776678633,3.78252776678633
18,uk_iu-ud-test_Case=Ins,3.44820694523998,3.8511088900844883,3.735349668803236,3.4150467841095105,3.624648744118419,3.6518875121961765,2.900614409936701,3.8511088900844883,3.1323509074750264,2.1869371576418963,3.6941731099360897,3.6301975028039686,3.6095998582864683,3.8511088900844883,3.8511088900844883
19,sa_vedic-ud-test_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
20,sa_vedic-ud-train_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
21,sa_vedic-ud-dev_Case=Ins,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
22,hr_set-ud-dev_Case=Ins,2.8566718296868854,3.2569425926894975,3.140288360545474,2.818656940957726,3.0380109438764307,3.0537926805235633,2.3057614385639855,3.2569425926894975,2.575459475078416,1.718899016110368,3.0971503101653157,3.032910615152703,3.01175997001881,3.2569425926894975,3.2569425926894975
23,hr_set-ud-train_Case=Ins,2.6337052934267215,3.0301671414331426,2.914413153952267,2.5860379366742507,2.811628378226502,2.8194738254249656,2.1047418325016483,3.0301671414331426,2.3718833775128765,1.5751928875259238,2.867656474375426,2.803234323556766,2.779276615692523,3.0301671414331426,3.0301671414331426
24,hr_set-ud-test_Case=Ins,2.5221428059460242,2.921489695483509,2.8045956576164572,2.4783072454239985,2.702839273070898,2.7143107768266472,2.0217524559642004,2.921489695483509,2.274466372341337,1.5092909539493933,2.75943487975703,2.6946497523645987,2.6721780095385226,2.921489695483509,2.921489695483509
