,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,sah_yktdt-ud-test_Case=Cmp,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
1,ml_ufal-ud-test_Case=Cmp,1.4142135623730951,0.0,2.23606797749979,2.23606797749979,2.23606797749979,11.224972160321824,2.23606797749979,9.273618495495704,2.23606797749979,1.4142135623730951
2,egy_ujaen-ud-test_Case=Cmp,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
3,mdf_jr-ud-test_Case=Cmp,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
4,myv_jr-ud-test_Case=Cmp,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
5,myv_jr-ud-train_Case=Cmp,12.0,11.224972160321824,12.84523257866513,12.84523257866513,12.84523257866513,0.0,12.84523257866513,10.099504938362077,12.84523257866513,12.0
6,kpv_lattice-ud-test_Case=Cmp,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
7,sjo_xdt-ud-test_Case=Cmp,9.899494936611665,9.273618495495704,10.63014581273465,10.63014581273465,10.63014581273465,10.099504938362077,10.63014581273465,0.0,10.63014581273465,9.899494936611665
8,koi_uh-ud-train_Case=Cmp,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,gu_gujtb-ud-test_Case=Cmp,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
