,Treebank,hu_szeged-ud-dev_Case=Ade,hu_szeged-ud-test_Case=Ade,hu_szeged-ud-train_Case=Ade,fi_ood-ud-test_Case=Ade,et_ewt-ud-train_Case=Ade,et_ewt-ud-test_Case=Ade,et_ewt-ud-dev_Case=Ade,olo_kkpp-ud-test_Case=Ade,vep_vwt-ud-test_Case=Ade,fi_tdt-ud-train_Case=Ade,fi_tdt-ud-test_Case=Ade,fi_tdt-ud-dev_Case=Ade,fi_pud-ud-test_Case=Ade,et_edt-ud-dev_Case=Ade,et_edt-ud-train_Case=Ade,et_edt-ud-test_Case=Ade,krl_kkpp-ud-test_Case=Ade,fi_ftb-ud-dev_Case=Ade,fi_ftb-ud-train_Case=Ade,fi_ftb-ud-test_Case=Ade
0,hu_szeged-ud-dev_Case=Ter,0.2730500451574653,0.2913514623770822,0.25807932554082075,0.48334560453032605,0.5838341356590914,0.5675136362896998,0.858652403838296,0.6836354858507924,0.40703686853364895,0.7846494059472591,0.8032853722190352,0.8201125106400581,1.027644560640527,0.47760173698844804,0.5049243746292894,0.41125866873767264,0.36123628973513294,1.469861839480328,1.469861839480328,1.469861839480328
1,hu_szeged-ud-test_Case=Ter,0.4050462936504913,0.335299918733898,0.3082207001484488,0.8146657764756383,0.9298928155685491,0.9091540382121331,1.2126901021904224,1.0526315789473684,0.697614984548545,1.1640891530224247,1.19408613676893,1.2004080938733854,1.4264862419387834,0.8046556425732687,0.8331528819533678,0.6989284488146839,0.6491430649325309,1.0,1.0,1.0
2,hu_szeged-ud-train_Case=Ter,0.26187093937451117,0.21676715921680664,0.1783411213252725,0.6996392422298197,0.8142653111660686,0.7940644419218766,1.1003015860421694,0.932298719196773,0.5844037797428913,1.0456870465496457,1.0732216528484873,1.0816871322865012,1.3068283723550727,0.6896030019853612,0.718980391356906,0.5877829733708883,0.533135949802883,1.1288514320120056,1.1288514320120056,1.1288514320120056
3,et_ewt-ud-train_Case=Ter,0.38446391248074246,0.2917504810540443,0.36742346141747667,0.3917696733630029,0.49362734830617,0.4750283931391237,0.7645300339682584,0.6761980237423202,0.3391164991562634,0.7083507148193603,0.7386053307554941,0.7342495822127457,0.9649903015174414,0.3743353484844839,0.39694952016295,0.288153130405519,0.3290314859553718,1.4713938969562161,1.4713938969562161,1.4713938969562161
4,et_ewt-ud-test_Case=Ter,0.3644344934278313,0.2891018534302482,0.3082207001484488,0.5623516537530275,0.6710623814284634,0.6577398203378254,0.9315790391442046,0.8714063520946552,0.5115336417740936,0.9127128423853005,0.9451894722688335,0.9458070735663605,1.1763263133397799,0.591451141790258,0.6102480580356228,0.47457320464023256,0.47547262670946683,1.2747548783981961,1.2747548783981961,1.2747548783981961
5,et_ewt-ud-dev_Case=Ter,0.3450543435460566,0.2633421964403645,0.2738612787525831,0.6438528318590656,0.7551541928532832,0.7368342429346407,1.0325564582656839,0.8994920080668741,0.5354126134736337,0.9725188909474278,1.004292852191518,1.0010606619878697,1.229584451680228,0.617430727389721,0.6435943722239157,0.5211774904603039,0.5136990546516511,1.2165525060596438,1.2165525060596438,1.2165525060596438
6,olo_kkpp-ud-test_Case=Ter,1.2405895775799505,1.2235364400451436,1.2629330940315089,0.9444716957397761,0.9006713167457701,0.9657233927259061,0.9681342627018652,0.8288429341065064,0.8679477710861023,0.8706394817038837,0.8542301243451117,0.9201597021990368,0.9567967461096457,0.8912607380138543,0.8855831189054075,0.9475631781377428,0.9267614141460573,2.23606797749979,2.23606797749979,2.23606797749979
7,vep_vwt-ud-test_Case=Ter,0.4050462936504913,0.335299918733898,0.3082207001484488,0.8146657764756383,0.9298928155685491,0.9091540382121331,1.2126901021904224,1.0526315789473684,0.697614984548545,1.1640891530224247,1.19408613676893,1.2004080938733854,1.4264862419387834,0.8046556425732687,0.8331528819533678,0.6989284488146839,0.6491430649325309,1.0,1.0,1.0
8,kpv_ikdp-ud-test_Case=Ter,1.2405895775799505,1.2235364400451436,1.2629330940315089,1.0621898401389993,1.0626325886359522,1.0628223596762216,1.1173160079979143,1.1014973440240183,1.104536101718726,1.0765802918556129,1.0875420816556083,1.0801360458530307,1.1547166150736725,1.0668156837640699,1.0645838742530462,1.0887497309127108,1.1108045366985138,2.23606797749979,2.23606797749979,2.23606797749979
9,kpv_lattice-ud-test_Case=Ter,2.2225149502492965,2.2108677571452775,2.270732148404104,1.8220744869047585,1.746818883056044,1.7624983045688483,1.5951614922774897,1.700312395435422,1.9334858021042656,1.5697828415968358,1.5513094667379488,1.537344649526765,1.4044287489359615,1.828650609073197,1.809520886809533,1.9164915215238243,1.9618059631669351,3.431546328418375,3.431546328418375,3.431546328418375
