,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,ess_sli-ud-test_Case=Equ,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
1,gub_tudet-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
2,egy_ujaen-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
3,ky_ktmu-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
4,tt_nmctt-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
5,tr_gb-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
6,ota_boun-ud-train_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
7,ota_boun-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
8,qtd_sagt-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
9,qtd_sagt-ud-dev_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,qtd_sagt-ud-train_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
11,tr_imst-ud-train_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
12,tr_imst-ud-dev_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
13,tr_imst-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
14,tr_boun-ud-dev_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
15,tr_boun-ud-test_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
16,tr_boun-ud-train_Case=Equ,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
