,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,hu_szeged-ud-dev_Case=Tem,0.1767766952966369,20.60415613413954
1,hu_szeged-ud-test_Case=Tem,0.0,20.71231517720798
2,hu_szeged-ud-train_Case=Tem,0.0,20.71231517720798
3,fa_seraji-ud-dev_Case=Tem,1.0,21.494185260204677
4,fa_seraji-ud-test_Case=Tem,1.0,21.494185260204677
5,fa_seraji-ud-train_Case=Tem,1.0,21.494185260204677
6,gub_tudet-ud-test_Case=Tem,0.0,20.71231517720798
7,lzh_tuecl-ud-test_Case=Tem,1.0,21.494185260204677
8,apu_ufpa-ud-test_Case=Tem,1.0,21.494185260204677
9,egy_ujaen-ud-test_Case=Tem,1.0,21.494185260204677
10,nyq_aha-ud-test_Case=Tem,1.0,21.494185260204677
11,mdf_jr-ud-test_Case=Tem,1.0,21.494185260204677
12,mdf_jr-ud-train_Case=Tem,1.0,21.494185260204677
13,myv_jr-ud-test_Case=Tem,1.5634719199411433,19.683608521926168
14,myv_jr-ud-train_Case=Tem,3.5355339059327378,19.013153341831543
15,kfm_aha-ud-test_Case=Tem,1.0,21.494185260204677
16,soj_aha-ud-test_Case=Tem,1.0,21.494185260204677
17,he_htb-ud-train_Case=Tem,7.3739406018763125,15.949137907736581
18,lzh_kyoto-ud-dev_Case=Tem,1.0,21.494185260204677
19,lzh_kyoto-ud-train_Case=Tem,1.0,21.494185260204677
20,lzh_kyoto-ud-test_Case=Tem,1.0,21.494185260204677
21,gu_gujtb-ud-test_Case=Tem,4.242640687119285,18.734993995195193
