,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,el_gud-ud-train_Case=Voc,11.295769692166102,11.218233614615928,11.192131036790247,12.220201853215572
1,el_gud-ud-test_Case=Voc,13.450399753099106,13.37949186139503,13.354957516296802,14.33527118683145
2,fa_seraji-ud-dev_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
3,fa_seraji-ud-test_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
4,fa_seraji-ud-train_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
5,sga_dipsgg-ud-test_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
6,pl_pdb-ud-test_Case=Voc,5.404031110787148,5.343649968527374,5.322816470928377,6.202369527454974
7,pl_pdb-ud-train_Case=Voc,5.621765687559778,5.555958146569867,5.533231157829794,6.473643321286683
8,pl_pdb-ud-dev_Case=Voc,3.488645127053808,3.4265259734771574,3.405245949809157,4.328972164382673
9,uk_iu-ud-dev_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,uk_iu-ud-train_Case=Voc,40.949910104616094,40.873242024339675,40.84646664805309,41.86884283091664
11,uk_iu-ud-test_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
12,sa_vedic-ud-test_Case=Voc,346.2370075936875,346.1631816101608,346.1376312228442,347.1296587732025
13,sa_vedic-ud-train_Case=Voc,158.33375170600237,158.2596914418805,158.23392043954695,159.23164714190312
14,sa_vedic-ud-dev_Case=Voc,414.21968746717266,414.146047068506,414.1204579294377,415.10841957252563
15,kmr_mg-ud-test_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
16,hr_set-ud-dev_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
17,hr_set-ud-train_Case=Voc,33.07249711032373,32.994376157531626,32.96600861903348,34.0147027033899
18,hr_set-ud-test_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
19,orv_rnc-ud-dev_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
20,orv_rnc-ud-train_Case=Voc,58.89946988755566,58.8358054773863,58.813682270759905,59.679700624807644
21,orv_rnc-ud-test_Case=Voc,11.442603770750797,11.379518502907963,11.357822554392731,12.232129822725067
22,cpg_tuecl-ud-test_Case=Voc,24.51722686068835,24.44389203921281,24.418181808085134,25.39685019840059
23,la_circse-ud-test_Case=Voc,52.14845695413156,52.06903507441104,52.0419932391389,53.06913729592119
24,grc_perseus-ud-dev_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
25,grc_perseus-ud-train_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
26,grc_perseus-ud-test_Case=Voc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
