,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,es_gsd-ud-train_Case=Com,3.5838177967078626,3.8133537295491835,3.847388724836626,2.8042561502973262,3.0066932137537163,2.9571773634977787,3.638981657002409,4.743416490252569,3.3730625580335984,2.9843340965783307,3.391164991562634,2.8734652269548397,3.3361920680309907,2.9865029717045317,3.6550655441772046,8.940917178902843,4.743416490252569,4.743416490252569,3.6190634610788996,6.371099519777499,3.0635958993820878,2.947551998613301,2.9049678993048387,3.6976802871763863,4.743416490252569,4.743416490252569,4.743416490252569,3.0773365106858237,4.743416490252569
1,fi_ood-ud-test_Case=Com,1.3110110602126894,1.594260539142416,1.6316862443496911,1.5148884576888824,2.16403817537718,2.1618208500602223,3.399218660221787,2.6457513110645907,1.2037356818823368,2.069118169655856,2.23606797749979,2.1987508074407454,3.3246435053806627,2.549352859060511,3.6860245332205985,9.92169340384997,2.6457513110645907,2.6457513110645907,1.3951550252995948,7.122308103927597,2.6309662618654728,2.3118663586409878,1.7479710847635561,1.4740554623801778,2.6457513110645907,2.6457513110645907,2.6457513110645907,1.2328828005937953,2.6457513110645907
2,es_ancora-ud-train_Case=Com,7.958878689865803,8.228507357554792,8.266946231831922,6.619073078501955,6.42518958665733,6.377575510157061,6.163780292969567,9.219544457292887,7.682474091285001,6.492784456610276,7.0710678118654755,6.17099074175638,5.55180017715881,5.9882551715837895,5.795409982003355,7.199999999999999,9.219544457292887,9.219544457292887,8.003920077960933,5.768251665169202,6.06811201866564,6.203391068596374,6.604065802349219,8.093588378433028,9.219544457292887,9.219544457292887,9.219544457292887,7.121797525905942,9.219544457292887
3,es_ancora-ud-test_Case=Com,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
4,es_ancora-ud-dev_Case=Com,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
5,sms_giellagas-ud-test_Case=Com,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
6,et_ewt-ud-train_Case=Com,8.522080072695404,8.787810721900568,8.824048509542852,7.282015661078739,7.100273948845358,7.077463443078165,6.853880299094885,9.727331990547098,8.273315237795275,7.165466092375824,7.70417555535012,6.855343390945676,6.248409250406609,6.678070986352678,6.5163110705652,7.775380582960332,9.727331990547098,9.727331990547098,8.587533975046801,6.400029811939545,6.78711951621714,6.9100313131879485,7.269112033081796,8.660752968149401,9.727331990547098,9.727331990547098,9.727331990547098,7.944382284139102,9.727331990547098
7,et_ewt-ud-test_Case=Com,6.305149246829404,6.561349597449057,6.596962987705557,5.174381690812363,5.0927817586748185,5.0629366686982955,5.087858004135723,7.497106880006976,6.064031190467921,5.135584212785491,5.6429580192139985,4.861404557903699,4.5332191429852084,4.755512851348301,4.843842474457172,7.982439404278318,7.497106880006976,7.497106880006976,6.366601824972403,5.909090909090909,4.875016422943306,4.93413206960756,5.19351090074595,6.437395213673527,7.497106880006976,7.497106880006976,7.497106880006976,5.769376264323454,7.497106880006976
8,et_ewt-ud-dev_Case=Com,10.112423318468272,10.365513519523093,10.400949734130092,8.870313514576388,8.677955410284392,8.644864481442903,8.363231061078713,11.28188777357483,9.858879439110025,8.748036969883376,9.259348637462717,8.435312783931812,7.799855298459294,8.253826160090345,8.010323917058434,8.336834526206896,11.28188777357483,11.28188777357483,10.167371382195906,7.441229792611319,8.346157625364981,8.480783717079717,8.855005913582255,10.239026790938114,11.28188777357483,11.28188777357483,11.28188777357483,9.516067317441731,11.28188777357483
9,ml_ufal-ud-test_Case=Com,9.916841735149351,10.150944126861631,10.18441947290075,8.782921759041573,8.634080549703919,8.599952539024235,8.384789055187971,11.022703842524301,9.670595026329316,8.676476819539138,9.137833441248533,8.399648784789512,7.877388808346953,8.246162743967643,8.062001474112682,8.896066546513689,11.022703842524301,11.022703842524301,9.971118379132063,7.813159063109783,8.359761948447499,8.463635679106181,8.780042439786827,10.033585575763674,11.022703842524301,11.022703842524301,11.022703842524301,9.403190947758107,11.022703842524301
10,apu_ufpa-ud-test_Case=Com,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
11,egy_ujaen-ud-test_Case=Com,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
