,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,hu_szeged-ud-dev_Case=Ela,10.989249511274064,8.927994421634063
1,hu_szeged-ud-test_Case=Ela,10.928464051760075,8.869349535620952
2,hu_szeged-ud-train_Case=Ela,10.843981336065239,8.785470248057027
3,fi_ood-ud-test_Case=Ela,10.026964211304223,7.934120379007312
4,et_ewt-ud-train_Case=Ela,10.358331469684476,8.286052284896304
5,et_ewt-ud-test_Case=Ela,10.344604882660288,8.273788204432675
6,et_ewt-ud-dev_Case=Ela,10.310944242129159,8.233026206098632
7,egy_ujaen-ud-test_Case=Ela,11.973930014828047,9.907268912419791
8,olo_kkpp-ud-test_Case=Ela,10.69526088705539,8.636222340115815
9,olo_kkpp-ud-train_Case=Ela,11.062323444918793,9.000443983578798
10,mdf_jr-ud-test_Case=Ela,12.371001037372306,13.485712424269778
11,mdf_jr-ud-train_Case=Ela,11.973930014828047,9.907268912419791
12,vep_vwt-ud-test_Case=Ela,10.571187255932987,8.532235949368744
13,fi_tdt-ud-train_Case=Ela,9.804650423721903,7.697888970427267
14,fi_tdt-ud-test_Case=Ela,9.955415135861676,7.853293862509368
15,fi_tdt-ud-dev_Case=Ela,9.834765771493682,7.734645736466363
16,myv_jr-ud-test_Case=Ela,10.317254577759488,8.265654303542687
17,myv_jr-ud-train_Case=Ela,9.893612658102773,7.84857898667589
18,kpv_ikdp-ud-test_Case=Ela,8.218373723959422,6.231792880849962
19,kpv_lattice-ud-test_Case=Ela,9.0618713731245,7.032921600525655
20,kpv_lattice-ud-train_Case=Ela,10.216408370851275,8.17691913253885
21,fi_pud-ud-test_Case=Ela,9.334620238167995,7.19637286715607
22,et_edt-ud-dev_Case=Ela,10.13360567252303,8.040315992279124
23,et_edt-ud-train_Case=Ela,10.219762983129815,8.129833502873888
24,et_edt-ud-test_Case=Ela,10.105514774680888,8.013034264614745
25,wbp_ufal-ud-test_Case=Ela,11.062323444918793,9.000443983578798
26,koi_uh-ud-train_Case=Ela,11.973930014828047,9.907268912419791
27,koi_uh-ud-test_Case=Ela,8.993052874302474,7.010208869776287
28,krl_kkpp-ud-test_Case=Ela,10.548734521258936,8.500315361479565
29,fi_ftb-ud-dev_Case=Ela,11.973930014828047,9.907268912419791
30,fi_ftb-ud-train_Case=Ela,11.973930014828047,9.907268912419791
31,fi_ftb-ud-test_Case=Ela,11.973930014828047,9.907268912419791
