,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,hu_szeged-ud-dev_Case=All,0.20951535484874742,0.26612129775759474,0.19421108053553734,1.29172958692549,1.29172958692549,1.29172958692549,1.29172958692549,86.03152493305504,1.29172958692549,20.557720725355445,6.392370124915235,39.534365501005254,39.44570154865466,30.835683081020665,1.29172958692549
1,hu_szeged-ud-test_Case=All,0.2146297906628365,0.2065013238787487,0.15642462467567858,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.2216165268919335,86.0916840422145,1.2216165268919335,20.613920174568126,6.457575663258776,39.60079771538594,39.511827771854854,30.902137223645312,1.2216165268919335
2,hu_szeged-ud-train_Case=All,0.18342001235071853,0.20493278567048015,0.13785344182162104,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.2334468765583195,86.07562151542949,1.2334468765583195,20.607070284570074,6.446962802442075,39.58667732971485,39.497759517762475,30.88788274270988,1.2334468765583195
3,fi_ood-ud-test_Case=All,0.33201592543804814,0.45245278468618616,0.4111049775631025,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.4885496183206106,85.84146879392866,1.4885496183206106,20.362585134502215,6.197147126272967,39.346386024546355,39.25716605600402,30.647475136314675,1.4885496183206106
4,ess_sli-ud-test_Case=All,40.46220560775979,40.61086804723947,40.58168036275838,41.43669871020132,41.43669871020132,41.43669871020132,41.43669871020132,66.66333324999583,41.43669871020132,30.490840559497396,36.22329339150409,30.339757839324314,30.338537881900244,28.463522239854242,41.43669871020132
5,hit_hittb-ud-test_Case=All,0.31491832864888675,0.1087856586440842,0.16317848796612638,1.0,1.0,1.0,1.0,86.27861844049197,1.0,20.811914915959456,6.669999167083074,39.805698165950666,39.7164186927589,31.107078923747277,1.0
6,et_ewt-ud-train_Case=All,0.24565176698772784,0.3486827191009673,0.3145833470460528,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.3930450983353315,85.91724277405552,1.3930450983353315,20.454238100740845,6.285337540591651,39.429397961386535,39.3399788888349,30.73019040442963,1.3930450983353315
7,et_ewt-ud-test_Case=All,0.3035863219349458,0.42362498441003926,0.3740466168368637,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.4619432297123496,85.84848843212265,1.4619432297123496,20.40382057193444,6.2351158207836574,39.36337795305355,39.27424174000579,30.66396357786744,1.4619432297123496
8,et_ewt-ud-dev_Case=All,0.24810362329247043,0.34999297029930476,0.31138300408309777,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.3878741802897074,85.91762808702029,1.3878741802897074,20.460013661328485,6.291751929625941,39.43530858030029,39.34577053961907,30.73601056386063,1.3878741802897074
9,ml_ufal-ud-test_Case=All,3.5044245940720695,3.6810726504632,3.6516187542824374,4.58257569495584,4.58257569495584,4.58257569495584,4.58257569495584,83.7137981458254,4.58257569495584,17.642191291907217,3.9705263335078596,36.750651624154045,36.65683543499355,28.069136896683588,4.58257569495584
10,egy_ujaen-ud-test_Case=All,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
11,olo_kkpp-ud-test_Case=All,0.31491832864888675,0.34443665331537765,0.33533637824781354,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,85.99452221647418,1.3016200966614866,20.572407655379283,6.423474592683,39.527761881712486,39.43841817257965,30.828659298181076,1.3016200966614866
